Name	Statistic	Cells
Specimen_001_O8_O08.fcs/mCherry	76.9	9303
Specimen_001_O9_O09.fcs		10066
Specimen_001_O9_O09.fcs/mCherry	85.5	8609
Specimen_001_O10_O10.fcs		10670
Specimen_001_O10_O10.fcs/mCherry	86.2	9202
Specimen_001_O11_O11.fcs		11176
Specimen_001_O11_O11.fcs/mCherry	77	8608
Specimen_001_O12_O12.fcs		12239
Specimen_001_O12_O12.fcs/mCherry	81.1	9928
Specimen_001_O13_O13.fcs		12862
Specimen_001_O13_O13.fcs/mCherry	76.3	9816
Specimen_001_O14_O14.fcs		15686
Specimen_001_O14_O14.fcs/mCherry	77	12085
Specimen_001_O15_O15.fcs		9537
Specimen_001_O15_O15.fcs/mCherry	86.4	8240
Specimen_001_O16_O16.fcs		11955
Specimen_001_O16_O16.fcs/mCherry	87.8	10501
Specimen_001_O17_O17.fcs		11414
Specimen_001_O17_O17.fcs/mCherry	77.8	8876
Specimen_001_O18_O18.fcs		12768
Specimen_001_O18_O18.fcs/mCherry	80	10210
Specimen_001_O19_O19.fcs		10739
Specimen_001_O19_O19.fcs/mCherry	78.7	8452
Specimen_001_O20_O20.fcs		12569
Specimen_001_O20_O20.fcs/mCherry	85	10683
Specimen_001_O21_O21.fcs		13306
Specimen_001_O21_O21.fcs/mCherry	99.7	13270
Specimen_001_O22_O22.fcs		13278
Specimen_001_O22_O22.fcs/mCherry	99.8	13251
Specimen_001_P3_P03.fcs		20086
Specimen_001_P3_P03.fcs/mCherry	99.5	19982
Specimen_001_P4_P04.fcs		17597
Specimen_001_P4_P04.fcs/mCherry	99.4	17489
Specimen_001_P5_P05.fcs		12801
Specimen_001_P5_P05.fcs/mCherry	88.4	11313
Specimen_001_P6_P06.fcs		15513
Specimen_001_P6_P06.fcs/mCherry	90.6	14056
Specimen_001_P7_P07.fcs		11347
Specimen_001_P7_P07.fcs/mCherry	82.4	9348
Specimen_001_P8_P08.fcs		16055
Specimen_001_P8_P08.fcs/mCherry	86.3	13853
Specimen_001_P9_P09.fcs		18631
Specimen_001_P9_P09.fcs/mCherry	89.3	16635
Specimen_001_P10_P10.fcs		19916
Specimen_001_P10_P10.fcs/mCherry	92.7	18469
Specimen_001_P11_P11.fcs		11533
Specimen_001_P11_P11.fcs/mCherry	80.9	9329
Specimen_001_P12_P12.fcs		18113
Specimen_001_P12_P12.fcs/mCherry	85.5	15488
Specimen_001_P13_P13.fcs		16662
Specimen_001_P13_P13.fcs/mCherry	81.4	13556
Specimen_001_P14_P14.fcs		15037
Specimen_001_P14_P14.fcs/mCherry	82.8	12453
Specimen_001_P15_P15.fcs		15985
Specimen_001_P15_P15.fcs/mCherry	91.9	14684
Specimen_001_P16_P16.fcs		16314
Specimen_001_P16_P16.fcs/mCherry	92.9	15163
Specimen_001_P17_P17.fcs		16221
Specimen_001_P17_P17.fcs/mCherry	81.9	13288
Specimen_001_P18_P18.fcs		15094
Specimen_001_P18_P18.fcs/mCherry	67.3	10163
Specimen_001_P19_P19.fcs		15544
Specimen_001_P19_P19.fcs/mCherry	88.8	13798
Specimen_001_P20_P20.fcs		18406
Specimen_001_P20_P20.fcs/mCherry	90.5	16657
Specimen_001_P21_P21.fcs		18334
Specimen_001_P21_P21.fcs/mCherry	99.5	18244
Specimen_001_P22_P22.fcs		18406
Specimen_001_P22_P22.fcs/mCherry	99.5	18306
