Name	Statistic	Cells
Specimen_001_H10_H10.fcs		14592
Specimen_001_H10_H10.fcs/cells	99.8	14561
Specimen_001_H10_H10.fcs/cells/mCherry	53.8	7828
Specimen_001_H11_H11.fcs		11913
Specimen_001_H11_H11.fcs/cells	99.8	11885
Specimen_001_H11_H11.fcs/cells/mCherry	54.6	6492
Specimen_001_H12_H12.fcs		15504
Specimen_001_H12_H12.fcs/cells	99.8	15472
Specimen_001_H12_H12.fcs/cells/mCherry	54	8362
Specimen_001_H13_H13.fcs		7638
Specimen_001_H13_H13.fcs/cells	99.4	7592
Specimen_001_H13_H13.fcs/cells/mCherry	82.5	6267
Specimen_001_H14_H14.fcs		11742
Specimen_001_H14_H14.fcs/cells	99.7	11706
Specimen_001_H14_H14.fcs/cells/mCherry	79	9246
Specimen_001_H15_H15.fcs		7674
Specimen_001_H15_H15.fcs/cells	99.5	7636
Specimen_001_H15_H15.fcs/cells/mCherry	86.2	6583
Specimen_001_H16_H16.fcs		10887
Specimen_001_H16_H16.fcs/cells	99.7	10850
Specimen_001_H16_H16.fcs/cells/mCherry	82.6	8958
Specimen_001_H17_H17.fcs		8778
Specimen_001_H17_H17.fcs/cells	99.4	8721
Specimen_001_H17_H17.fcs/cells/mCherry	90	7851
Specimen_001_H18_H18.fcs		10146
Specimen_001_H18_H18.fcs/cells	99.5	10097
Specimen_001_H18_H18.fcs/cells/mCherry	87.2	8808
Specimen_001_H19_H19.fcs		9690
Specimen_001_H19_H19.fcs/cells	99.4	9634
Specimen_001_H19_H19.fcs/cells/mCherry	91.1	8777
Specimen_001_H20_H20.fcs		12255
Specimen_001_H20_H20.fcs/cells	99.6	12201
Specimen_001_H20_H20.fcs/cells/mCherry	90.6	11059
Specimen_001_H21_H21.fcs		9006
Specimen_001_H21_H21.fcs/cells	99.6	8973
Specimen_001_H21_H21.fcs/cells/mCherry	80.1	7183
Specimen_001_H22_H22.fcs		10545
Specimen_001_H22_H22.fcs/cells	99.6	10504
Specimen_001_H22_H22.fcs/cells/mCherry	78.5	8245
Specimen_001_H23_H23.fcs		8721
Specimen_001_H23_H23.fcs/cells	99.6	8682
Specimen_001_H23_H23.fcs/cells/mCherry	95.2	8267
Specimen_001_H24_H24.fcs		10773
Specimen_001_H24_H24.fcs/cells	99.7	10736
Specimen_001_H24_H24.fcs/cells/mCherry	95.1	10207
Specimen_001_I1_I01.fcs		16587
Specimen_001_I1_I01.fcs/cells	99.7	16543
Specimen_001_I1_I01.fcs/cells/mCherry	77.2	12767
Specimen_001_I2_I02.fcs		14250
Specimen_001_I2_I02.fcs/cells	99.8	14227
Specimen_001_I2_I02.fcs/cells/mCherry	72.3	10282
Specimen_001_I3_I03.fcs		15048
Specimen_001_I3_I03.fcs/cells	99.7	15001
Specimen_001_I3_I03.fcs/cells/mCherry	76.2	11435
Specimen_001_I4_I04.fcs		12711
Specimen_001_I4_I04.fcs/cells	99.8	12682
Specimen_001_I4_I04.fcs/cells/mCherry	70.1	8888
Specimen_001_I5_I05.fcs		14364
Specimen_001_I5_I05.fcs/cells	99.7	14328
Specimen_001_I5_I05.fcs/cells/mCherry	67.4	9655
Specimen_001_I6_I06.fcs		13167
Specimen_001_I6_I06.fcs/cells	99.7	13132
Specimen_001_I6_I06.fcs/cells/mCherry	62.3	8176
Specimen_001_I7_I07.fcs		15561
Specimen_001_I7_I07.fcs/cells	99.7	15517
Specimen_001_I7_I07.fcs/cells/mCherry	64.5	10001
Specimen_001_I8_I08.fcs		12996
Specimen_001_I8_I08.fcs/cells	99.8	12975
Specimen_001_I8_I08.fcs/cells/mCherry	58.6	7599
Specimen_001_I9_I09.fcs		15732
Specimen_001_I9_I09.fcs/cells	99.8	15696
Specimen_001_I9_I09.fcs/cells/mCherry	60.7	9528
Specimen_001_I10_I10.fcs		13794
Specimen_001_I10_I10.fcs/cells	99.8	13769
Specimen_001_I10_I10.fcs/cells/mCherry	57.2	7870
Specimen_001_I11_I11.fcs		16872
Specimen_001_I11_I11.fcs/cells	99.6	16812
Specimen_001_I11_I11.fcs/cells/mCherry	64.4	10828
Specimen_001_I12_I12.fcs		12711
Specimen_001_I12_I12.fcs/cells	99.8	12688
Specimen_001_I12_I12.fcs/cells/mCherry	60.7	7702
Specimen_001_I13_I13.fcs		11286
Specimen_001_I13_I13.fcs/cells	99.7	11252
Specimen_001_I13_I13.fcs/cells/mCherry	74.1	8339
Specimen_001_I14_I14.fcs		10317
Specimen_001_I14_I14.fcs/cells	99.8	10299
Specimen_001_I14_I14.fcs/cells/mCherry	71.2	7333
Specimen_001_I15_I15.fcs		12084
Specimen_001_I15_I15.fcs/cells	99.5	12023
Specimen_001_I15_I15.fcs/cells/mCherry	82.5	9915
Specimen_001_I16_I16.fcs		9918
Specimen_001_I16_I16.fcs/cells	99.7	9886
Specimen_001_I16_I16.fcs/cells/mCherry	81.4	8050
Specimen_001_I17_I17.fcs		10488
Specimen_001_I17_I17.fcs/cells	99.6	10450
Specimen_001_I17_I17.fcs/cells/mCherry	76.2	7958
Specimen_001_I18_I18.fcs		9519
Specimen_001_I18_I18.fcs/cells	99.9	9505
Specimen_001_I18_I18.fcs/cells/mCherry	73	6941
Specimen_001_I19_I19.fcs		9861
Specimen_001_I19_I19.fcs/cells	99.8	9839
Specimen_001_I19_I19.fcs/cells/mCherry	82.4	8108
Specimen_001_I20_I20.fcs		9633
Specimen_001_I20_I20.fcs/cells	99.7	9604
Specimen_001_I20_I20.fcs/cells/mCherry	78.3	7520
Specimen_001_I21_I21.fcs		9747
Specimen_001_I21_I21.fcs/cells	99.7	9715
Specimen_001_I21_I21.fcs/cells/mCherry	92	8936
Specimen_001_I22_I22.fcs		7116
Specimen_001_I22_I22.fcs/cells	99.5	7081
Specimen_001_I22_I22.fcs/cells/mCherry	91.6	6488
Specimen_001_I23_I23.fcs		8640
Specimen_001_I23_I23.fcs/cells	99.6	8605
Specimen_001_I23_I23.fcs/cells/mCherry	94.7	8148
Specimen_001_I24_I24.fcs		11685
Specimen_001_I24_I24.fcs/cells	99.7	11646
Specimen_001_I24_I24.fcs/cells/mCherry	95.4	11106
Specimen_001_J1_J01.fcs		11400
Specimen_001_J1_J01.fcs/cells	99.7	11366
Specimen_001_J1_J01.fcs/cells/mCherry	71.5	8130
Specimen_001_J2_J02.fcs		16017
Specimen_001_J2_J02.fcs/cells	99.8	15992
Specimen_001_J2_J02.fcs/cells/mCherry	71.7	11463
Specimen_001_J3_J03.fcs		10773
Specimen_001_J3_J03.fcs/cells	99.8	10749
Specimen_001_J3_J03.fcs/cells/mCherry	69.7	7497
Specimen_001_J4_J04.fcs		15048
Specimen_001_J4_J04.fcs/cells	99.6	14994
Specimen_001_J4_J04.fcs/cells/mCherry	69.5	10425
Specimen_001_J5_J05.fcs		12084
Specimen_001_J5_J05.fcs/cells	99.8	12058
Specimen_001_J5_J05.fcs/cells/mCherry	62.1	7492
Specimen_001_J6_J06.fcs		14307
Specimen_001_J6_J06.fcs/cells	99.8	14278
Specimen_001_J6_J06.fcs/cells/mCherry	61	8712
Specimen_001_J7_J07.fcs		12426
Specimen_001_J7_J07.fcs/cells	99.7	12394
Specimen_001_J7_J07.fcs/cells/mCherry	58.8	7293
Specimen_001_J8_J08.fcs		14364
Specimen_001_J8_J08.fcs/cells	99.8	14338
Specimen_001_J8_J08.fcs/cells/mCherry	56.8	8150
Specimen_001_J9_J09.fcs		13281
Specimen_001_J9_J09.fcs/cells	99.8	13252
Specimen_001_J9_J09.fcs/cells/mCherry	55.8	7400
Specimen_001_J10_J10.fcs		14535
Specimen_001_J10_J10.fcs/cells	99.7	14498
Specimen_001_J10_J10.fcs/cells/mCherry	57.6	8347
Specimen_001_J11_J11.fcs		10716
Specimen_001_J11_J11.fcs/cells	99.7	10687
Specimen_001_J11_J11.fcs/cells/mCherry	62	6631
Specimen_001_J12_J12.fcs		13965
Specimen_001_J12_J12.fcs/cells	99.8	13939
Specimen_001_J12_J12.fcs/cells/mCherry	57.1	7955
Specimen_001_J13_J13.fcs		10488
Specimen_001_J13_J13.fcs/cells	99.7	10459
Specimen_001_J13_J13.fcs/cells/mCherry	73.7	7706
Specimen_001_J14_J14.fcs		11058
Specimen_001_J14_J14.fcs/cells	99.7	11026
Specimen_001_J14_J14.fcs/cells/mCherry	69.1	7616
Specimen_001_J15_J15.fcs		8436
Specimen_001_J15_J15.fcs/cells	99.4	8383
Specimen_001_J15_J15.fcs/cells/mCherry	84.2	7061
Specimen_001_J16_J16.fcs		8151
Specimen_001_J16_J16.fcs/cells	99.6	8122
Specimen_001_J16_J16.fcs/cells/mCherry	80.8	6563
Specimen_001_J17_J17.fcs		7243
Specimen_001_J17_J17.fcs/cells	99.8	7227
Specimen_001_J17_J17.fcs/cells/mCherry	78.5	5674
Specimen_001_J18_J18.fcs		9576
Specimen_001_J18_J18.fcs/cells	99.8	9554
Specimen_001_J18_J18.fcs/cells/mCherry	73.4	7013
Specimen_001_J19_J19.fcs		9576
Specimen_001_J19_J19.fcs/cells	99.8	9554
Specimen_001_J19_J19.fcs/cells/mCherry	82.4	7876
Specimen_001_J20_J20.fcs		10431
Specimen_001_J20_J20.fcs/cells	99.8	10408
Specimen_001_J20_J20.fcs/cells/mCherry	79.6	8285
Specimen_001_J21_J21.fcs		8322
Specimen_001_J21_J21.fcs/cells	99.5	8284
Specimen_001_J21_J21.fcs/cells/mCherry	91.8	7608
Specimen_001_J22_J22.fcs		10146
Specimen_001_J22_J22.fcs/cells	99.6	10105
Specimen_001_J22_J22.fcs/cells/mCherry	89.8	9075
Specimen_001_J23_J23.fcs		8664
Specimen_001_J23_J23.fcs/cells	99.6	8630
Specimen_001_J23_J23.fcs/cells/mCherry	94.9	8188
Specimen_001_J24_J24.fcs		12084
Specimen_001_J24_J24.fcs/cells	99.5	12028
Specimen_001_J24_J24.fcs/cells/mCherry	94.7	11390
Specimen_001_K1_K01.fcs		16074
Specimen_001_K1_K01.fcs/cells	99.8	16037
Specimen_001_K1_K01.fcs/cells/mCherry	67.7	10854
Specimen_001_K2_K02.fcs		17385
Specimen_001_K2_K02.fcs/cells	99.9	17369
Specimen_001_K2_K02.fcs/cells/mCherry	63.1	10961
Specimen_001_K3_K03.fcs		14649
Specimen_001_K3_K03.fcs/cells	99.7	14607
Specimen_001_K3_K03.fcs/cells/mCherry	75.1	10974
Specimen_001_K4_K04.fcs		11128
Specimen_001_K4_K04.fcs/cells	99.7	11099
Specimen_001_K4_K04.fcs/cells/mCherry	68.7	7626
Specimen_001_K5_K05.fcs		18639
Specimen_001_K5_K05.fcs/cells	100	18636
Specimen_001_K5_K05.fcs/cells/mCherry	3.65	680
Specimen_001_K6_K06.fcs		16074
Specimen_001_K6_K06.fcs/cells	100	16068
Specimen_001_K6_K06.fcs/cells/mCherry	2.55	410
Specimen_001_K7_K07.fcs		17214
Specimen_001_K7_K07.fcs/cells	99.9	17201
Specimen_001_K7_K07.fcs/cells/mCherry	6.96	1198
Specimen_001_K8_K08.fcs		16701
Specimen_001_K8_K08.fcs/cells	99.9	16690
Specimen_001_K8_K08.fcs/cells/mCherry	5.49	917
Specimen_001_K9_K09.fcs		12043
Specimen_001_K9_K09.fcs/cells	99.7	12008
Specimen_001_K9_K09.fcs/cells/mCherry	69.8	8383
Specimen_001_K10_K10.fcs		12768
Specimen_001_K10_K10.fcs/cells	99.8	12741
Specimen_001_K10_K10.fcs/cells/mCherry	63.4	8083
Specimen_001_K11_K11.fcs		14535
Specimen_001_K11_K11.fcs/cells	99.7	14498
Specimen_001_K11_K11.fcs/cells/mCherry	64.1	9299
Specimen_001_K12_K12.fcs		14022
Specimen_001_K12_K12.fcs/cells	99.9	14001
Specimen_001_K12_K12.fcs/cells/mCherry	58.2	8155
Specimen_001_K13_K13.fcs		12312
Specimen_001_K13_K13.fcs/cells	99.8	12287
Specimen_001_K13_K13.fcs/cells/mCherry	77.7	9547
Specimen_001_K14_K14.fcs		7562
Specimen_001_K14_K14.fcs/cells	99.6	7533
Specimen_001_K14_K14.fcs/cells/mCherry	75.9	5721
Specimen_001_K15_K15.fcs		10887
Specimen_001_K15_K15.fcs/cells	99.7	10855
Specimen_001_K15_K15.fcs/cells/mCherry	82.7	8978
Specimen_001_K16_K16.fcs		9747
Specimen_001_K16_K16.fcs/cells	99.8	9728
Specimen_001_K16_K16.fcs/cells/mCherry	79.1	7692
Specimen_001_K17_K17.fcs		12825
Specimen_001_K17_K17.fcs/cells	99.7	12783
Specimen_001_K17_K17.fcs/cells/mCherry	78	9966
Specimen_001_K18_K18.fcs		10089
Specimen_001_K18_K18.fcs/cells	99.8	10071
Specimen_001_K18_K18.fcs/cells/mCherry	71.4	7186
Specimen_001_K19_K19.fcs		11001
Specimen_001_K19_K19.fcs/cells	99.5	10945
Specimen_001_K19_K19.fcs/cells/mCherry	90.9	9951
Specimen_001_K20_K20.fcs		9462
Specimen_001_K20_K20.fcs/cells	99.7	9432
Specimen_001_K20_K20.fcs/cells/mCherry	90.2	8511
Specimen_001_K21_K21.fcs		11685
Specimen_001_K21_K21.fcs/cells	99.8	11658
Specimen_001_K21_K21.fcs/cells/mCherry	70	8156
Specimen_001_K22_K22.fcs		12483
Specimen_001_K22_K22.fcs/cells	99.9	12465
Specimen_001_K22_K22.fcs/cells/mCherry	64.6	8052
Specimen_001_K23_K23.fcs		10545
Specimen_001_K23_K23.fcs/cells	99.7	10510
Specimen_001_K23_K23.fcs/cells/mCherry	94.8	9967
Specimen_001_K24_K24.fcs		9861
Specimen_001_K24_K24.fcs/cells	99.6	9817
Specimen_001_K24_K24.fcs/cells/mCherry	94.9	9318
Specimen_001_L1_L01.fcs		11856
Specimen_001_L1_L01.fcs/cells	99.8	11836
Specimen_001_L1_L01.fcs/cells/mCherry	59.8	7079
Specimen_001_L2_L02.fcs		15960
Specimen_001_L2_L02.fcs/cells	99.9	15946
Specimen_001_L2_L02.fcs/cells/mCherry	59.9	9546
Specimen_001_L3_L03.fcs		11229
Specimen_001_L3_L03.fcs/cells	99.7	11200
Specimen_001_L3_L03.fcs/cells/mCherry	68.9	7718
Specimen_001_L4_L04.fcs		13509
Specimen_001_L4_L04.fcs/cells	99.8	13479
Specimen_001_L4_L04.fcs/cells/mCherry	68.3	9202
Specimen_001_L5_L05.fcs		15333
Specimen_001_L5_L05.fcs/cells	100	15330
Specimen_001_L5_L05.fcs/cells/mCherry	2.42	371
Specimen_001_L6_L06.fcs		16521
Specimen_001_L6_L06.fcs/cells	100	16513
Specimen_001_L6_L06.fcs/cells/mCherry	2.79	461
Specimen_001_L7_L07.fcs		12483
Specimen_001_L7_L07.fcs/cells	100	12477
Specimen_001_L7_L07.fcs/cells/mCherry	5.66	706
Specimen_001_L8_L08.fcs		18240
Specimen_001_L8_L08.fcs/cells	99.9	18229
Specimen_001_L8_L08.fcs/cells/mCherry	4.19	763
Specimen_001_L9_L09.fcs		11457
Specimen_001_L9_L09.fcs/cells	99.8	11439
Specimen_001_L9_L09.fcs/cells/mCherry	63.6	7275
Specimen_001_L10_L10.fcs		12540
Specimen_001_L10_L10.fcs/cells	99.8	12513
Specimen_001_L10_L10.fcs/cells/mCherry	63.1	7892
Specimen_001_L11_L11.fcs		12768
Specimen_001_L11_L11.fcs/cells	99.8	12744
Specimen_001_L11_L11.fcs/cells/mCherry	57.8	7370
Specimen_001_L12_L12.fcs		16017
Specimen_001_L12_L12.fcs/cells	99.8	15985
Specimen_001_L12_L12.fcs/cells/mCherry	57.4	9183
Specimen_001_L13_L13.fcs		8721
Specimen_001_L13_L13.fcs/cells	99.7	8699
Specimen_001_L13_L13.fcs/cells/mCherry	77	6698
Specimen_001_L14_L14.fcs		10374
Specimen_001_L14_L14.fcs/cells	99.8	10355
Specimen_001_L14_L14.fcs/cells/mCherry	73.8	7639
Specimen_001_L15_L15.fcs		8436
Specimen_001_L15_L15.fcs/cells	99.7	8410
Specimen_001_L15_L15.fcs/cells/mCherry	82.7	6959
Specimen_001_L16_L16.fcs		11001
Specimen_001_L16_L16.fcs/cells	99.7	10970
Specimen_001_L16_L16.fcs/cells/mCherry	77.8	8536
Specimen_001_L17_L17.fcs		8873
Specimen_001_L17_L17.fcs/cells	99.7	8842
Specimen_001_L17_L17.fcs/cells/mCherry	74.7	6603
Specimen_001_L18_L18.fcs		11799
Specimen_001_L18_L18.fcs/cells	99.8	11776
Specimen_001_L18_L18.fcs/cells/mCherry	73.2	8619
Specimen_001_L19_L19.fcs		8094
Specimen_001_L19_L19.fcs/cells	99.4	8049
Specimen_001_L19_L19.fcs/cells/mCherry	90.7	7298
Specimen_001_L20_L20.fcs		9120
Specimen_001_L20_L20.fcs/cells	99.6	9082
Specimen_001_L20_L20.fcs/cells/mCherry	89.6	8141
Specimen_001_L21_L21.fcs		10488
Specimen_001_L21_L21.fcs/cells	99.7	10457
Specimen_001_L21_L21.fcs/cells/mCherry	66.8	6982
Specimen_001_L22_L22.fcs		14022
Specimen_001_L22_L22.fcs/cells	99.8	13994
Specimen_001_L22_L22.fcs/cells/mCherry	63.8	8927
Specimen_001_L23_L23.fcs		8949
Specimen_001_L23_L23.fcs/cells	99.5	8905
Specimen_001_L23_L23.fcs/cells/mCherry	94.8	8446
Specimen_001_L24_L24.fcs		10944
Specimen_001_L24_L24.fcs/cells	99.7	10912
Specimen_001_L24_L24.fcs/cells/mCherry	94.9	10359
Specimen_001_M1_M01.fcs		13110
Specimen_001_M1_M01.fcs/cells	99.6	13057
Specimen_001_M1_M01.fcs/cells/mCherry	95.1	12419
Specimen_001_M2_M02.fcs		12084
Specimen_001_M2_M02.fcs/cells	99.8	12056
Specimen_001_M2_M02.fcs/cells/mCherry	95.2	11473
Specimen_001_M3_M03.fcs		16587
Specimen_001_M3_M03.fcs/cells	99.8	16552
Specimen_001_M3_M03.fcs/cells/mCherry	71.5	11840
Specimen_001_M4_M04.fcs		13737
Specimen_001_M4_M04.fcs/cells	99.9	13722
Specimen_001_M4_M04.fcs/cells/mCherry	67.3	9232
Specimen_001_M5_M05.fcs		14991
Specimen_001_M5_M05.fcs/cells	99.7	14948
Specimen_001_M5_M05.fcs/cells/mCherry	72	10756
Specimen_001_M6_M06.fcs		13338
Specimen_001_M6_M06.fcs/cells	99.9	13322
Specimen_001_M6_M06.fcs/cells/mCherry	65.1	8677
Specimen_001_M7_M07.fcs		15732
Specimen_001_M7_M07.fcs/cells	99.8	15705
Specimen_001_M7_M07.fcs/cells/mCherry	66	10364
Specimen_001_M8_M08.fcs		13737
Specimen_001_M8_M08.fcs/cells	99.9	13718
Specimen_001_M8_M08.fcs/cells/mCherry	61.3	8406
Specimen_001_M9_M09.fcs		15048
Specimen_001_M9_M09.fcs/cells	99.8	15017
Specimen_001_M9_M09.fcs/cells/mCherry	66.1	9931
Specimen_001_M10_M10.fcs		14421
Specimen_001_M10_M10.fcs/cells	99.8	14393
Specimen_001_M10_M10.fcs/cells/mCherry	60.3	8682
Specimen_001_M11_M11.fcs		15100
Specimen_001_M11_M11.fcs/cells	99.8	15077
Specimen_001_M11_M11.fcs/cells/mCherry	64.4	9703
Specimen_001_M12_M12.fcs		13623
Specimen_001_M12_M12.fcs/cells	99.8	13591
Specimen_001_M12_M12.fcs/cells/mCherry	58.7	7983
Specimen_001_M13_M13.fcs		10887
Specimen_001_M13_M13.fcs/cells	99.8	10863
Specimen_001_M13_M13.fcs/cells/mCherry	85.7	9308
Specimen_001_M14_M14.fcs		10488
Specimen_001_M14_M14.fcs/cells	99.8	10463
Specimen_001_M14_M14.fcs/cells/mCherry	83.4	8727
Specimen_001_M15_M15.fcs		13053
Specimen_001_M15_M15.fcs/cells	99.8	13021
Specimen_001_M15_M15.fcs/cells/mCherry	84.2	10969
Specimen_001_M16_M16.fcs		10146
Specimen_001_M16_M16.fcs/cells	99.7	10112
Specimen_001_M16_M16.fcs/cells/mCherry	82.4	8337
Specimen_001_M17_M17.fcs		12654
Specimen_001_M17_M17.fcs/cells	99.5	12596
Specimen_001_M17_M17.fcs/cells/mCherry	88.8	11182
Specimen_001_M18_M18.fcs		11172
Specimen_001_M18_M18.fcs/cells	99.7	11134
Specimen_001_M18_M18.fcs/cells/mCherry	86.6	9639
Specimen_001_M19_M19.fcs		12882
Specimen_001_M19_M19.fcs/cells	99.7	12843
Specimen_001_M19_M19.fcs/cells/mCherry	86.8	11144
Specimen_001_M20_M20.fcs		10032
Specimen_001_M20_M20.fcs/cells	99.8	10009
Specimen_001_M20_M20.fcs/cells/mCherry	84.6	8466
Specimen_001_M21_M21.fcs		11229
Specimen_001_M21_M21.fcs/cells	99.6	11186
Specimen_001_M21_M21.fcs/cells/mCherry	90.9	10167
Specimen_001_M22_M22.fcs		9975
Specimen_001_M22_M22.fcs/cells	99.7	9946
Specimen_001_M22_M22.fcs/cells/mCherry	89.6	8915
Specimen_001_M23_M23.fcs		13737
Specimen_001_M23_M23.fcs/cells	99.7	13696
Specimen_001_M23_M23.fcs/cells/mCherry	95.5	13073
Specimen_001_M24_M24.fcs		11628
Specimen_001_M24_M24.fcs/cells	99.7	11590
Specimen_001_M24_M24.fcs/cells/mCherry	95	11013
Specimen_001_N1_N01.fcs		9462
Specimen_001_N1_N01.fcs/cells	99.7	9433
Specimen_001_N1_N01.fcs/cells/mCherry	94.1	8881
Specimen_001_N2_N02.fcs		12198
Specimen_001_N2_N02.fcs/cells	99.7	12161
Specimen_001_N2_N02.fcs/cells/mCherry	94.4	11474
Specimen_001_N3_N03.fcs		11001
Specimen_001_N3_N03.fcs/cells	99.8	10979
Specimen_001_N3_N03.fcs/cells/mCherry	67.8	7449
Specimen_001_N4_N04.fcs		14250
Specimen_001_N4_N04.fcs/cells	99.9	14229
Specimen_001_N4_N04.fcs/cells/mCherry	65.9	9375
Specimen_001_N5_N05.fcs		10716
Specimen_001_N5_N05.fcs/cells	99.8	10699
Specimen_001_N5_N05.fcs/cells/mCherry	65.2	6972
Specimen_001_N6_N06.fcs		14759
Specimen_001_N6_N06.fcs/cells	99.8	14724
Specimen_001_N6_N06.fcs/cells/mCherry	66.9	9852
Specimen_001_N7_N07.fcs		11286
Specimen_001_N7_N07.fcs/cells	99.7	11257
Specimen_001_N7_N07.fcs/cells/mCherry	61.5	6921
Specimen_001_N8_N08.fcs		15618
Specimen_001_N8_N08.fcs/cells	99.9	15595
Specimen_001_N8_N08.fcs/cells/mCherry	61.5	9589
Specimen_001_N9_N09.fcs		12882
Specimen_001_N9_N09.fcs/cells	99.8	12861
Specimen_001_N9_N09.fcs/cells/mCherry	61.2	7869
Specimen_001_N10_N10.fcs		13737
Specimen_001_N10_N10.fcs/cells	99.9	13717
Specimen_001_N10_N10.fcs/cells/mCherry	60.8	8340
Specimen_001_N11_N11.fcs		10716
Specimen_001_N11_N11.fcs/cells	99.8	10693
Specimen_001_N11_N11.fcs/cells/mCherry	60.2	6435
Specimen_001_N12_N12.fcs		14193
Specimen_001_N12_N12.fcs/cells	99.8	14171
Specimen_001_N12_N12.fcs/cells/mCherry	57.4	8133
Specimen_001_N13_N13.fcs		7866
Specimen_001_N13_N13.fcs/cells	99.6	7835
Specimen_001_N13_N13.fcs/cells/mCherry	84.6	6625
Specimen_001_N14_N14.fcs		10887
Specimen_001_N14_N14.fcs/cells	99.8	10866
Specimen_001_N14_N14.fcs/cells/mCherry	80.8	8776
Specimen_001_N15_N15.fcs		6792
Specimen_001_N15_N15.fcs/cells	99.6	6762
Specimen_001_N15_N15.fcs/cells/mCherry	84.6	5720
Specimen_001_N16_N16.fcs		11400
Specimen_001_N16_N16.fcs/cells	99.7	11365
Specimen_001_N16_N16.fcs/cells/mCherry	80.7	9166
Specimen_001_N17_N17.fcs		8208
Specimen_001_N17_N17.fcs/cells	99.5	8169
Specimen_001_N17_N17.fcs/cells/mCherry	88.2	7209
Specimen_001_N18_N18.fcs		10944
Specimen_001_N18_N18.fcs/cells	99.7	10910
Specimen_001_N18_N18.fcs/cells/mCherry	85.2	9292
Specimen_001_N19_N19.fcs		9747
Specimen_001_N19_N19.fcs/cells	99.8	9726
Specimen_001_N19_N19.fcs/cells/mCherry	86.8	8441
Specimen_001_N20_N20.fcs		11400
Specimen_001_N20_N20.fcs/cells	99.6	11357
Specimen_001_N20_N20.fcs/cells/mCherry	83.8	9513
Specimen_001_N21_N21.fcs		7524
Specimen_001_N21_N21.fcs/cells	99.6	7494
Specimen_001_N21_N21.fcs/cells/mCherry	90	6741
Specimen_001_N22_N22.fcs		10431
Specimen_001_N22_N22.fcs/cells	99.5	10384
Specimen_001_N22_N22.fcs/cells/mCherry	89.2	9258
Specimen_001_N23_N23.fcs		10032
Specimen_001_N23_N23.fcs/cells	99.6	9992
Specimen_001_N23_N23.fcs/cells/mCherry	95.2	9509
Specimen_001_N24_N24.fcs		11514
Specimen_001_N24_N24.fcs/cells	99.6	11466
Specimen_001_N24_N24.fcs/cells/mCherry	95.1	10905
Specimen_001_O1_O01.fcs		13965
Specimen_001_O1_O01.fcs/cells	99.7	13930
Specimen_001_O1_O01.fcs/cells/mCherry	96.9	13498
Specimen_001_O2_O02.fcs		13737
Specimen_001_O2_O02.fcs/cells	99.9	13717
Specimen_001_O2_O02.fcs/cells/mCherry	96.5	13232
Specimen_001_O3_O03.fcs		13737
Specimen_001_O3_O03.fcs/cells	99.7	13694
Specimen_001_O3_O03.fcs/cells/mCherry	96.3	13183
Specimen_001_O4_O04.fcs		11547
Specimen_001_O4_O04.fcs/cells	99.8	11525
Specimen_001_O4_O04.fcs/cells/mCherry	96	11060
Specimen_001_O5_O05.fcs		16188
Specimen_001_O5_O05.fcs/cells	99.8	16162
Specimen_001_O5_O05.fcs/cells/mCherry	77.5	12531
Specimen_001_O6_O06.fcs		12988
Specimen_001_O6_O06.fcs/cells	99.8	12965
Specimen_001_O6_O06.fcs/cells/mCherry	71.4	9263
Specimen_001_O7_O07.fcs		18411
Specimen_001_O7_O07.fcs/cells	99.9	18384
Specimen_001_O7_O07.fcs/cells/mCherry	75.3	13836
Specimen_001_O8_O08.fcs		15276
Specimen_001_O8_O08.fcs/cells	99.8	15251
Specimen_001_O8_O08.fcs/cells/mCherry	69.2	10555
Specimen_001_O9_O09.fcs		16017
Specimen_001_O9_O09.fcs/cells	99.9	15994
Specimen_001_O9_O09.fcs/cells/mCherry	71.3	11399
Specimen_001_O10_O10.fcs		12996
Specimen_001_O10_O10.fcs/cells	99.9	12986
Specimen_001_O10_O10.fcs/cells/mCherry	63.7	8276
Specimen_001_O11_O11.fcs		15177
Specimen_001_O11_O11.fcs/cells	99.9	15158
Specimen_001_O11_O11.fcs/cells/mCherry	67.7	10259
Specimen_001_O12_O12.fcs		15846
Specimen_001_O12_O12.fcs/cells	99.9	15824
Specimen_001_O12_O12.fcs/cells/mCherry	46.9	7416
Specimen_001_O13_O13.fcs		15675
Specimen_001_O13_O13.fcs/cells	99.8	15637
Specimen_001_O13_O13.fcs/cells/mCherry	92.8	14518
Specimen_001_O14_O14.fcs		11457
Specimen_001_O14_O14.fcs/cells	99.7	11424
Specimen_001_O14_O14.fcs/cells/mCherry	91.8	10486
Specimen_001_O15_O15.fcs		14592
Specimen_001_O15_O15.fcs/cells	99.8	14568
Specimen_001_O15_O15.fcs/cells/mCherry	82.1	11954
Specimen_001_O16_O16.fcs		11457
Specimen_001_O16_O16.fcs/cells	99.8	11438
Specimen_001_O16_O16.fcs/cells/mCherry	76.9	8796
Specimen_001_O17_O17.fcs		16701
Specimen_001_O17_O17.fcs/cells	99.9	16678
Specimen_001_O17_O17.fcs/cells/mCherry	84	14014
Specimen_001_O18_O18.fcs		13452
Specimen_001_O18_O18.fcs/cells	99.9	13435
Specimen_001_O18_O18.fcs/cells/mCherry	77.2	10377
Specimen_001_O19_O19.fcs		12255
Specimen_001_O19_O19.fcs/cells	99.8	12233
