Name	Statistic	Cells
Specimen_001_O7_O07.fcs/mCherry	8.9	1243
Specimen_001_O8_O08.fcs		14523
Specimen_001_O8_O08.fcs/mCherry	9.69	1407
Specimen_001_O9_O09.fcs		14805
Specimen_001_O9_O09.fcs/mCherry	9.85	1459
Specimen_001_O10_O10.fcs		13630
Specimen_001_O10_O10.fcs/mCherry	10.1	1375
Specimen_001_O11_O11.fcs		15745
Specimen_001_O11_O11.fcs/mCherry	6.49	1022
Specimen_001_O12_O12.fcs		14899
Specimen_001_O12_O12.fcs/mCherry	6.76	1007
Specimen_001_O13_O13.fcs		16121
Specimen_001_O13_O13.fcs/mCherry	7.31	1178
Specimen_001_O14_O14.fcs		14100
Specimen_001_O14_O14.fcs/mCherry	7.49	1056
Specimen_001_O15_O15.fcs		15228
Specimen_001_O15_O15.fcs/mCherry	13.4	2041
Specimen_001_O16_O16.fcs		13489
Specimen_001_O16_O16.fcs/mCherry	8.49	1145
Specimen_001_O17_O17.fcs		14993
Specimen_001_O17_O17.fcs/mCherry	8.24	1235
Specimen_001_O18_O18.fcs		13442
Specimen_001_O18_O18.fcs/mCherry	10.6	1431
Specimen_001_O19_O19.fcs		15604
Specimen_001_O19_O19.fcs/mCherry	9.4	1467
Specimen_001_O20_O20.fcs		14899
Specimen_001_O20_O20.fcs/mCherry	12.2	1816
Specimen_001_O21_O21.fcs		2214
Specimen_001_O21_O21.fcs/mCherry	99.3	2199
Specimen_001_O22_O22.fcs		1439
Specimen_001_O22_O22.fcs/mCherry	99.7	1435
Specimen_001_P3_P03.fcs		19458
Specimen_001_P3_P03.fcs/mCherry	97.7	19005
Specimen_001_P4_P04.fcs		14006
Specimen_001_P4_P04.fcs/mCherry	97.1	13606
Specimen_001_P5_P05.fcs		16920
Specimen_001_P5_P05.fcs/mCherry	90.3	15272
Specimen_001_P6_P06.fcs		16262
Specimen_001_P6_P06.fcs/mCherry	89.5	14562
Specimen_001_P7_P07.fcs		15134
Specimen_001_P7_P07.fcs/mCherry	83.1	12581
Specimen_001_P8_P08.fcs		9729
Specimen_001_P8_P08.fcs/mCherry	84.3	8206
Specimen_001_P9_P09.fcs		15087
Specimen_001_P9_P09.fcs/mCherry	90.1	13598
Specimen_001_P10_P10.fcs		6283
Specimen_001_P10_P10.fcs/mCherry	88.7	5573
Specimen_001_P11_P11.fcs		16497
Specimen_001_P11_P11.fcs/mCherry	82.4	13593
Specimen_001_P12_P12.fcs		9400
Specimen_001_P12_P12.fcs/mCherry	82.4	7741
Specimen_001_P13_P13.fcs		16591
Specimen_001_P13_P13.fcs/mCherry	83.2	13812
Specimen_001_P14_P14.fcs		8225
Specimen_001_P14_P14.fcs/mCherry	83.2	6847
Specimen_001_P15_P15.fcs		16074
Specimen_001_P15_P15.fcs/mCherry	89.8	14429
Specimen_001_P16_P16.fcs		14241
Specimen_001_P16_P16.fcs/mCherry	89	12671
Specimen_001_P17_P17.fcs		16450
Specimen_001_P17_P17.fcs/mCherry	84.5	13902
Specimen_001_P18_P18.fcs		13348
Specimen_001_P18_P18.fcs/mCherry	83.6	11163
Specimen_001_P19_P19.fcs		17343
Specimen_001_P19_P19.fcs/mCherry	90.1	15626
Specimen_001_P20_P20.fcs		12737
Specimen_001_P20_P20.fcs/mCherry	89.8	11440
Specimen_001_P21_P21.fcs		19035
Specimen_001_P21_P21.fcs/mCherry	97.7	18604
Specimen_001_P22_P22.fcs		19035
Specimen_001_P22_P22.fcs/mCherry	97.6	18574
