Name	Statistic	Cells
Specimen_001_E6_E06.fcs		15463
Specimen_001_E6_E06.fcs/mCherry	10.2	1572
Specimen_001_E7_E07.fcs		16121
Specimen_001_E7_E07.fcs/mCherry	10.5	1691
Specimen_001_E8_E08.fcs		15933
Specimen_001_E8_E08.fcs/mCherry	12.9	2051
Specimen_001_E9_E09.fcs		16779
Specimen_001_E9_E09.fcs/mCherry	18.2	3056
Specimen_001_E10_E10.fcs		16168
Specimen_001_E10_E10.fcs/mCherry	18.9	3054
Specimen_001_E11_E11.fcs		17437
Specimen_001_E11_E11.fcs/mCherry	12.4	2158
Specimen_001_E12_E12.fcs		17343
Specimen_001_E12_E12.fcs/mCherry	12.7	2210
Specimen_001_E13_E13.fcs		18753
Specimen_001_E13_E13.fcs/mCherry	14.2	2671
Specimen_001_E14_E14.fcs		17249
Specimen_001_E14_E14.fcs/mCherry	13.5	2327
Specimen_001_E15_E15.fcs		17155
Specimen_001_E15_E15.fcs/mCherry	15.5	2664
Specimen_001_E16_E16.fcs		16262
Specimen_001_E16_E16.fcs/mCherry	18.6	3031
Specimen_001_E17_E17.fcs		17954
Specimen_001_E17_E17.fcs/mCherry	12.3	2201
Specimen_001_E18_E18.fcs		15980
Specimen_001_E18_E18.fcs/mCherry	12.4	1974
Specimen_001_E19_E19.fcs		16685
Specimen_001_E19_E19.fcs/mCherry	9.21	1536
Specimen_001_E20_E20.fcs		15275
Specimen_001_E20_E20.fcs/mCherry	10.9	1669
Specimen_001_E21_E21.fcs		21855
Specimen_001_E21_E21.fcs/mCherry	17.6	3846
Specimen_001_E22_E22.fcs		16497
Specimen_001_E22_E22.fcs/mCherry	14.2	2336
Specimen_001_F3_F03.fcs		13066
Specimen_001_F3_F03.fcs/mCherry	83.6	10920
Specimen_001_F4_F04.fcs		12455
Specimen_001_F4_F04.fcs/mCherry	83.8	10432
Specimen_001_F5_F05.fcs		12878
Specimen_001_F5_F05.fcs/mCherry	82	10565
Specimen_001_F6_F06.fcs		12643
Specimen_001_F6_F06.fcs/mCherry	81.9	10349
Specimen_001_F7_F07.fcs		12549
Specimen_001_F7_F07.fcs/mCherry	81.5	10223
Specimen_001_F8_F08.fcs		8836
Specimen_001_F8_F08.fcs/mCherry	80.7	7129
Specimen_001_F9_F09.fcs		15557
Specimen_001_F9_F09.fcs/mCherry	93.6	14554
Specimen_001_F10_F10.fcs		6801
Specimen_001_F10_F10.fcs/mCherry	90.6	6160
Specimen_001_F11_F11.fcs		13677
Specimen_001_F11_F11.fcs/mCherry	90.5	12377
Specimen_001_F12_F12.fcs		14664
Specimen_001_F12_F12.fcs/mCherry	90.2	13225
Specimen_001_F13_F13.fcs		12784
Specimen_001_F13_F13.fcs/mCherry	90.4	11558
Specimen_001_F14_F14.fcs		15557
Specimen_001_F14_F14.fcs/mCherry	90.2	14037
Specimen_001_F15_F15.fcs		14993
Specimen_001_F15_F15.fcs/mCherry	93.4	14003
Specimen_001_F16_F16.fcs		4148
Specimen_001_F16_F16.fcs/mCherry	89.8	3725
Specimen_001_F17_F17.fcs		15228
Specimen_001_F17_F17.fcs/mCherry	82.8	12604
Specimen_001_F18_F18.fcs		13489
Specimen_001_F18_F18.fcs/mCherry	82.4	11118
Specimen_001_F19_F19.fcs		13630
Specimen_001_F19_F19.fcs/mCherry	83.7	11409
Specimen_001_F20_F20.fcs		10105
Specimen_001_F20_F20.fcs/mCherry	83.6	8452
Specimen_001_F21_F21.fcs		14899
Specimen_001_F21_F21.fcs/mCherry	84.8	12637
Specimen_001_F22_F22.fcs		9635
Specimen_001_F22_F22.fcs/mCherry	85.6	8249
Specimen_001_G3_G03.fcs		12643
Specimen_001_G3_G03.fcs/mCherry	35.1	4441
Specimen_001_G4_G04.fcs		11562
Specimen_001_G4_G04.fcs/mCherry	38.3	4434
Specimen_001_G5_G05.fcs		17108
Specimen_001_G5_G05.fcs/mCherry	11.2	1910
Specimen_001_G6_G06.fcs		16262
Specimen_001_G6_G06.fcs/mCherry	11.5	1868
Specimen_001_G7_G07.fcs		16027
Specimen_001_G7_G07.fcs/mCherry	23.4	3753
Specimen_001_G8_G08.fcs		13724
Specimen_001_G8_G08.fcs/mCherry	22.1	3033
Specimen_001_G9_G09.fcs		9917
Specimen_001_G9_G09.fcs/mCherry	47.1	4673
Specimen_001_G10_G10.fcs		9118
Specimen_001_G10_G10.fcs/mCherry	47.8	4362
Specimen_001_G11_G11.fcs		13771
Specimen_001_G11_G11.fcs/mCherry	27.9	3840
Specimen_001_G12_G12.fcs		14006
Specimen_001_G12_G12.fcs/mCherry	27.1	3795
Specimen_001_G13_G13.fcs		16638
Specimen_001_G13_G13.fcs/mCherry	30.4	5064
Specimen_001_G14_G14.fcs		12972
Specimen_001_G14_G14.fcs/mCherry	24.7	3210
Specimen_001_G15_G15.fcs		8836
Specimen_001_G15_G15.fcs/mCherry	39.4	3481
Specimen_001_G16_G16.fcs		6570
Specimen_001_G16_G16.fcs/mCherry	39.5	2594
Specimen_001_G17_G17.fcs		16732
Specimen_001_G17_G17.fcs/mCherry	25.3	4238
Specimen_001_G18_G18.fcs		14147
Specimen_001_G18_G18.fcs/mCherry	21.3	3019
Specimen_001_G19_G19.fcs		16356
Specimen_001_G19_G19.fcs/mCherry	11.1	1815
Specimen_001_G20_G20.fcs		16591
Specimen_001_G20_G20.fcs/mCherry	13.1	2178
Specimen_001_G21_G21.fcs		12032
Specimen_001_G21_G21.fcs/mCherry	35.3	4248
Specimen_001_G22_G22.fcs		13912
Specimen_001_G22_G22.fcs/mCherry	32.3	4487
Specimen_001_H3_H03.fcs		14617
Specimen_001_H3_H03.fcs/mCherry	88.6	12945
Specimen_001_H4_H04.fcs		5542
Specimen_001_H4_H04.fcs/mCherry	84.9	4707
Specimen_001_H5_H05.fcs		12737
Specimen_001_H5_H05.fcs/mCherry	79.2	10092
Specimen_001_H6_H06.fcs		6529
Specimen_001_H6_H06.fcs/mCherry	80.8	5275
Specimen_001_H7_H07.fcs		13019
Specimen_001_H7_H07.fcs/mCherry	87.8	11426
Specimen_001_H8_H08.fcs		5494
Specimen_001_H8_H08.fcs/mCherry	87.2	4792
Specimen_001_H9_H09.fcs		13865
Specimen_001_H9_H09.fcs/mCherry	88.3	12237
Specimen_001_H10_H10.fcs		9024
Specimen_001_H10_H10.fcs/mCherry	86	7759
Specimen_001_H11_H11.fcs		14617
Specimen_001_H11_H11.fcs/mCherry	84.1	12286
Specimen_001_H12_H12.fcs		14946
Specimen_001_H12_H12.fcs/mCherry	83.7	12509
Specimen_001_H13_H13.fcs		13583
Specimen_001_H13_H13.fcs/mCherry	84.8	11525
Specimen_001_H14_H14.fcs		8554
Specimen_001_H14_H14.fcs/mCherry	84.7	7248
Specimen_001_H15_H15.fcs		14100
Specimen_001_H15_H15.fcs/mCherry	87.8	12381
Specimen_001_H16_H16.fcs		7846
Specimen_001_H16_H16.fcs/mCherry	87.2	6844
Specimen_001_H17_H17.fcs		15604
Specimen_001_H17_H17.fcs/mCherry	88.5	13804
Specimen_001_H18_H18.fcs		10199
Specimen_001_H18_H18.fcs/mCherry	88.5	9031
Specimen_001_H19_H19.fcs		15134
Specimen_001_H19_H19.fcs/mCherry	84.5	12791
Specimen_001_H20_H20.fcs		9776
Specimen_001_H20_H20.fcs/mCherry	85.4	8351
Specimen_001_H21_H21.fcs		17296
Specimen_001_H21_H21.fcs/mCherry	88.4	15284
Specimen_001_H22_H22.fcs		17155
Specimen_001_H22_H22.fcs/mCherry	87	14931
Specimen_001_I3_I03.fcs		6280
Specimen_001_I3_I03.fcs/mCherry	52.2	3280
Specimen_001_I4_I04.fcs		6999
Specimen_001_I4_I04.fcs/mCherry	57.8	4046
Specimen_001_I5_I05.fcs		17343
Specimen_001_I5_I05.fcs/mCherry	18.3	3167
Specimen_001_I6_I06.fcs		16403
Specimen_001_I6_I06.fcs/mCherry	16	2631
Specimen_001_I7_I07.fcs		17061
Specimen_001_I7_I07.fcs/mCherry	29.1	4972
Specimen_001_I8_I08.fcs		14946
Specimen_001_I8_I08.fcs/mCherry	23.9	3574
Specimen_001_I9_I09.fcs		15886
Specimen_001_I9_I09.fcs/mCherry	27.1	4301
Specimen_001_I10_I10.fcs		14523
Specimen_001_I10_I10.fcs/mCherry	27.3	3969
Specimen_001_I11_I11.fcs		17014
Specimen_001_I11_I11.fcs/mCherry	13.6	2307
Specimen_001_I12_I12.fcs		15980
Specimen_001_I12_I12.fcs/mCherry	14.2	2271
Specimen_001_I13_I13.fcs		16215
Specimen_001_I13_I13.fcs/mCherry	13.6	2199
Specimen_001_I14_I14.fcs		17014
Specimen_001_I14_I14.fcs/mCherry	13	2216
Specimen_001_I15_I15.fcs		14100
Specimen_001_I15_I15.fcs/mCherry	21.4	3015
Specimen_001_I16_I16.fcs		13113
Specimen_001_I16_I16.fcs/mCherry	21.9	2874
Specimen_001_I17_I17.fcs		16121
Specimen_001_I17_I17.fcs/mCherry	25	4026
Specimen_001_I18_I18.fcs		15275
Specimen_001_I18_I18.fcs/mCherry	21.7	3322
Specimen_001_I19_I19.fcs		16638
Specimen_001_I19_I19.fcs/mCherry	15.6	2603
Specimen_001_I20_I20.fcs		16732
Specimen_001_I20_I20.fcs/mCherry	18.4	3075
Specimen_001_I21_I21.fcs		8883
Specimen_001_I21_I21.fcs/mCherry	58.5	5196
Specimen_001_I22_I22.fcs		5020
Specimen_001_I22_I22.fcs/mCherry	60.6	3044
Specimen_001_J3_J03.fcs		15839
Specimen_001_J3_J03.fcs/mCherry	95.8	15170
Specimen_001_J4_J04.fcs		7003
Specimen_001_J4_J04.fcs/mCherry	96	6722
Specimen_001_J5_J05.fcs		14288
Specimen_001_J5_J05.fcs/mCherry	84	12008
Specimen_001_J6_J06.fcs		12549
Specimen_001_J6_J06.fcs/mCherry	84.8	10639
Specimen_001_J7_J07.fcs		13818
Specimen_001_J7_J07.fcs/mCherry	82.4	11381
Specimen_001_J8_J08.fcs		13019
Specimen_001_J8_J08.fcs/mCherry	83.9	10918
Specimen_001_J9_J09.fcs		14617
Specimen_001_J9_J09.fcs/mCherry	87.7	12826
Specimen_001_J10_J10.fcs		11374
Specimen_001_J10_J10.fcs/mCherry	87.2	9916
Specimen_001_J11_J11.fcs		14805
Specimen_001_J11_J11.fcs/mCherry	88.8	13151
Specimen_001_J12_J12.fcs		16074
Specimen_001_J12_J12.fcs/mCherry	88.3	14188
Specimen_001_J13_J13.fcs		14476
Specimen_001_J13_J13.fcs/mCherry	88.5	12809
Specimen_001_J14_J14.fcs		13066
Specimen_001_J14_J14.fcs/mCherry	88.7	11587
Specimen_001_J15_J15.fcs		14946
Specimen_001_J15_J15.fcs/mCherry	88.8	13265
Specimen_001_J16_J16.fcs		8319
Specimen_001_J16_J16.fcs/mCherry	87.9	7315
Specimen_001_J17_J17.fcs		13677
Specimen_001_J17_J17.fcs/mCherry	83.5	11416
Specimen_001_J18_J18.fcs		6766
Specimen_001_J18_J18.fcs/mCherry	83.8	5669
Specimen_001_J19_J19.fcs		15416
Specimen_001_J19_J19.fcs/mCherry	85.7	13214
Specimen_001_J20_J20.fcs		9212
Specimen_001_J20_J20.fcs/mCherry	85.6	7888
Specimen_001_J21_J21.fcs		16262
Specimen_001_J21_J21.fcs/mCherry	95.8	15586
Specimen_001_J22_J22.fcs		11891
Specimen_001_J22_J22.fcs/mCherry	96.3	11456
Specimen_001_K3_K03.fcs		14194
Specimen_001_K3_K03.fcs/mCherry	27.3	3874
Specimen_001_K4_K04.fcs		12690
Specimen_001_K4_K04.fcs/mCherry	20.5	2605
Specimen_001_K5_K05.fcs		17061
Specimen_001_K5_K05.fcs/mCherry	15.2	2593
Specimen_001_K6_K06.fcs		15322
Specimen_001_K6_K06.fcs/mCherry	11.9	1816
Specimen_001_K7_K07.fcs		14758
Specimen_001_K7_K07.fcs/mCherry	19.8	2919
Specimen_001_K8_K08.fcs		13254
Specimen_001_K8_K08.fcs/mCherry	15.3	2032
Specimen_001_K9_K09.fcs		14570
Specimen_001_K9_K09.fcs/mCherry	14.7	2146
Specimen_001_K10_K10.fcs		14100
Specimen_001_K10_K10.fcs/mCherry	13.9	1961
Specimen_001_K11_K11.fcs		15275
Specimen_001_K11_K11.fcs/mCherry	16.2	2482
Specimen_001_K12_K12.fcs		15040
Specimen_001_K12_K12.fcs/mCherry	14.5	2179
Specimen_001_K13_K13.fcs		15322
Specimen_001_K13_K13.fcs/mCherry	15.9	2437
Specimen_001_K14_K14.fcs		14711
Specimen_001_K14_K14.fcs/mCherry	12.7	1865
Specimen_001_K15_K15.fcs		14946
Specimen_001_K15_K15.fcs/mCherry	10.5	1566
Specimen_001_K16_K16.fcs		13818
Specimen_001_K16_K16.fcs/mCherry	12.8	1767
Specimen_001_K17_K17.fcs		13865
Specimen_001_K17_K17.fcs/mCherry	18.2	2529
Specimen_001_K18_K18.fcs		14711
Specimen_001_K18_K18.fcs/mCherry	17.8	2618
Specimen_001_K19_K19.fcs		16215
Specimen_001_K19_K19.fcs/mCherry	13.9	2255
Specimen_001_K20_K20.fcs		15557
Specimen_001_K20_K20.fcs/mCherry	13.4	2084
Specimen_001_K21_K21.fcs		9729
Specimen_001_K21_K21.fcs/mCherry	12.1	1180
Specimen_001_K22_K22.fcs		11092
Specimen_001_K22_K22.fcs/mCherry	20.2	2238
Specimen_001_L3_L03.fcs		15416
Specimen_001_L3_L03.fcs/mCherry	93.5	14417
Specimen_001_L4_L04.fcs		4368
Specimen_001_L4_L04.fcs/mCherry	89.1	3894
Specimen_001_L5_L05.fcs		14053
Specimen_001_L5_L05.fcs/mCherry	83	11664
Specimen_001_L6_L06.fcs		4405
Specimen_001_L6_L06.fcs/mCherry	83.1	3661
Specimen_001_L7_L07.fcs		14241
Specimen_001_L7_L07.fcs/mCherry	90	12813
Specimen_001_L8_L08.fcs		13066
Specimen_001_L8_L08.fcs/mCherry	88.2	11525
Specimen_001_L9_L09.fcs		13019
Specimen_001_L9_L09.fcs/mCherry	86	11198
Specimen_001_L10_L10.fcs		6101
Specimen_001_L10_L10.fcs/mCherry	83.4	5087
Specimen_001_L11_L11.fcs		13113
Specimen_001_L11_L11.fcs/mCherry	84.7	11106
Specimen_001_L12_L12.fcs		4187
Specimen_001_L12_L12.fcs/mCherry	83.7	3506
Specimen_001_L13_L13.fcs		12408
Specimen_001_L13_L13.fcs/mCherry	83.2	10327
Specimen_001_L14_L14.fcs		12267
Specimen_001_L14_L14.fcs/mCherry	83.8	10278
Specimen_001_L15_L15.fcs		12690
Specimen_001_L15_L15.fcs/mCherry	83.2	10553
Specimen_001_L16_L16.fcs		7614
Specimen_001_L16_L16.fcs/mCherry	81.5	6203
Specimen_001_L17_L17.fcs		14758
Specimen_001_L17_L17.fcs/mCherry	91.1	13448
Specimen_001_L18_L18.fcs		6285
Specimen_001_L18_L18.fcs/mCherry	86.5	5437
Specimen_001_L19_L19.fcs		14852
Specimen_001_L19_L19.fcs/mCherry	84.3	12526
Specimen_001_L20_L20.fcs		5023
Specimen_001_L20_L20.fcs/mCherry	83.3	4186
Specimen_001_L21_L21.fcs		15181
Specimen_001_L21_L21.fcs/mCherry	92.6	14061
Specimen_001_L22_L22.fcs		14100
Specimen_001_L22_L22.fcs/mCherry	91.3	12872
Specimen_001_M3_M03.fcs		16403
Specimen_001_M3_M03.fcs/mCherry	22.7	3729
Specimen_001_M4_M04.fcs		12643
Specimen_001_M4_M04.fcs/mCherry	12.6	1593
Specimen_001_M5_M05.fcs		18518
Specimen_001_M5_M05.fcs/mCherry	14.3	2655
Specimen_001_M6_M06.fcs		15745
Specimen_001_M6_M06.fcs/mCherry	9.15	1440
Specimen_001_M7_M07.fcs		15228
Specimen_001_M7_M07.fcs/mCherry	10.1	1537
Specimen_001_M8_M08.fcs		14523
Specimen_001_M8_M08.fcs/mCherry	10.9	1585
Specimen_001_M9_M09.fcs		13959
Specimen_001_M9_M09.fcs/mCherry	16.2	2264
Specimen_001_M10_M10.fcs		13113
Specimen_001_M10_M10.fcs/mCherry	11.2	1465
Specimen_001_M11_M11.fcs		15651
Specimen_001_M11_M11.fcs/mCherry	12.7	1995
Specimen_001_M12_M12.fcs		14711
Specimen_001_M12_M12.fcs/mCherry	11	1625
Specimen_001_M13_M13.fcs		15510
Specimen_001_M13_M13.fcs/mCherry	11.6	1797
Specimen_001_M14_M14.fcs		14993
Specimen_001_M14_M14.fcs/mCherry	11.5	1726
Specimen_001_M15_M15.fcs		13630
Specimen_001_M15_M15.fcs/mCherry	13.3	1806
Specimen_001_M16_M16.fcs		14288
Specimen_001_M16_M16.fcs/mCherry	18.2	2602
Specimen_001_M17_M17.fcs		15275
Specimen_001_M17_M17.fcs/mCherry	8.69	1327
Specimen_001_M18_M18.fcs		15181
Specimen_001_M18_M18.fcs/mCherry	10.7	1620
Specimen_001_M19_M19.fcs		17672
Specimen_001_M19_M19.fcs/mCherry	10.7	1891
Specimen_001_M20_M20.fcs		14476
Specimen_001_M20_M20.fcs/mCherry	10.1	1465
Specimen_001_M21_M21.fcs		14194
Specimen_001_M21_M21.fcs/mCherry	15.7	2234
Specimen_001_M22_M22.fcs		13019
Specimen_001_M22_M22.fcs/mCherry	18.6	2428
Specimen_001_N3_N03.fcs		16638
Specimen_001_N3_N03.fcs/mCherry	88.7	14761
Specimen_001_N4_N04.fcs		6145
Specimen_001_N4_N04.fcs/mCherry	85.6	5259
Specimen_001_N5_N05.fcs		14946
Specimen_001_N5_N05.fcs/mCherry	88.5	13229
Specimen_001_N6_N06.fcs		6413
Specimen_001_N6_N06.fcs/mCherry	87.5	5610
Specimen_001_N7_N07.fcs		12972
Specimen_001_N7_N07.fcs/mCherry	82	10638
Specimen_001_N8_N08.fcs		13113
Specimen_001_N8_N08.fcs/mCherry	83.1	10895
Specimen_001_N9_N09.fcs		13348
Specimen_001_N9_N09.fcs/mCherry	87.2	11638
Specimen_001_N10_N10.fcs		5607
Specimen_001_N10_N10.fcs/mCherry	86.1	4827
Specimen_001_N11_N11.fcs		12596
Specimen_001_N11_N11.fcs/mCherry	82.2	10355
Specimen_001_N12_N12.fcs		13771
Specimen_001_N12_N12.fcs/mCherry	82.6	11376
Specimen_001_N13_N13.fcs		14053
Specimen_001_N13_N13.fcs/mCherry	81.9	11516
Specimen_001_N14_N14.fcs		5491
Specimen_001_N14_N14.fcs/mCherry	83.2	4568
Specimen_001_N15_N15.fcs		12408
Specimen_001_N15_N15.fcs/mCherry	87.7	10877
Specimen_001_N16_N16.fcs		6075
Specimen_001_N16_N16.fcs/mCherry	86.3	5241
Specimen_001_N17_N17.fcs		13583
Specimen_001_N17_N17.fcs/mCherry	83.7	11365
Specimen_001_N18_N18.fcs		6905
Specimen_001_N18_N18.fcs/mCherry	80.1	5532
Specimen_001_N19_N19.fcs		15040
Specimen_001_N19_N19.fcs/mCherry	89.2	13412
Specimen_001_N20_N20.fcs		5754
Specimen_001_N20_N20.fcs/mCherry	86.9	5003
Specimen_001_N21_N21.fcs		16309
Specimen_001_N21_N21.fcs/mCherry	89.1	14538
Specimen_001_N22_N22.fcs		10152
Specimen_001_N22_N22.fcs/mCherry	86.2	8748
Specimen_001_O3_O03.fcs		1694
Specimen_001_O3_O03.fcs/mCherry	99.6	1687
Specimen_001_O4_O04.fcs		966
Specimen_001_O4_O04.fcs/mCherry	99.7	963
Specimen_001_O5_O05.fcs		17813
Specimen_001_O5_O05.fcs/mCherry	13.2	2348
Specimen_001_O6_O06.fcs		15416
Specimen_001_O6_O06.fcs/mCherry	11.4	1764
Specimen_001_O7_O07.fcs		13959
