well_id	well_id_96	well_id_96_no0	plate_id	F1_AP	F1_F1	F1_ID	F1	BLOCK_ID	PAR_ID	IS_ANC	AP1_ID	SEX	strain_id	parent
N01	G01	G1	plate3	F12	F01	D05_F01	1	1			D05_A1.1_C12_1	ASEX	D05_F01	D05
N03	G02	G2	plate3	F12	F02	D05_F02	1	1			D05_A1.1_C12_1	ASEX	D05_F02	D05
N05	G03	G3	plate3	F12	F03	D05_F03	1	1			D05_A1.1_C12_1	ASEX	D05_F03	D05
N07	G04	G4	plate3	F12	F04	D05_F04	1	1			D05_A1.1_C12_1	ASEX	D05_F04	D05
N09	G05	G5	plate3	F12	F05	D05_F05	1	1			D05_A1.1_C12_1	ASEX	D05_F05	D05
N11	G06	G6	plate3	F12	F06	D05_F06	1	1			D05_A1.1_C12_1	ASEX	D05_F06	D05
N13	G07	G7	plate3	F12	F07	D05_F07	1	1			D05_A1.1_C12_1	ASEX	D05_F07	D05
N15	G08	G8	plate3	F12	F08	D05_F08	1	1			D05_A1.1_C12_1	ASEX	D05_F08	D05
N17	G09	G9	plate3			E04_	0	1	A09		E04_A3_G01_1	SEX	E04	E04
N19	G10	G10	plate3			G04_	0	1	A10		G04_A3_H09_1	SEX	G04	G04
N21	G11	G11	plate3			H04_	0	1	E10		H04_A3_A02_1	SEX	H04	H04
N23	G12	G12	plate3			NA_	0	1	MJM36_D5	1	NA	NA	NA	NA
P01	H01	H1	plate3	A08	F01	C04_F01	1	1			C04_A3_H02_1	SEX	C04_F01	C04
P03	H02	H2	plate3	A08	F02	C04_F02	1	1			C04_A3_H02_1	SEX	C04_F02	C04
P05	H03	H3	plate3	A08	F03	C04_F03	1	1			C04_A3_H02_1	SEX	C04_F03	C04
P07	H04	H4	plate3	A08	F04	C04_F04	1	1			C04_A3_H02_1	SEX	C04_F04	C04
P09	H05	H5	plate3	A08	F05	C04_F05	1	1			C04_A3_H02_1	SEX	C04_F05	C04
P11	H06	H6	plate3	A08	F06	C04_F06	1	1			C04_A3_H02_1	SEX	C04_F06	C04
P13	H07	H7	plate3	A08	F07	C04_F07	1	1			C04_A3_H02_1	SEX	C04_F07	C04
P15	H08	H8	plate3	A08	F08	C04_F08	1	1			C04_A3_H02_1	SEX	C04_F08	C04
P17	H09	H9	plate3			NA_	0	1	MJM36_H3	1	NA	NA	NA	NA
P19	H10	H10	plate3			NA_	0	1	BCAL-B2	1	NA	NA	NA	NA
P21	H11	H11	plate3			NA_	0	1	BCAL-C2	1	NA	NA	NA	NA
P23	H12	H12	plate3			NA_	0	1	BLANK		NA	NA	NA	NA
B02	A01	A1	plate4	A10	G01	G04_G01	1	1			G04_A3_H09_1	SEX	G04_G01	G04
B04	A02	A2	plate4	A10	G02	G04_G02	1	1			G04_A3_H09_1	SEX	G04_G02	G04
B06	A03	A3	plate4	A10	G03	G04_G03	1	1			G04_A3_H09_1	SEX	G04_G03	G04
B08	A04	A4	plate4	A10	G04	G04_G04	1	1			G04_A3_H09_1	SEX	G04_G04	G04
B10	A05	A5	plate4	A10	G05	G04_G05	1	1			G04_A3_H09_1	SEX	G04_G05	G04
B12	A06	A6	plate4	A10	G06	G04_G06	1	1			G04_A3_H09_1	SEX	G04_G06	G04
B14	A07	A7	plate4	A10	G07	G04_G07	1	1			G04_A3_H09_1	SEX	G04_G07	G04
B16	A08	A8	plate4	A10	G08	G04_G08	1	1			G04_A3_H09_1	SEX	G04_G08	G04
B18	A09	A9	plate4			C02_	0	1	B01		C02_A3_A03_1	SEX	C02	C02
B20	A10	A10	plate4			A03_	0	1	A03		A03_A1.1_A12_1	ASEX	A03	A03
B22	A11	A11	plate4			E03_	0	1	A05		E03_A3_H03_1	SEX	E03	E03
B24	A12	A12	plate4			A04_	0	1	A07		A04_A3_G12_1	SEX	A04	A04
D02	B01	B1	plate4	F12	G01	D05_G01	1	1			D05_A1.1_C12_1	ASEX	D05_G01	D05
D04	B02	B2	plate4	F12	G02	D05_G02	1	1			D05_A1.1_C12_1	ASEX	D05_G02	D05
D06	B03	B3	plate4	F12	G03	D05_G03	1	1			D05_A1.1_C12_1	ASEX	D05_G03	D05
D08	B04	B4	plate4	F12	G04	D05_G04	1	1			D05_A1.1_C12_1	ASEX	D05_G04	D05
D10	B05	B5	plate4	F12	G05	D05_G05	1	1			D05_A1.1_C12_1	ASEX	D05_G05	D05
D12	B06	B6	plate4	F12	G06	D05_G06	1	1			D05_A1.1_C12_1	ASEX	D05_G06	D05
D14	B07	B7	plate4	F12	G07	D05_G07	1	1			D05_A1.1_C12_1	ASEX	D05_G07	D05
D16	B08	B8	plate4	F12	G08	D05_G08	1	1			D05_A1.1_C12_1	ASEX	D05_G08	D05
D18	B09	B9	plate4			D02_	0	1	F01		D02_A1.1_A05_1	ASEX	D02	D02
D20	B10	B10	plate4			C03_	0	1	A04		C03_A3_H11_1	SEX	C03	C03
D22	B11	B11	plate4			D05_	0	1	F12		D05_A1.1_C12_1	ASEX	D05	D05
D24	B12	B12	plate4			B04_	0	1	E07		B04_A1.1_A02_1	ASEX	B04	B04
F02	C01	C1	plate4	A08	G01	C04_G01	1	1			C04_A3_H02_1	SEX	C04_G01	C04
F04	C02	C2	plate4	A08	G02	C04_G02	1	1			C04_A3_H02_1	SEX	C04_G02	C04
F06	C03	C3	plate4	A08	G03	C04_G03	1	1			C04_A3_H02_1	SEX	C04_G03	C04
F08	C04	C4	plate4	A08	G04	C04_G04	1	1			C04_A3_H02_1	SEX	C04_G04	C04
F10	C05	C5	plate4	A08	G05	C04_G05	1	1			C04_A3_H02_1	SEX	C04_G05	C04
F12	C06	C6	plate4	A08	G06	C04_G06	1	1			C04_A3_H02_1	SEX	C04_G06	C04
F14	C07	C7	plate4	A08	G07	C04_G07	1	1			C04_A3_H02_1	SEX	C04_G07	C04
F16	C08	C8	plate4	A08	G08	C04_G08	1	1			C04_A3_H02_1	SEX	C04_G08	C04
F18	C09	C9	plate4			F02_	0	1	A02		F02_A1.1_A11_1	ASEX	F02	F02
F20	C10	C10	plate4			D03_	0	1	E04		D03_A3_B12_1	SEX	D03	D03
F22	C11	C11	plate4			A06_	0	1	C06		A06_A3_H07_1	SEX	A06	A06
F24	C12	C12	plate4			C04_	0	1	A08		C04_A3_H02_1	SEX	C04	C04
H02	D01	D1	plate4	E08	G01	D04_G01	1	1			D04_A1.1_H06_1	ASEX	D04_G01	D04
H04	D02	D2	plate4	E08	G02	D04_G02	1	1			D04_A1.1_H06_1	ASEX	D04_G02	D04
H06	D03	D3	plate4	E08	G03	D04_G03	1	1			D04_A1.1_H06_1	ASEX	D04_G03	D04
H08	D04	D4	plate4	E08	G04	D04_G04	1	1			D04_A1.1_H06_1	ASEX	D04_G04	D04
H10	D05	D5	plate4	E08	G05	D04_G05	1	1			D04_A1.1_H06_1	ASEX	D04_G05	D04
H12	D06	D6	plate4	E08	G06	D04_G06	1	1			D04_A1.1_H06_1	ASEX	D04_G06	D04
H14	D07	D7	plate4	E08	G07	D04_G07	1	1			D04_A1.1_H06_1	ASEX	D04_G07	D04
H16	D08	D8	plate4	E08	G08	D04_G08	1	1			D04_A1.1_H06_1	ASEX	D04_G08	D04
H18	D09	D9	plate4			G02_	0	1	E02		G02_A1.1_H02_1	ASEX	G02	G02
H20	D10	D10	plate4			H05_	0	1	G04		H05_A1.1_D12_1	ASEX	H05	H05
H22	D11	D11	plate4			G03_	0	1	E06		G03_A1.1_B12_1	ASEX	G03	G03
H24	D12	D12	plate4			D06_	0	1	C08		D06_A1.1_H11_1	ASEX	D06	D06
J02	E01	E1	plate4	A10	H01	G04_H01	1	1			G04_A3_H09_1	SEX	G04_H01	G04
J04	E02	E2	plate4	A10	H02	G04_H02	1	1			G04_A3_H09_1	SEX	G04_H02	G04
J06	E03	E3	plate4	A10	H03	G04_H03	1	1			G04_A3_H09_1	SEX	G04_H03	G04
J08	E04	E4	plate4	A10	H04	G04_H04	1	1			G04_A3_H09_1	SEX	G04_H04	G04
J10	E05	E5	plate4	A10	H05	G04_H05	1	1			G04_A3_H09_1	SEX	G04_H05	G04
J12	E06	E6	plate4	A10	H06	G04_H06	1	1			G04_A3_H09_1	SEX	G04_H06	G04
J14	E07	E7	plate4	A10	H07	G04_H07	1	1			G04_A3_H09_1	SEX	G04_H07	G04
J16	E08	E8	plate4	A10	H08	G04_H08	1	1			G04_A3_H09_1	SEX	G04_H08	G04
J18	E09	E9	plate4			NA_	0	1	MJM36_G3	1	NA	NA	NA	NA
J20	E10	E10	plate4			NA_	0	1	BCAL-B1	1	NA	NA	NA	NA
J22	E11	E11	plate4			NA_	0	1	BCAL-C1	1	NA	NA	NA	NA
J24	E12	E12	plate4			NA_	0	1	MJM36_C5	1	NA	NA	NA	NA
L02	F01	F1	plate4	F12	H01	D05_H01	1	1			D05_A1.1_C12_1	ASEX	D05_H01	D05
L04	F02	F2	plate4	F12	H02	D05_H02	1	1			D05_A1.1_C12_1	ASEX	D05_H02	D05
L06	F03	F3	plate4	F12	H03	D05_H03	1	1			D05_A1.1_C12_1	ASEX	D05_H03	D05
L08	F04	F4	plate4	F12	H04	D05_H04	1	1			D05_A1.1_C12_1	ASEX	D05_H04	D05
L10	F05	F5	plate4	F12	H05	D05_H05	1	1			D05_A1.1_C12_1	ASEX	D05_H05	D05
L12	F06	F6	plate4	F12	H06	D05_H06	1	1			D05_A1.1_C12_1	ASEX	D05_H06	D05
L14	F07	F7	plate4	F12	H07	D05_H07	1	1			D05_A1.1_C12_1	ASEX	D05_H07	D05
L16	F08	F8	plate4	F12	H08	D05_H08	1	1			D05_A1.1_C12_1	ASEX	D05_H08	D05
L18	F09	F9	plate4			D04_	0	1	E08		D04_A1.1_H06_1	ASEX	D04	D04
L20	F10	F10	plate4			F04_	0	1	E09		F04_A3_B01_1	SEX	F04	F04
L22	F11	F11	plate4			F06_	0	1	C10		F06_A3_A11_1	SEX	F06	F06
L24	F12	F12	plate4			B05_	0	1	E11		B05_A1.1_G01_1	ASEX	B05	B05
N02	G01	G1	plate4	A08	H01	C04_H01	1	1			C04_A3_H02_1	SEX	C04_H01	C04
N04	G02	G2	plate4	A08	H02	C04_H02	1	1			C04_A3_H02_1	SEX	C04_H02	C04
N06	G03	G3	plate4	A08	H03	C04_H03	1	1			C04_A3_H02_1	SEX	C04_H03	C04
N08	G04	G4	plate4	A08	H04	C04_H04	1	1			C04_A3_H02_1	SEX	C04_H04	C04
N10	G05	G5	plate4	A08	H05	C04_H05	1	1			C04_A3_H02_1	SEX	C04_H05	C04
N12	G06	G6	plate4	A08	H06	C04_H06	1	1			C04_A3_H02_1	SEX	C04_H06	C04
N14	G07	G7	plate4	A08	H07	C04_H07	1	1			C04_A3_H02_1	SEX	C04_H07	C04
N16	G08	G8	plate4	A08	H08	C04_H08	1	1			C04_A3_H02_1	SEX	C04_H08	C04
N18	G09	G9	plate4			E04_	0	1	A09		E04_A3_G01_1	SEX	E04	E04
N20	G10	G10	plate4			G04_	0	1	A10		G04_A3_H09_1	SEX	G04	G04
N22	G11	G11	plate4			H04_	0	1	E10		H04_A3_A02_1	SEX	H04	H04
N24	G12	G12	plate4			NA_	0	1	MJM36_D5	1	NA	NA	NA	NA
P02	H01	H1	plate4	E08	H01	D04_H01	1	1			D04_A1.1_H06_1	ASEX	D04_H01	D04
P04	H02	H2	plate4	E08	H02	D04_H02	1	1			D04_A1.1_H06_1	ASEX	D04_H02	D04
P06	H03	H3	plate4	E08	H03	D04_H03	1	1			D04_A1.1_H06_1	ASEX	D04_H03	D04
P08	H04	H4	plate4	E08	H04	D04_H04	1	1			D04_A1.1_H06_1	ASEX	D04_H04	D04
P10	H05	H5	plate4	E08	H05	D04_H05	1	1			D04_A1.1_H06_1	ASEX	D04_H05	D04
P12	H06	H6	plate4	E08	H06	D04_H06	1	1			D04_A1.1_H06_1	ASEX	D04_H06	D04
P14	H07	H7	plate4	E08	H07	D04_H07	1	1			D04_A1.1_H06_1	ASEX	D04_H07	D04
P16	H08	H8	plate4	E08	H08	D04_H08	1	1			D04_A1.1_H06_1	ASEX	D04_H08	D04
P18	H09	H9	plate4			NA_	0	1	MJM36_H3	1	NA	NA	NA	NA
P20	H10	H10	plate4			NA_	0	1	BCAL-B2	1	NA	NA	NA	NA
P22	H11	H11	plate4			NA_	0	1	BCAL-C2	1	NA	NA	NA	NA
P24	H12	H12	plate4			NA_	0	1	BLANK		NA	NA	NA	NA
A01	A01	A1	plate1	E11	A01	B05_A01	1	2			B05_A1.1_G01_1	ASEX	B05_A01	B05
A03	A02	A2	plate1	E11	A02	B05_A02	1	2			B05_A1.1_G01_1	ASEX	B05_A02	B05
A05	A03	A3	plate1	E11	A03	B05_A03	1	2			B05_A1.1_G01_1	ASEX	B05_A03	B05
A07	A04	A4	plate1	E11	A04	B05_A04	1	2			B05_A1.1_G01_1	ASEX	B05_A04	B05
A09	A05	A5	plate1	E11	A05	B05_A05	1	2			B05_A1.1_G01_1	ASEX	B05_A05	B05
A11	A06	A6	plate1	E11	A06	B05_A06	1	2			B05_A1.1_G01_1	ASEX	B05_A06	B05
A13	A07	A7	plate1	E11	A07	B05_A07	1	2			B05_A1.1_G01_1	ASEX	B05_A07	B05
A15	A08	A8	plate1	E11	A08	B05_A08	1	2			B05_A1.1_G01_1	ASEX	B05_A08	B05
A17	A09	A9	plate1			C02_	0	2	B01		C02_A3_A03_1	SEX	C02	C02
A19	A10	A10	plate1			A03_	0	2	A03		A03_A1.1_A12_1	ASEX	A03	A03
A21	A11	A11	plate1			E03_	0	2	A05		E03_A3_H03_1	SEX	E03	E03
A23	A12	A12	plate1			A04_	0	2	A07		A04_A3_G12_1	SEX	A04	A04
C01	B01	B1	plate1	A04	A01	C03_A01	1	2			C03_A3_H11_1	SEX	C03_A01	C03
C03	B02	B2	plate1	A04	A02	C03_A02	1	2			C03_A3_H11_1	SEX	C03_A02	C03
C05	B03	B3	plate1	A04	A03	C03_A03	1	2			C03_A3_H11_1	SEX	C03_A03	C03
C07	B04	B4	plate1	A04	A04	C03_A04	1	2			C03_A3_H11_1	SEX	C03_A04	C03
C09	B05	B5	plate1	A04	A05	C03_A05	1	2			C03_A3_H11_1	SEX	C03_A05	C03
C11	B06	B6	plate1	A04	A06	C03_A06	1	2			C03_A3_H11_1	SEX	C03_A06	C03
C13	B07	B7	plate1	A04	A07	C03_A07	1	2			C03_A3_H11_1	SEX	C03_A07	C03
C15	B08	B8	plate1	A04	A08	C03_A08	1	2			C03_A3_H11_1	SEX	C03_A08	C03
C17	B09	B9	plate1			D02_	0	2	F01		D02_A1.1_A05_1	ASEX	D02	D02
C19	B10	B10	plate1			C03_	0	2	A04		C03_A3_H11_1	SEX	C03	C03
C21	B11	B11	plate1			D05_	0	2	F12		D05_A1.1_C12_1	ASEX	D05	D05
C23	B12	B12	plate1			B04_	0	2	E07		B04_A1.1_A02_1	ASEX	B04	B04
E01	C01	C1	plate1	C08	A01	D06_A01	1	2			D06_A1.1_H11_1	ASEX	D06_A01	D06
E03	C02	C2	plate1	C08	A02	D06_A02	1	2			D06_A1.1_H11_1	ASEX	D06_A02	D06
E05	C03	C3	plate1	C08	A03	D06_A03	1	2			D06_A1.1_H11_1	ASEX	D06_A03	D06
E07	C04	C4	plate1	C08	A04	D06_A04	1	2			D06_A1.1_H11_1	ASEX	D06_A04	D06
E09	C05	C5	plate1	C08	A05	D06_A05	1	2			D06_A1.1_H11_1	ASEX	D06_A05	D06
E11	C06	C6	plate1	C08	A06	D06_A06	1	2			D06_A1.1_H11_1	ASEX	D06_A06	D06
E13	C07	C7	plate1	C08	A07	D06_A07	1	2			D06_A1.1_H11_1	ASEX	D06_A07	D06
E15	C08	C8	plate1	C08	A08	D06_A08	1	2			D06_A1.1_H11_1	ASEX	D06_A08	D06
E17	C09	C9	plate1			F02_	0	2	A02		F02_A1.1_A11_1	ASEX	F02	F02
E19	C10	C10	plate1			D03_	0	2	E04		D03_A3_B12_1	SEX	D03	D03
E21	C11	C11	plate1			A06_	0	2	C06		A06_A3_H07_1	SEX	A06	A06
E23	C12	C12	plate1			C04_	0	2	A08		C04_A3_H02_1	SEX	C04	C04
G01	D01	D1	plate1	A05	A01	E03_A01	1	2			E03_A3_H03_1	SEX	E03_A01	E03
G03	D02	D2	plate1	A05	A02	E03_A02	1	2			E03_A3_H03_1	SEX	E03_A02	E03
G05	D03	D3	plate1	A05	A03	E03_A03	1	2			E03_A3_H03_1	SEX	E03_A03	E03
G07	D04	D4	plate1	A05	A04	E03_A04	1	2			E03_A3_H03_1	SEX	E03_A04	E03
G09	D05	D5	plate1	A05	A05	E03_A05	1	2			E03_A3_H03_1	SEX	E03_A05	E03
G11	D06	D6	plate1	A05	A06	E03_A06	1	2			E03_A3_H03_1	SEX	E03_A06	E03
G13	D07	D7	plate1	A05	A07	E03_A07	1	2			E03_A3_H03_1	SEX	E03_A07	E03
G15	D08	D8	plate1	A05	A08	E03_A08	1	2			E03_A3_H03_1	SEX	E03_A08	E03
G17	D09	D9	plate1			G02_	0	2	E02		G02_A1.1_H02_1	ASEX	G02	G02
G19	D10	D10	plate1			H05_	0	2	G04		H05_A1.1_D12_1	ASEX	H05	H05
G21	D11	D11	plate1			G03_	0	2	E06		G03_A1.1_B12_1	ASEX	G03	G03
G23	D12	D12	plate1			D06_	0	2	C08		D06_A1.1_H11_1	ASEX	D06	D06
I01	E01	E1	plate1	E11	B01	B05_B01	1	2			B05_A1.1_G01_1	ASEX	B05_B01	B05
I03	E02	E2	plate1	E11	B02	B05_B02	1	2			B05_A1.1_G01_1	ASEX	B05_B02	B05
I05	E03	E3	plate1	E11	B03	B05_B03	1	2			B05_A1.1_G01_1	ASEX	B05_B03	B05
I07	E04	E4	plate1	E11	B04	B05_B04	1	2			B05_A1.1_G01_1	ASEX	B05_B04	B05
I09	E05	E5	plate1	E11	B05	B05_B05	1	2			B05_A1.1_G01_1	ASEX	B05_B05	B05
I11	E06	E6	plate1	E11	B06	B05_B06	1	2			B05_A1.1_G01_1	ASEX	B05_B06	B05
I13	E07	E7	plate1	E11	B07	B05_B07	1	2			B05_A1.1_G01_1	ASEX	B05_B07	B05
I15	E08	E8	plate1	E11	B08	B05_B08	1	2			B05_A1.1_G01_1	ASEX	B05_B08	B05
I17	E09	E9	plate1			NA_	0	2	MJM36_G3	1	NA	NA	NA	NA
I19	E10	E10	plate1			NA_	0	2	BCAL-B1	1	NA	NA	NA	NA
I21	E11	E11	plate1			NA_	0	2	BCAL-C1	1	NA	NA	NA	NA
I23	E12	E12	plate1			NA_	0	2	MJM36_C5	1	NA	NA	NA	NA
K01	F01	F1	plate1	A04	B01	C03_B01	1	2			C03_A3_H11_1	SEX	C03_B01	C03
K03	F02	F2	plate1	A04	B02	C03_B02	1	2			C03_A3_H11_1	SEX	C03_B02	C03
K05	F03	F3	plate1	A04	B03	C03_B03	1	2			C03_A3_H11_1	SEX	C03_B03	C03
K07	F04	F4	plate1	A04	B04	C03_B04	1	2			C03_A3_H11_1	SEX	C03_B04	C03
K09	F05	F5	plate1	A04	B05	C03_B05	1	2			C03_A3_H11_1	SEX	C03_B05	C03
K11	F06	F6	plate1	A04	B06	C03_B06	1	2			C03_A3_H11_1	SEX	C03_B06	C03
K13	F07	F7	plate1	A04	B07	C03_B07	1	2			C03_A3_H11_1	SEX	C03_B07	C03
K15	F08	F8	plate1	A04	B08	C03_B08	1	2			C03_A3_H11_1	SEX	C03_B08	C03
K17	F09	F9	plate1			D04_	0	2	E08		D04_A1.1_H06_1	ASEX	D04	D04
K19	F10	F10	plate1			F04_	0	2	E09		F04_A3_B01_1	SEX	F04	F04
K21	F11	F11	plate1			F06_	0	2	C10		F06_A3_A11_1	SEX	F06	F06
K23	F12	F12	plate1			B05_	0	2	E11		B05_A1.1_G01_1	ASEX	B05	B05
M01	G01	G1	plate1	C08	B01	D06_B01	1	2			D06_A1.1_H11_1	ASEX	D06_B01	D06
M03	G02	G2	plate1	C08	B02	D06_B02	1	2			D06_A1.1_H11_1	ASEX	D06_B02	D06
M05	G03	G3	plate1	C08	B03	D06_B03	1	2			D06_A1.1_H11_1	ASEX	D06_B03	D06
M07	G04	G4	plate1	C08	B04	D06_B04	1	2			D06_A1.1_H11_1	ASEX	D06_B04	D06
M09	G05	G5	plate1	C08	B05	D06_B05	1	2			D06_A1.1_H11_1	ASEX	D06_B05	D06
M11	G06	G6	plate1	C08	B06	D06_B06	1	2			D06_A1.1_H11_1	ASEX	D06_B06	D06
M13	G07	G7	plate1	C08	B07	D06_B07	1	2			D06_A1.1_H11_1	ASEX	D06_B07	D06
M15	G08	G8	plate1	C08	B08	D06_B08	1	2			D06_A1.1_H11_1	ASEX	D06_B08	D06
M17	G09	G9	plate1			E04_	0	2	A09		E04_A3_G01_1	SEX	E04	E04
M19	G10	G10	plate1			G04_	0	2	A10		G04_A3_H09_1	SEX	G04	G04
M21	G11	G11	plate1			H04_	0	2	E10		H04_A3_A02_1	SEX	H04	H04
M23	G12	G12	plate1			NA_	0	2	MJM36_D5	1	NA	NA	NA	NA
O01	H01	H1	plate1	A05	B01	E03_B01	1	2			E03_A3_H03_1	SEX	E03_B01	E03
O03	H02	H2	plate1	A05	B02	E03_B02	1	2			E03_A3_H03_1	SEX	E03_B02	E03
O05	H03	H3	plate1	A05	B03	E03_B03	1	2			E03_A3_H03_1	SEX	E03_B03	E03
O07	H04	H4	plate1	A05	B04	E03_B04	1	2			E03_A3_H03_1	SEX	E03_B04	E03
O09	H05	H5	plate1	A05	B05	E03_B05	1	2			E03_A3_H03_1	SEX	E03_B05	E03
O11	H06	H6	plate1	A05	B06	E03_B06	1	2			E03_A3_H03_1	SEX	E03_B06	E03
O13	H07	H7	plate1	A05	B07	E03_B07	1	2			E03_A3_H03_1	SEX	E03_B07	E03
O15	H08	H8	plate1	A05	B08	E03_B08	1	2			E03_A3_H03_1	SEX	E03_B08	E03
O17	H09	H9	plate1			NA_	0	2	MJM36_H3	1	NA	NA	NA	NA
O19	H10	H10	plate1			NA_	0	2	BCAL-B2	1	NA	NA	NA	NA
O21	H11	H11	plate1			NA_	0	2	BCAL-C2	1	NA	NA	NA	NA
O23	H12	H12	plate1			NA_	0	2	BLANK		NA	NA	NA	NA
A02	A01	A1	plate2	A04	C01	C03_C01	1	2			C03_A3_H11_1	SEX	C03_C01	C03
A04	A02	A2	plate2	A04	C02	C03_C02	1	2			C03_A3_H11_1	SEX	C03_C02	C03
A06	A03	A3	plate2	A04	C03	C03_C03	1	2			C03_A3_H11_1	SEX	C03_C03	C03
A08	A04	A4	plate2	A04	C04	C03_C04	1	2			C03_A3_H11_1	SEX	C03_C04	C03
A10	A05	A5	plate2	A04	C05	C03_C05	1	2			C03_A3_H11_1	SEX	C03_C05	C03
A12	A06	A6	plate2	A04	C06	C03_C06	1	2			C03_A3_H11_1	SEX	C03_C06	C03
A14	A07	A7	plate2	A04	C07	C03_C07	1	2			C03_A3_H11_1	SEX	C03_C07	C03
A16	A08	A8	plate2	A04	C08	C03_C08	1	2			C03_A3_H11_1	SEX	C03_C08	C03
A18	A09	A9	plate2			C02_	0	2	B01		C02_A3_A03_1	SEX	C02	C02
A20	A10	A10	plate2			A03_	0	2	A03		A03_A1.1_A12_1	ASEX	A03	A03
A22	A11	A11	plate2			E03_	0	2	A05		E03_A3_H03_1	SEX	E03	E03
A24	A12	A12	plate2			A04_	0	2	A07		A04_A3_G12_1	SEX	A04	A04
C02	B01	B1	plate2	C08	C01	D06_C01	1	2			D06_A1.1_H11_1	ASEX	D06_C01	D06
C04	B02	B2	plate2	C08	C02	D06_C02	1	2			D06_A1.1_H11_1	ASEX	D06_C02	D06
C06	B03	B3	plate2	C08	C03	D06_C03	1	2			D06_A1.1_H11_1	ASEX	D06_C03	D06
C08	B04	B4	plate2	C08	C04	D06_C04	1	2			D06_A1.1_H11_1	ASEX	D06_C04	D06
C10	B05	B5	plate2	C08	C05	D06_C05	1	2			D06_A1.1_H11_1	ASEX	D06_C05	D06
C12	B06	B6	plate2	C08	C06	D06_C06	1	2			D06_A1.1_H11_1	ASEX	D06_C06	D06
C14	B07	B7	plate2	C08	C07	D06_C07	1	2			D06_A1.1_H11_1	ASEX	D06_C07	D06
C16	B08	B8	plate2	C08	C08	D06_C08	1	2			D06_A1.1_H11_1	ASEX	D06_C08	D06
C18	B09	B9	plate2			D02_	0	2	F01		D02_A1.1_A05_1	ASEX	D02	D02
C20	B10	B10	plate2			C03_	0	2	A04		C03_A3_H11_1	SEX	C03	C03
C22	B11	B11	plate2			D05_	0	2	F12		D05_A1.1_C12_1	ASEX	D05	D05
C24	B12	B12	plate2			B04_	0	2	E07		B04_A1.1_A02_1	ASEX	B04	B04
E02	C01	C1	plate2	A05	C01	E03_C01	1	2			E03_A3_H03_1	SEX	E03_C01	E03
E04	C02	C2	plate2	A05	C02	E03_C02	1	2			E03_A3_H03_1	SEX	E03_C02	E03
E06	C03	C3	plate2	A05	C03	E03_C03	1	2			E03_A3_H03_1	SEX	E03_C03	E03
E08	C04	C4	plate2	A05	C04	E03_C04	1	2			E03_A3_H03_1	SEX	E03_C04	E03
E10	C05	C5	plate2	A05	C05	E03_C05	1	2			E03_A3_H03_1	SEX	E03_C05	E03
E12	C06	C6	plate2	A05	C06	E03_C06	1	2			E03_A3_H03_1	SEX	E03_C06	E03
E14	C07	C7	plate2	A05	C07	E03_C07	1	2			E03_A3_H03_1	SEX	E03_C07	E03
E16	C08	C8	plate2	A05	C08	E03_C08	1	2			E03_A3_H03_1	SEX	E03_C08	E03
E18	C09	C9	plate2			F02_	0	2	A02		F02_A1.1_A11_1	ASEX	F02	F02
E20	C10	C10	plate2			D03_	0	2	E04		D03_A3_B12_1	SEX	D03	D03
E22	C11	C11	plate2			A06_	0	2	C06		A06_A3_H07_1	SEX	A06	A06
E24	C12	C12	plate2			C04_	0	2	A08		C04_A3_H02_1	SEX	C04	C04
G02	D01	D1	plate2	E11	C01	B05_C01	1	2			B05_A1.1_G01_1	ASEX	B05_C01	B05
G04	D02	D2	plate2	E11	C02	B05_C02	1	2			B05_A1.1_G01_1	ASEX	B05_C02	B05
G06	D03	D3	plate2	E11	C03	B05_C03	1	2			B05_A1.1_G01_1	ASEX	B05_C03	B05
G08	D04	D4	plate2	E11	C04	B05_C04	1	2			B05_A1.1_G01_1	ASEX	B05_C04	B05
G10	D05	D5	plate2	E11	C05	B05_C05	1	2			B05_A1.1_G01_1	ASEX	B05_C05	B05
G12	D06	D6	plate2	E11	C06	B05_C06	1	2			B05_A1.1_G01_1	ASEX	B05_C06	B05
G14	D07	D7	plate2	E11	C07	B05_C07	1	2			B05_A1.1_G01_1	ASEX	B05_C07	B05
G16	D08	D8	plate2	E11	C08	B05_C08	1	2			B05_A1.1_G01_1	ASEX	B05_C08	B05
G18	D09	D9	plate2			G02_	0	2	E02		G02_A1.1_H02_1	ASEX	G02	G02
G20	D10	D10	plate2			H05_	0	2	G04		H05_A1.1_D12_1	ASEX	H05	H05
G22	D11	D11	plate2			G03_	0	2	E06		G03_A1.1_B12_1	ASEX	G03	G03
G24	D12	D12	plate2			D06_	0	2	C08		D06_A1.1_H11_1	ASEX	D06	D06
I02	E01	E1	plate2	A04	D01	C03_D01	1	2			C03_A3_H11_1	SEX	C03_D01	C03
I04	E02	E2	plate2	A04	D02	C03_D02	1	2			C03_A3_H11_1	SEX	C03_D02	C03
I06	E03	E3	plate2	A04	D03	C03_D03	1	2			C03_A3_H11_1	SEX	C03_D03	C03
I08	E04	E4	plate2	A04	D04	C03_D04	1	2			C03_A3_H11_1	SEX	C03_D04	C03
I10	E05	E5	plate2	A04	D05	C03_D05	1	2			C03_A3_H11_1	SEX	C03_D05	C03
I12	E06	E6	plate2	A04	D06	C03_D06	1	2			C03_A3_H11_1	SEX	C03_D06	C03
