well_id	well_id_96	well_id_96_no0	plate_id	F1_AP	F1_F1	F1_ID	F1	BLOCK_ID	PAR_ID	IS_ANC	AP1_ID	SEX	strain_id	parent
I14	E07	E7	plate2	A04	D07	C03_D07	1	2			C03_A3_H11_1	SEX	C03_D07	C03
I16	E08	E8	plate2	A04	D08	C03_D08	1	2			C03_A3_H11_1	SEX	C03_D08	C03
I18	E09	E9	plate2			NA_	0	2	MJM36_G3	1	NA	NA	NA	NA
I20	E10	E10	plate2			NA_	0	2	BCAL-B1	1	NA	NA	NA	NA
I22	E11	E11	plate2			NA_	0	2	BCAL-C1	1	NA	NA	NA	NA
I24	E12	E12	plate2			NA_	0	2	MJM36_C5	1	NA	NA	NA	NA
K02	F01	F1	plate2	C08	D01	D06_D01	1	2			D06_A1.1_H11_1	ASEX	D06_D01	D06
K04	F02	F2	plate2	C08	D02	D06_D02	1	2			D06_A1.1_H11_1	ASEX	D06_D02	D06
K06	F03	F3	plate2	C08	D03	D06_D03	1	2			D06_A1.1_H11_1	ASEX	D06_D03	D06
K08	F04	F4	plate2	C08	D04	D06_D04	1	2			D06_A1.1_H11_1	ASEX	D06_D04	D06
K10	F05	F5	plate2	C08	D05	D06_D05	1	2			D06_A1.1_H11_1	ASEX	D06_D05	D06
K12	F06	F6	plate2	C08	D06	D06_D06	1	2			D06_A1.1_H11_1	ASEX	D06_D06	D06
K14	F07	F7	plate2	C08	D07	D06_D07	1	2			D06_A1.1_H11_1	ASEX	D06_D07	D06
K16	F08	F8	plate2	C08	D08	D06_D08	1	2			D06_A1.1_H11_1	ASEX	D06_D08	D06
K18	F09	F9	plate2			D04_	0	2	E08		D04_A1.1_H06_1	ASEX	D04	D04
K20	F10	F10	plate2			F04_	0	2	E09		F04_A3_B01_1	SEX	F04	F04
K22	F11	F11	plate2			F06_	0	2	C10		F06_A3_A11_1	SEX	F06	F06
K24	F12	F12	plate2			B05_	0	2	E11		B05_A1.1_G01_1	ASEX	B05	B05
M02	G01	G1	plate2	A05	D01	E03_D01	1	2			E03_A3_H03_1	SEX	E03_D01	E03
M04	G02	G2	plate2	A05	D02	E03_D02	1	2			E03_A3_H03_1	SEX	E03_D02	E03
M06	G03	G3	plate2	A05	D03	E03_D03	1	2			E03_A3_H03_1	SEX	E03_D03	E03
M08	G04	G4	plate2	A05	D04	E03_D04	1	2			E03_A3_H03_1	SEX	E03_D04	E03
M10	G05	G5	plate2	A05	D05	E03_D05	1	2			E03_A3_H03_1	SEX	E03_D05	E03
M12	G06	G6	plate2	A05	D06	E03_D06	1	2			E03_A3_H03_1	SEX	E03_D06	E03
M14	G07	G7	plate2	A05	D07	E03_D07	1	2			E03_A3_H03_1	SEX	E03_D07	E03
M16	G08	G8	plate2	A05	D08	E03_D08	1	2			E03_A3_H03_1	SEX	E03_D08	E03
M18	G09	G9	plate2			E04_	0	2	A09		E04_A3_G01_1	SEX	E04	E04
M20	G10	G10	plate2			G04_	0	2	A10		G04_A3_H09_1	SEX	G04	G04
M22	G11	G11	plate2			H04_	0	2	E10		H04_A3_A02_1	SEX	H04	H04
M24	G12	G12	plate2			NA_	0	2	MJM36_D5	1	NA	NA	NA	NA
O02	H01	H1	plate2	E11	D01	B05_D01	1	2			B05_A1.1_G01_1	ASEX	B05_D01	B05
O04	H02	H2	plate2	E11	D02	B05_D02	1	2			B05_A1.1_G01_1	ASEX	B05_D02	B05
O06	H03	H3	plate2	E11	D03	B05_D03	1	2			B05_A1.1_G01_1	ASEX	B05_D03	B05
O08	H04	H4	plate2	E11	D04	B05_D04	1	2			B05_A1.1_G01_1	ASEX	B05_D04	B05
O10	H05	H5	plate2	E11	D05	B05_D05	1	2			B05_A1.1_G01_1	ASEX	B05_D05	B05
O12	H06	H6	plate2	E11	D06	B05_D06	1	2			B05_A1.1_G01_1	ASEX	B05_D06	B05
O14	H07	H7	plate2	E11	D07	B05_D07	1	2			B05_A1.1_G01_1	ASEX	B05_D07	B05
O16	H08	H8	plate2	E11	D08	B05_D08	1	2			B05_A1.1_G01_1	ASEX	B05_D08	B05
O18	H09	H9	plate2			NA_	0	2	MJM36_H3	1	NA	NA	NA	NA
O20	H10	H10	plate2			NA_	0	2	BCAL-B2	1	NA	NA	NA	NA
O22	H11	H11	plate2			NA_	0	2	BCAL-C2	1	NA	NA	NA	NA
O24	H12	H12	plate2			NA_	0	2	BLANK		NA	NA	NA	NA
B01	A01	A1	plate3	C08	E01	D06_E01	1	2			D06_A1.1_H11_1	ASEX	D06_E01	D06
B03	A02	A2	plate3	C08	E02	D06_E02	1	2			D06_A1.1_H11_1	ASEX	D06_E02	D06
B05	A03	A3	plate3	C08	E03	D06_E03	1	2			D06_A1.1_H11_1	ASEX	D06_E03	D06
B07	A04	A4	plate3	C08	E04	D06_E04	1	2			D06_A1.1_H11_1	ASEX	D06_E04	D06
B09	A05	A5	plate3	C08	E05	D06_E05	1	2			D06_A1.1_H11_1	ASEX	D06_E05	D06
B11	A06	A6	plate3	C08	E06	D06_E06	1	2			D06_A1.1_H11_1	ASEX	D06_E06	D06
B13	A07	A7	plate3	C08	E07	D06_E07	1	2			D06_A1.1_H11_1	ASEX	D06_E07	D06
B15	A08	A8	plate3	C08	E08	D06_E08	1	2			D06_A1.1_H11_1	ASEX	D06_E08	D06
B17	A09	A9	plate3			C02_	0	2	B01		C02_A3_A03_1	SEX	C02	C02
B19	A10	A10	plate3			A03_	0	2	A03		A03_A1.1_A12_1	ASEX	A03	A03
B21	A11	A11	plate3			E03_	0	2	A05		E03_A3_H03_1	SEX	E03	E03
B23	A12	A12	plate3			A04_	0	2	A07		A04_A3_G12_1	SEX	A04	A04
D01	B01	B1	plate3	A05	E01	E03_E01	1	2			E03_A3_H03_1	SEX	E03_E01	E03
D03	B02	B2	plate3	A05	E02	E03_E02	1	2			E03_A3_H03_1	SEX	E03_E02	E03
D05	B03	B3	plate3	A05	E03	E03_E03	1	2			E03_A3_H03_1	SEX	E03_E03	E03
D07	B04	B4	plate3	A05	E04	E03_E04	1	2			E03_A3_H03_1	SEX	E03_E04	E03
D09	B05	B5	plate3	A05	E05	E03_E05	1	2			E03_A3_H03_1	SEX	E03_E05	E03
D11	B06	B6	plate3	A05	E06	E03_E06	1	2			E03_A3_H03_1	SEX	E03_E06	E03
D13	B07	B7	plate3	A05	E07	E03_E07	1	2			E03_A3_H03_1	SEX	E03_E07	E03
D15	B08	B8	plate3	A05	E08	E03_E08	1	2			E03_A3_H03_1	SEX	E03_E08	E03
D17	B09	B9	plate3			D02_	0	2	F01		D02_A1.1_A05_1	ASEX	D02	D02
D19	B10	B10	plate3			C03_	0	2	A04		C03_A3_H11_1	SEX	C03	C03
D21	B11	B11	plate3			D05_	0	2	F12		D05_A1.1_C12_1	ASEX	D05	D05
D23	B12	B12	plate3			B04_	0	2	E07		B04_A1.1_A02_1	ASEX	B04	B04
F01	C01	C1	plate3	E11	E01	B05_E01	1	2			B05_A1.1_G01_1	ASEX	B05_E01	B05
F03	C02	C2	plate3	E11	E02	B05_E02	1	2			B05_A1.1_G01_1	ASEX	B05_E02	B05
F05	C03	C3	plate3	E11	E03	B05_E03	1	2			B05_A1.1_G01_1	ASEX	B05_E03	B05
F07	C04	C4	plate3	E11	E04	B05_E04	1	2			B05_A1.1_G01_1	ASEX	B05_E04	B05
F09	C05	C5	plate3	E11	E05	B05_E05	1	2			B05_A1.1_G01_1	ASEX	B05_E05	B05
F11	C06	C6	plate3	E11	E06	B05_E06	1	2			B05_A1.1_G01_1	ASEX	B05_E06	B05
F13	C07	C7	plate3	E11	E07	B05_E07	1	2			B05_A1.1_G01_1	ASEX	B05_E07	B05
F15	C08	C8	plate3	E11	E08	B05_E08	1	2			B05_A1.1_G01_1	ASEX	B05_E08	B05
F17	C09	C9	plate3			F02_	0	2	A02		F02_A1.1_A11_1	ASEX	F02	F02
F19	C10	C10	plate3			D03_	0	2	E04		D03_A3_B12_1	SEX	D03	D03
F21	C11	C11	plate3			A06_	0	2	C06		A06_A3_H07_1	SEX	A06	A06
F23	C12	C12	plate3			C04_	0	2	A08		C04_A3_H02_1	SEX	C04	C04
H01	D01	D1	plate3	A04	E01	C03_E01	1	2			C03_A3_H11_1	SEX	C03_E01	C03
H03	D02	D2	plate3	A04	E02	C03_E02	1	2			C03_A3_H11_1	SEX	C03_E02	C03
H05	D03	D3	plate3	A04	E03	C03_E03	1	2			C03_A3_H11_1	SEX	C03_E03	C03
H07	D04	D4	plate3	A04	E04	C03_E04	1	2			C03_A3_H11_1	SEX	C03_E04	C03
H09	D05	D5	plate3	A04	E05	C03_E05	1	2			C03_A3_H11_1	SEX	C03_E05	C03
H11	D06	D6	plate3	A04	E06	C03_E06	1	2			C03_A3_H11_1	SEX	C03_E06	C03
H13	D07	D7	plate3	A04	E07	C03_E07	1	2			C03_A3_H11_1	SEX	C03_E07	C03
H15	D08	D8	plate3	A04	E08	C03_E08	1	2			C03_A3_H11_1	SEX	C03_E08	C03
H17	D09	D9	plate3			G02_	0	2	E02		G02_A1.1_H02_1	ASEX	G02	G02
H19	D10	D10	plate3			H05_	0	2	G04		H05_A1.1_D12_1	ASEX	H05	H05
H21	D11	D11	plate3			G03_	0	2	E06		G03_A1.1_B12_1	ASEX	G03	G03
H23	D12	D12	plate3			D06_	0	2	C08		D06_A1.1_H11_1	ASEX	D06	D06
J01	E01	E1	plate3	C08	F01	D06_F01	1	2			D06_A1.1_H11_1	ASEX	D06_F01	D06
J03	E02	E2	plate3	C08	F02	D06_F02	1	2			D06_A1.1_H11_1	ASEX	D06_F02	D06
J05	E03	E3	plate3	C08	F03	D06_F03	1	2			D06_A1.1_H11_1	ASEX	D06_F03	D06
J07	E04	E4	plate3	C08	F04	D06_F04	1	2			D06_A1.1_H11_1	ASEX	D06_F04	D06
J09	E05	E5	plate3	C08	F05	D06_F05	1	2			D06_A1.1_H11_1	ASEX	D06_F05	D06
J11	E06	E6	plate3	C08	F06	D06_F06	1	2			D06_A1.1_H11_1	ASEX	D06_F06	D06
J13	E07	E7	plate3	C08	F07	D06_F07	1	2			D06_A1.1_H11_1	ASEX	D06_F07	D06
J15	E08	E8	plate3	C08	F08	D06_F08	1	2			D06_A1.1_H11_1	ASEX	D06_F08	D06
J17	E09	E9	plate3			NA_	0	2	MJM36_G3	1	NA	NA	NA	NA
J19	E10	E10	plate3			NA_	0	2	BCAL-B1	1	NA	NA	NA	NA
J21	E11	E11	plate3			NA_	0	2	BCAL-C1	1	NA	NA	NA	NA
J23	E12	E12	plate3			NA_	0	2	MJM36_C5	1	NA	NA	NA	NA
L01	F01	F1	plate3	A05	F01	E03_F01	1	2			E03_A3_H03_1	SEX	E03_F01	E03
L03	F02	F2	plate3	A05	F02	E03_F02	1	2			E03_A3_H03_1	SEX	E03_F02	E03
L05	F03	F3	plate3	A05	F03	E03_F03	1	2			E03_A3_H03_1	SEX	E03_F03	E03
L07	F04	F4	plate3	A05	F04	E03_F04	1	2			E03_A3_H03_1	SEX	E03_F04	E03
L09	F05	F5	plate3	A05	F05	E03_F05	1	2			E03_A3_H03_1	SEX	E03_F05	E03
L11	F06	F6	plate3	A05	F06	E03_F06	1	2			E03_A3_H03_1	SEX	E03_F06	E03
L13	F07	F7	plate3	A05	F07	E03_F07	1	2			E03_A3_H03_1	SEX	E03_F07	E03
L15	F08	F8	plate3	A05	F08	E03_F08	1	2			E03_A3_H03_1	SEX	E03_F08	E03
L17	F09	F9	plate3			D04_	0	2	E08		D04_A1.1_H06_1	ASEX	D04	D04
L19	F10	F10	plate3			F04_	0	2	E09		F04_A3_B01_1	SEX	F04	F04
L21	F11	F11	plate3			F06_	0	2	C10		F06_A3_A11_1	SEX	F06	F06
L23	F12	F12	plate3			B05_	0	2	E11		B05_A1.1_G01_1	ASEX	B05	B05
N01	G01	G1	plate3	E11	F01	B05_F01	1	2			B05_A1.1_G01_1	ASEX	B05_F01	B05
N03	G02	G2	plate3	E11	F02	B05_F02	1	2			B05_A1.1_G01_1	ASEX	B05_F02	B05
N05	G03	G3	plate3	E11	F03	B05_F03	1	2			B05_A1.1_G01_1	ASEX	B05_F03	B05
N07	G04	G4	plate3	E11	F04	B05_F04	1	2			B05_A1.1_G01_1	ASEX	B05_F04	B05
N09	G05	G5	plate3	E11	F05	B05_F05	1	2			B05_A1.1_G01_1	ASEX	B05_F05	B05
N11	G06	G6	plate3	E11	F06	B05_F06	1	2			B05_A1.1_G01_1	ASEX	B05_F06	B05
N13	G07	G7	plate3	E11	F07	B05_F07	1	2			B05_A1.1_G01_1	ASEX	B05_F07	B05
N15	G08	G8	plate3	E11	F08	B05_F08	1	2			B05_A1.1_G01_1	ASEX	B05_F08	B05
N17	G09	G9	plate3			E04_	0	2	A09		E04_A3_G01_1	SEX	E04	E04
N19	G10	G10	plate3			G04_	0	2	A10		G04_A3_H09_1	SEX	G04	G04
N21	G11	G11	plate3			H04_	0	2	E10		H04_A3_A02_1	SEX	H04	H04
N23	G12	G12	plate3			NA_	0	2	MJM36_D5	1	NA	NA	NA	NA
P01	H01	H1	plate3	A04	F01	C03_F01	1	2			C03_A3_H11_1	SEX	C03_F01	C03
P03	H02	H2	plate3	A04	F02	C03_F02	1	2			C03_A3_H11_1	SEX	C03_F02	C03
P05	H03	H3	plate3	A04	F03	C03_F03	1	2			C03_A3_H11_1	SEX	C03_F03	C03
P07	H04	H4	plate3	A04	F04	C03_F04	1	2			C03_A3_H11_1	SEX	C03_F04	C03
P09	H05	H5	plate3	A04	F05	C03_F05	1	2			C03_A3_H11_1	SEX	C03_F05	C03
P11	H06	H6	plate3	A04	F06	C03_F06	1	2			C03_A3_H11_1	SEX	C03_F06	C03
P13	H07	H7	plate3	A04	F07	C03_F07	1	2			C03_A3_H11_1	SEX	C03_F07	C03
P15	H08	H8	plate3	A04	F08	C03_F08	1	2			C03_A3_H11_1	SEX	C03_F08	C03
P17	H09	H9	plate3			NA_	0	2	MJM36_H3	1	NA	NA	NA	NA
P19	H10	H10	plate3			NA_	0	2	BCAL-B2	1	NA	NA	NA	NA
P21	H11	H11	plate3			NA_	0	2	BCAL-C2	1	NA	NA	NA	NA
P23	H12	H12	plate3			NA_	0	2	BLANK		NA	NA	NA	NA
B02	A01	A1	plate4	A05	G01	E03_G01	1	2			E03_A3_H03_1	SEX	E03_G01	E03
B04	A02	A2	plate4	A05	G02	E03_G02	1	2			E03_A3_H03_1	SEX	E03_G02	E03
B06	A03	A3	plate4	A05	G03	E03_G03	1	2			E03_A3_H03_1	SEX	E03_G03	E03
B08	A04	A4	plate4	A05	G04	E03_G04	1	2			E03_A3_H03_1	SEX	E03_G04	E03
B10	A05	A5	plate4	A05	G05	E03_G05	1	2			E03_A3_H03_1	SEX	E03_G05	E03
B12	A06	A6	plate4	A05	G06	E03_G06	1	2			E03_A3_H03_1	SEX	E03_G06	E03
B14	A07	A7	plate4	A05	G07	E03_G07	1	2			E03_A3_H03_1	SEX	E03_G07	E03
B16	A08	A8	plate4	A05	G08	E03_G08	1	2			E03_A3_H03_1	SEX	E03_G08	E03
B18	A09	A9	plate4			C02_	0	2	B01		C02_A3_A03_1	SEX	C02	C02
B20	A10	A10	plate4			A03_	0	2	A03		A03_A1.1_A12_1	ASEX	A03	A03
B22	A11	A11	plate4			E03_	0	2	A05		E03_A3_H03_1	SEX	E03	E03
B24	A12	A12	plate4			A04_	0	2	A07		A04_A3_G12_1	SEX	A04	A04
D02	B01	B1	plate4	E11	G01	B05_G01	1	2			B05_A1.1_G01_1	ASEX	B05_G01	B05
D04	B02	B2	plate4	E11	G02	B05_G02	1	2			B05_A1.1_G01_1	ASEX	B05_G02	B05
D06	B03	B3	plate4	E11	G03	B05_G03	1	2			B05_A1.1_G01_1	ASEX	B05_G03	B05
D08	B04	B4	plate4	E11	G04	B05_G04	1	2			B05_A1.1_G01_1	ASEX	B05_G04	B05
D10	B05	B5	plate4	E11	G05	B05_G05	1	2			B05_A1.1_G01_1	ASEX	B05_G05	B05
D12	B06	B6	plate4	E11	G06	B05_G06	1	2			B05_A1.1_G01_1	ASEX	B05_G06	B05
D14	B07	B7	plate4	E11	G07	B05_G07	1	2			B05_A1.1_G01_1	ASEX	B05_G07	B05
D16	B08	B8	plate4	E11	G08	B05_G08	1	2			B05_A1.1_G01_1	ASEX	B05_G08	B05
D18	B09	B9	plate4			D02_	0	2	F01		D02_A1.1_A05_1	ASEX	D02	D02
D20	B10	B10	plate4			C03_	0	2	A04		C03_A3_H11_1	SEX	C03	C03
D22	B11	B11	plate4			D05_	0	2	F12		D05_A1.1_C12_1	ASEX	D05	D05
D24	B12	B12	plate4			B04_	0	2	E07		B04_A1.1_A02_1	ASEX	B04	B04
F02	C01	C1	plate4	A04	G01	C03_G01	1	2			C03_A3_H11_1	SEX	C03_G01	C03
F04	C02	C2	plate4	A04	G02	C03_G02	1	2			C03_A3_H11_1	SEX	C03_G02	C03
F06	C03	C3	plate4	A04	G03	C03_G03	1	2			C03_A3_H11_1	SEX	C03_G03	C03
F08	C04	C4	plate4	A04	G04	C03_G04	1	2			C03_A3_H11_1	SEX	C03_G04	C03
F10	C05	C5	plate4	A04	G05	C03_G05	1	2			C03_A3_H11_1	SEX	C03_G05	C03
F12	C06	C6	plate4	A04	G06	C03_G06	1	2			C03_A3_H11_1	SEX	C03_G06	C03
F14	C07	C7	plate4	A04	G07	C03_G07	1	2			C03_A3_H11_1	SEX	C03_G07	C03
F16	C08	C8	plate4	A04	G08	C03_G08	1	2			C03_A3_H11_1	SEX	C03_G08	C03
F18	C09	C9	plate4			F02_	0	2	A02		F02_A1.1_A11_1	ASEX	F02	F02
F20	C10	C10	plate4			D03_	0	2	E04		D03_A3_B12_1	SEX	D03	D03
F22	C11	C11	plate4			A06_	0	2	C06		A06_A3_H07_1	SEX	A06	A06
F24	C12	C12	plate4			C04_	0	2	A08		C04_A3_H02_1	SEX	C04	C04
H02	D01	D1	plate4	C08	G01	D06_G01	1	2			D06_A1.1_H11_1	ASEX	D06_G01	D06
H04	D02	D2	plate4	C08	G02	D06_G02	1	2			D06_A1.1_H11_1	ASEX	D06_G02	D06
H06	D03	D3	plate4	C08	G03	D06_G03	1	2			D06_A1.1_H11_1	ASEX	D06_G03	D06
H08	D04	D4	plate4	C08	G04	D06_G04	1	2			D06_A1.1_H11_1	ASEX	D06_G04	D06
H10	D05	D5	plate4	C08	G05	D06_G05	1	2			D06_A1.1_H11_1	ASEX	D06_G05	D06
H12	D06	D6	plate4	C08	G06	D06_G06	1	2			D06_A1.1_H11_1	ASEX	D06_G06	D06
H14	D07	D7	plate4	C08	G07	D06_G07	1	2			D06_A1.1_H11_1	ASEX	D06_G07	D06
H16	D08	D8	plate4	C08	G08	D06_G08	1	2			D06_A1.1_H11_1	ASEX	D06_G08	D06
H18	D09	D9	plate4			G02_	0	2	E02		G02_A1.1_H02_1	ASEX	G02	G02
H20	D10	D10	plate4			H05_	0	2	G04		H05_A1.1_D12_1	ASEX	H05	H05
H22	D11	D11	plate4			G03_	0	2	E06		G03_A1.1_B12_1	ASEX	G03	G03
H24	D12	D12	plate4			D06_	0	2	C08		D06_A1.1_H11_1	ASEX	D06	D06
J02	E01	E1	plate4	A05	H01	E03_H01	1	2			E03_A3_H03_1	SEX	E03_H01	E03
J04	E02	E2	plate4	A05	H02	E03_H02	1	2			E03_A3_H03_1	SEX	E03_H02	E03
J06	E03	E3	plate4	A05	H03	E03_H03	1	2			E03_A3_H03_1	SEX	E03_H03	E03
J08	E04	E4	plate4	A05	H04	E03_H04	1	2			E03_A3_H03_1	SEX	E03_H04	E03
J10	E05	E5	plate4	A05	H05	E03_H05	1	2			E03_A3_H03_1	SEX	E03_H05	E03
J12	E06	E6	plate4	A05	H06	E03_H06	1	2			E03_A3_H03_1	SEX	E03_H06	E03
J14	E07	E7	plate4	A05	H07	E03_H07	1	2			E03_A3_H03_1	SEX	E03_H07	E03
J16	E08	E8	plate4	A05	H08	E03_H08	1	2			E03_A3_H03_1	SEX	E03_H08	E03
J18	E09	E9	plate4			NA_	0	2	MJM36_G3	1	NA	NA	NA	NA
J20	E10	E10	plate4			NA_	0	2	BCAL-B1	1	NA	NA	NA	NA
J22	E11	E11	plate4			NA_	0	2	BCAL-C1	1	NA	NA	NA	NA
J24	E12	E12	plate4			NA_	0	2	MJM36_C5	1	NA	NA	NA	NA
L02	F01	F1	plate4	E11	H01	B05_H01	1	2			B05_A1.1_G01_1	ASEX	B05_H01	B05
L04	F02	F2	plate4	E11	H02	B05_H02	1	2			B05_A1.1_G01_1	ASEX	B05_H02	B05
L06	F03	F3	plate4	E11	H03	B05_H03	1	2			B05_A1.1_G01_1	ASEX	B05_H03	B05
L08	F04	F4	plate4	E11	H04	B05_H04	1	2			B05_A1.1_G01_1	ASEX	B05_H04	B05
L10	F05	F5	plate4	E11	H05	B05_H05	1	2			B05_A1.1_G01_1	ASEX	B05_H05	B05
L12	F06	F6	plate4	E11	H06	B05_H06	1	2			B05_A1.1_G01_1	ASEX	B05_H06	B05
L14	F07	F7	plate4	E11	H07	B05_H07	1	2			B05_A1.1_G01_1	ASEX	B05_H07	B05
L16	F08	F8	plate4	E11	H08	B05_H08	1	2			B05_A1.1_G01_1	ASEX	B05_H08	B05
L18	F09	F9	plate4			D04_	0	2	E08		D04_A1.1_H06_1	ASEX	D04	D04
L20	F10	F10	plate4			F04_	0	2	E09		F04_A3_B01_1	SEX	F04	F04
L22	F11	F11	plate4			F06_	0	2	C10		F06_A3_A11_1	SEX	F06	F06
L24	F12	F12	plate4			B05_	0	2	E11		B05_A1.1_G01_1	ASEX	B05	B05
N02	G01	G1	plate4	A04	H01	C03_H01	1	2			C03_A3_H11_1	SEX	C03_H01	C03
N04	G02	G2	plate4	A04	H02	C03_H02	1	2			C03_A3_H11_1	SEX	C03_H02	C03
N06	G03	G3	plate4	A04	H03	C03_H03	1	2			C03_A3_H11_1	SEX	C03_H03	C03
N08	G04	G4	plate4	A04	H04	C03_H04	1	2			C03_A3_H11_1	SEX	C03_H04	C03
N10	G05	G5	plate4	A04	H05	C03_H05	1	2			C03_A3_H11_1	SEX	C03_H05	C03
N12	G06	G6	plate4	A04	H06	C03_H06	1	2			C03_A3_H11_1	SEX	C03_H06	C03
N14	G07	G7	plate4	A04	H07	C03_H07	1	2			C03_A3_H11_1	SEX	C03_H07	C03
N16	G08	G8	plate4	A04	H08	C03_H08	1	2			C03_A3_H11_1	SEX	C03_H08	C03
N18	G09	G9	plate4			E04_	0	2	A09		E04_A3_G01_1	SEX	E04	E04
N20	G10	G10	plate4			G04_	0	2	A10		G04_A3_H09_1	SEX	G04	G04
N22	G11	G11	plate4			H04_	0	2	E10		H04_A3_A02_1	SEX	H04	H04
N24	G12	G12	plate4			NA_	0	2	MJM36_D5	1	NA	NA	NA	NA
P02	H01	H1	plate4	C08	H01	D06_H01	1	2			D06_A1.1_H11_1	ASEX	D06_H01	D06
P04	H02	H2	plate4	C08	H02	D06_H02	1	2			D06_A1.1_H11_1	ASEX	D06_H02	D06
P06	H03	H3	plate4	C08	H03	D06_H03	1	2			D06_A1.1_H11_1	ASEX	D06_H03	D06
P08	H04	H4	plate4	C08	H04	D06_H04	1	2			D06_A1.1_H11_1	ASEX	D06_H04	D06
P10	H05	H5	plate4	C08	H05	D06_H05	1	2			D06_A1.1_H11_1	ASEX	D06_H05	D06
P12	H06	H6	plate4	C08	H06	D06_H06	1	2			D06_A1.1_H11_1	ASEX	D06_H06	D06
P14	H07	H7	plate4	C08	H07	D06_H07	1	2			D06_A1.1_H11_1	ASEX	D06_H07	D06
P16	H08	H8	plate4	C08	H08	D06_H08	1	2			D06_A1.1_H11_1	ASEX	D06_H08	D06
P18	H09	H9	plate4			NA_	0	2	MJM36_H3	1	NA	NA	NA	NA
P20	H10	H10	plate4			NA_	0	2	BCAL-B2	1	NA	NA	NA	NA
P22	H11	H11	plate4			NA_	0	2	BCAL-C2	1	NA	NA	NA	NA
P24	H12	H12	plate4			NA_	0	2	BLANK		NA	NA	NA	NA
A01	A01	A1	plate1	E10	A01	H04_A01	1	3			H04_A3_A02_1	SEX	H04_A01	H04
A03	A02	A2	plate1	E10	A02	H04_A02	1	3			H04_A3_A02_1	SEX	H04_A02	H04
A05	A03	A3	plate1	E10	A03	H04_A03	1	3			H04_A3_A02_1	SEX	H04_A03	H04
A07	A04	A4	plate1	E10	A04	H04_A04	1	3			H04_A3_A02_1	SEX	H04_A04	H04
A09	A05	A5	plate1	E10	A05	H04_A05	1	3			H04_A3_A02_1	SEX	H04_A05	H04
A11	A06	A6	plate1	E10	A06	H04_A06	1	3			H04_A3_A02_1	SEX	H04_A06	H04
A13	A07	A7	plate1	E10	A07	H04_A07	1	3			H04_A3_A02_1	SEX	H04_A07	H04
A15	A08	A8	plate1	E10	A08	H04_A08	1	3			H04_A3_A02_1	SEX	H04_A08	H04
A17	A09	A9	plate1			C02_	0	3	B01		C02_A3_A03_1	SEX	C02	C02
A19	A10	A10	plate1			A03_	0	3	A03		A03_A1.1_A12_1	ASEX	A03	A03
A21	A11	A11	plate1			E03_	0	3	A05		E03_A3_H03_1	SEX	E03	E03
A23	A12	A12	plate1			A04_	0	3	A07		A04_A3_G12_1	SEX	A04	A04
C01	B01	B1	plate1	E02	A01	G02_A01	1	3			G02_A1.1_H02_1	ASEX	G02_A01	G02
C03	B02	B2	plate1	E02	B01	G02_B01	1	3			G02_A1.1_H02_1	ASEX	G02_B01	G02
C05	B03	B3	plate1	E02	C01	G02_C01	1	3			G02_A1.1_H02_1	ASEX	G02_C01	G02
C07	B04	B4	plate1	E02	D01	G02_D01	1	3			G02_A1.1_H02_1	ASEX	G02_D01	G02
C09	B05	B5	plate1	E02	E01	G02_E01	1	3			G02_A1.1_H02_1	ASEX	G02_E01	G02
C11	B06	B6	plate1	E02	F01	G02_F01	1	3			G02_A1.1_H02_1	ASEX	G02_F01	G02
C13	B07	B7	plate1	E02	G01	G02_G01	1	3			G02_A1.1_H02_1	ASEX	G02_G01	G02
C15	B08	B8	plate1	E02	H01	G02_H01	1	3			G02_A1.1_H02_1	ASEX	G02_H01	G02
C17	B09	B9	plate1			D02_	0	3	F01		D02_A1.1_A05_1	ASEX	D02	D02
C19	B10	B10	plate1			C03_	0	3	A04		C03_A3_H11_1	SEX	C03	C03
C21	B11	B11	plate1			D05_	0	3	F12		D05_A1.1_C12_1	ASEX	D05	D05
C23	B12	B12	plate1			B04_	0	3	E07		B04_A1.1_A02_1	ASEX	B04	B04
E01	C01	C1	plate1	E10	B01	H04_B01	1	3			H04_A3_A02_1	SEX	H04_B01	H04
E03	C02	C2	plate1	E10	B02	H04_B02	1	3			H04_A3_A02_1	SEX	H04_B02	H04
E05	C03	C3	plate1	E10	B03	H04_B03	1	3			H04_A3_A02_1	SEX	H04_B03	H04
E07	C04	C4	plate1	E10	B04	H04_B04	1	3			H04_A3_A02_1	SEX	H04_B04	H04
E09	C05	C5	plate1	E10	B05	H04_B05	1	3			H04_A3_A02_1	SEX	H04_B05	H04
E11	C06	C6	plate1	E10	B06	H04_B06	1	3			H04_A3_A02_1	SEX	H04_B06	H04
E13	C07	C7	plate1	E10	B07	H04_B07	1	3			H04_A3_A02_1	SEX	H04_B07	H04
E15	C08	C8	plate1	E10	B08	H04_B08	1	3			H04_A3_A02_1	SEX	H04_B08	H04
E17	C09	C9	plate1			F02_	0	3	A02		F02_A1.1_A11_1	ASEX	F02	F02
E19	C10	C10	plate1			D03_	0	3	E04		D03_A3_B12_1	SEX	D03	D03
E21	C11	C11	plate1			A06_	0	3	C06		A06_A3_H07_1	SEX	A06	A06
E23	C12	C12	plate1			C04_	0	3	A08		C04_A3_H02_1	SEX	C04	C04
G01	D01	D1	plate1	A02	A01	F02_A01	1	3			F02_A1.1_A11_1	ASEX	F02_A01	F02
