well_id_384,well_id_96,well_id_96_no0,plate_id,96_row,96_col,kk_strain_id,F1,parent,anc,env,kk_pop_id,kk_well_id,cells_t1,test_t1,cells_t2,test_t2
B23,A12,A12,plate3,A,12,BLANK,0,1,0,env4,BLANK,BLANK,9917,9863,12462,12448
B24,A12,A12,plate4,A,12,BLANK,0,1,0,env4,BLANK,BLANK,10412,10381,9732,9691
C01,B01,B1,plate1,B,01,A04_a3_G12_1,1,0,0,env4,a3_G12,G12,15223,6298,16942,11983
C02,B01,B1,plate2,B,01,A06_a3_H07_1,1,0,0,env4,a3_H07,H07,15746,5394,12556,6585
C03,B02,B2,plate1,B,02,A04_a3_G12_1,1,0,0,env4,a3_G12,G12,11502,3357,11335,4298
C04,B02,B2,plate2,B,02,A06_a3_H07_1,1,0,0,env4,a3_H07,H07,10661,2154,11326,2254
C05,B03,B3,plate1,B,03,A04_a3_G12_1,1,0,0,env4,a3_G12,G12,8875,1970,10363,2947
C06,B03,B3,plate2,B,03,A06_a3_H07_1,1,0,0,env4,a3_H07,H07,7275,3456,7455,4859
C07,B04,B4,plate1,B,04,A06_a3_H07_1,1,0,0,env4,a3_H07,H07,11913,3071,8511,2585
C08,B04,B4,plate2,B,04,G03_a1.1_B12_1,1,0,0,env4,a1.1_B12,B12,9508,1809,10268,2094
C09,B05,B5,plate1,B,05,A06_a3_H07_1,1,0,0,env4,a3_H07,H07,12677,6645,9483,7150
C10,B05,B5,plate2,B,05,G03_a1.1_B12_1,1,0,0,env4,a1.1_B12,B12,8451,3876,8169,4997
C11,B06,B6,plate1,B,06,G03_a1.1_B12_1,1,0,0,env4,a1.1_B12,B12,9169,3882,9679,6292
C12,B06,B6,plate2,B,06,B04_a1.1_A02_1,1,0,0,env4,a1.1_A02,A02,6172,1810,7604,3022
C13,B07,B7,plate1,B,07,G03_a1.1_B12_1,1,0,0,env4,a1.1_B12,B12,11917,3147,10063,4311
C14,B07,B7,plate2,B,07,B04_a1.1_A02_1,1,0,0,env4,a1.1_A02,A02,8122,1909,8717,2972
C15,B08,B8,plate1,B,08,B04_a1.1_A02_1,1,0,0,env4,a1.1_A02,A02,10377,2920,10101,3835
C16,B08,B8,plate2,B,08,A04_a3_G12_1,1,0,0,env4,a3_G12,G12,8160,1603,8554,1746
C17,B09,B9,plate1,B,09,B04_a1.1_A02_1,1,0,0,env4,a1.1_A02,A02,8960,2087,9872,3344
C18,B09,B9,plate2,B,09,A04_a3_G12_1,1,0,0,env4,a3_G12,G12,8666,1542,8792,1704
C19,B10,B10,plate1,B,10,G03_a1.1_B12_1,1,0,0,env4,a1.1_B12,B12,13319,3782,9296,5523
C20,B10,B10,plate2,B,10,B04_a1.1_A02_1,1,0,0,env4,a1.1_A02,A02,8366,1917,11119,4196
C21,B11,B11,plate1,B,11,A04_a3_G12_1,0,1,0,env4,a3_G12,G12,9683,2385,10860,4249
C22,B11,B11,plate2,B,11,A04_a3_G12_1,0,1,0,env4,a3_G12,G12,9369,1651,8992,1890
C23,B12,B12,plate1,B,12,A04_a3_G12_1,0,1,0,env4,a3_G12,G12,8076,1574,11685,4377
C24,B12,B12,plate2,B,12,A04_a3_G12_1,0,1,0,env4,a3_G12,G12,9796,1302,10388,2046
D01,B01,B1,plate3,B,01,G03_a1.1_B12_1,1,0,0,env4,a1.1_B12,B12,11595,2804,9924,2723
D02,B01,B1,plate4,B,01,B04_a1.1_A02_1,1,0,0,env4,a1.1_A02,A02,9286,2788,9982,3532
D03,B02,B2,plate3,B,02,G03_a1.1_B12_1,1,0,0,env4,a1.1_B12,B12,9907,1913,8033,1726
D04,B02,B2,plate4,B,02,B04_a1.1_A02_1,1,0,0,env4,a1.1_A02,A02,8562,1628,9195,1978
D05,B03,B3,plate3,B,03,G03_a1.1_B12_1,1,0,0,env4,a1.1_B12,B12,10165,2831,8628,3021
D06,B03,B3,plate4,B,03,B04_a1.1_A02_1,1,0,0,env4,a1.1_A02,A02,8089,1823,8195,2184
D07,B04,B4,plate3,B,04,B04_a1.1_A02_1,1,0,0,env4,a1.1_A02,A02,8078,1631,7620,1740
D08,B04,B4,plate4,B,04,A04_a3_G12_1,1,0,0,env4,a3_G12,G12,8980,1345,8027,1113
D09,B05,B5,plate3,B,05,B04_a1.1_A02_1,1,0,0,env4,a1.1_A02,A02,8287,1709,7662,2297
D10,B05,B5,plate4,B,05,A04_a3_G12_1,1,0,0,env4,a3_G12,G12,8976,1270,8565,1347
D11,B06,B6,plate3,B,06,A04_a3_G12_1,1,0,0,env4,a3_G12,G12,9614,2198,8660,2432
D12,B06,B6,plate4,B,06,A06_a3_H07_1,1,0,0,env4,a3_H07,H07,6660,1185,5554,1053
D13,B07,B7,plate3,B,07,A04_a3_G12_1,1,0,0,env4,a3_G12,G12,7788,1296,8417,1685
D14,B07,B7,plate4,B,07,A06_a3_H07_1,1,0,0,env4,a3_H07,H07,8166,1227,7888,1289
D15,B08,B8,plate3,B,08,A06_a3_H07_1,1,0,0,env4,a3_H07,H07,6631,1491,4745,1266
D16,B08,B8,plate4,B,08,G03_a1.1_B12_1,1,0,0,env4,a1.1_B12,B12,7844,3978,7013,4493
D17,B09,B9,plate3,B,09,A06_a3_H07_1,1,0,0,env4,a3_H07,H07,9464,1689,8282,1807
D18,B09,B9,plate4,B,09,G03_a1.1_B12_1,1,0,0,env4,a1.1_B12,B12,5847,1885,6235,2645
D19,B10,B10,plate3,B,10,A04_a3_G12_1,1,0,0,env4,a3_G12,G12,8632,1718,9069,2286
D20,B10,B10,plate4,B,10,A06_a3_H07_1,1,0,0,env4,a3_H07,H07,7977,1338,7548,1011
D21,B11,B11,plate3,B,11,A04_a3_G12_1,0,1,0,env4,a3_G12,G12,10025,1328,7973,1487
D22,B11,B11,plate4,B,11,A04_a3_G12_1,0,1,0,env4,a3_G12,G12,7423,745,6248,588
D23,B12,B12,plate3,B,12,A04_a3_G12_1,0,1,0,env4,a3_G12,G12,8692,986,8671,1491
D24,B12,B12,plate4,B,12,A04_a3_G12_1,0,1,0,env4,a3_G12,G12,7808,593,5996,455
E01,C01,C1,plate1,C,01,A04_a3_G12_1,1,0,0,env4,a3_G12,G12,11871,3907,17630,8298
E02,C01,C1,plate2,C,01,A06_a3_H07_1,1,0,0,env4,a3_H07,H07,11048,2937,9265,2824
E03,C02,C2,plate1,C,02,A04_a3_G12_1,1,0,0,env4,a3_G12,G12,8601,2200,10646,3764
E04,C02,C2,plate2,C,02,A06_a3_H07_1,1,0,0,env4,a3_H07,H07,9850,2250,9413,2574
E05,C03,C3,plate1,C,03,A04_a3_G12_1,1,0,0,env4,a3_G12,G12,10677,2069,10135,2636
E06,C03,C3,plate2,C,03,A06_a3_H07_1,1,0,0,env4,a3_H07,H07,7244,1728,6152,1801
E07,C04,C4,plate1,C,04,A06_a3_H07_1,1,0,0,env4,a3_H07,H07,7627,3797,7404,5142
E08,C04,C4,plate2,C,04,G03_a1.1_B12_1,1,0,0,env4,a1.1_B12,B12,8656,1563,8257,1688
E09,C05,C5,plate1,C,05,A06_a3_H07_1,1,0,0,env4,a3_H07,H07,11098,2398,8595,2367
E10,C05,C5,plate2,C,05,G03_a1.1_B12_1,1,0,0,env4,a1.1_B12,B12,6937,1593,7693,3377
E11,C06,C6,plate1,C,06,G03_a1.1_B12_1,1,0,0,env4,a1.1_B12,B12,8775,4213,8496,6065
E12,C06,C6,plate2,C,06,B04_a1.1_A02_1,1,0,0,env4,a1.1_A02,A02,9758,2604,7939,2583
E13,C07,C7,plate1,C,07,G03_a1.1_B12_1,1,0,0,env4,a1.1_B12,B12,7731,3152,7235,4091
E14,C07,C7,plate2,C,07,B04_a1.1_A02_1,1,0,0,env4,a1.1_A02,A02,7524,3259,6894,4400
E15,C08,C8,plate1,C,08,B04_a1.1_A02_1,1,0,0,env4,a1.1_A02,A02,11230,7049,8122,6861
E16,C08,C8,plate2,C,08,A04_a3_G12_1,1,0,0,env4,a3_G12,G12,8329,1569,8531,1767
E17,C09,C9,plate1,C,09,B04_a1.1_A02_1,1,0,0,env4,a1.1_A02,A02,8670,2124,8642,2718
E18,C09,C9,plate2,C,09,A04_a3_G12_1,1,0,0,env4,a3_G12,G12,9937,2345,7993,2480
E19,C10,C10,plate1,C,10,G03_a1.1_B12_1,1,0,0,env4,a1.1_B12,B12,8137,3391,8832,5867
E20,C10,C10,plate2,C,10,B04_a1.1_A02_1,1,0,0,env4,a1.1_A02,A02,9641,2395,7698,2525
E21,C11,C11,plate1,C,11,A06_a3_H07_1,0,1,0,env4,a3_H07,H07,6083,1376,6559,1960
E22,C11,C11,plate2,C,11,A06_a3_H07_1,0,1,0,env4,a3_H07,H07,8622,1405,6124,1002
E23,C12,C12,plate1,C,12,A06_a3_H07_1,0,1,0,env4,a3_H07,H07,8955,1943,6009,1577
E24,C12,C12,plate2,C,12,A06_a3_H07_1,0,1,0,env4,a3_H07,H07,7930,1189,6203,901
F01,C01,C1,plate3,C,01,G03_a1.1_B12_1,1,0,0,env4,a1.1_B12,B12,8250,4498,7918,5898
F02,C01,C1,plate4,C,01,B04_a1.1_A02_1,1,0,0,env4,a1.1_A02,A02,10179,1958,8625,1752
F03,C02,C2,plate3,C,02,G03_a1.1_B12_1,1,0,0,env4,a1.1_B12,B12,7233,2093,6601,2164
F04,C02,C2,plate4,C,02,B04_a1.1_A02_1,1,0,0,env4,a1.1_A02,A02,7520,1924,6377,2035
F05,C03,C3,plate3,C,03,G03_a1.1_B12_1,1,0,0,env4,a1.1_B12,B12,8083,1522,7450,1569
F06,C03,C3,plate4,C,03,B04_a1.1_A02_1,1,0,0,env4,a1.1_A02,A02,9211,1492,8929,1853
F07,C04,C4,plate3,C,04,B04_a1.1_A02_1,1,0,0,env4,a1.1_A02,A02,8588,1833,7044,2121
F08,C04,C4,plate4,C,04,A04_a3_G12_1,1,0,0,env4,a3_G12,G12,7363,954,7212,1083
F09,C05,C5,plate3,C,05,B04_a1.1_A02_1,1,0,0,env4,a1.1_A02,A02,7382,1929,6577,2452
F10,C05,C5,plate4,C,05,A04_a3_G12_1,1,0,0,env4,a3_G12,G12,5189,2422,5293,3472
F11,C06,C6,plate3,C,06,A04_a3_G12_1,1,0,0,env4,a3_G12,G12,9840,2400,8658,2640
F12,C06,C6,plate4,C,06,A06_a3_H07_1,1,0,0,env4,a3_H07,H07,8651,1042,6935,872
F13,C07,C7,plate3,C,07,A04_a3_G12_1,1,0,0,env4,a3_G12,G12,8017,1413,7044,1560
F14,C07,C7,plate4,C,07,A06_a3_H07_1,1,0,0,env4,a3_H07,H07,6398,950,4975,742
F15,C08,C8,plate3,C,08,A06_a3_H07_1,1,0,0,env4,a3_H07,H07,7630,1348,5126,934
F16,C08,C8,plate4,C,08,G03_a1.1_B12_1,1,0,0,env4,a1.1_B12,B12,6605,2617,5394,2733
F17,C09,C9,plate3,C,09,A06_a3_H07_1,1,0,0,env4,a3_H07,H07,8107,1076,7154,1202
F18,C09,C9,plate4,C,09,G03_a1.1_B12_1,1,0,0,env4,a1.1_B12,B12,7704,960,7222,1014
F19,C10,C10,plate3,C,10,A04_a3_G12_1,1,0,0,env4,a3_G12,G12,8914,1252,6366,1036
F20,C10,C10,plate4,C,10,A06_a3_H07_1,1,0,0,env4,a3_H07,H07,5005,680,4949,634
F21,C11,C11,plate3,C,11,A06_a3_H07_1,0,1,0,env4,a3_H07,H07,5564,811,5769,1259
F22,C11,C11,plate4,C,11,A06_a3_H07_1,0,1,0,env4,a3_H07,H07,5939,540,4551,317
F23,C12,C12,plate3,C,12,A06_a3_H07_1,0,1,0,env4,a3_H07,H07,5952,728,4830,646
F24,C12,C12,plate4,C,12,A06_a3_H07_1,0,1,0,env4,a3_H07,H07,6801,719,4950,501
G01,D01,D1,plate1,D,01,A04_a3_G12_1,1,0,0,env4,a3_G12,G12,10794,3237,11602,4812
G02,D01,D1,plate2,D,01,A06_a3_H07_1,1,0,0,env4,a3_H07,H07,10736,2781,8410,2622
G03,D02,D2,plate1,D,02,A04_a3_G12_1,1,0,0,env4,a3_G12,G12,10526,2398,9470,3217
G04,D02,D2,plate2,D,02,A06_a3_H07_1,1,0,0,env4,a3_H07,H07,6628,1639,5835,1655
G05,D03,D3,plate1,D,03,A04_a3_G12_1,1,0,0,env4,a3_G12,G12,11523,2908,11022,3652
G06,D03,D3,plate2,D,03,A06_a3_H07_1,1,0,0,env4,a3_H07,H07,7974,1725,6276,1701
G07,D04,D4,plate1,D,04,A06_a3_H07_1,1,0,0,env4,a3_H07,H07,7123,2104,8806,3542
G08,D04,D4,plate2,D,04,G03_a1.1_B12_1,1,0,0,env4,a1.1_B12,B12,11159,2667,8116,2978
G09,D05,D5,plate1,D,05,A06_a3_H07_1,1,0,0,env4,a3_H07,H07,9768,2241,8671,2506
G10,D05,D5,plate2,D,05,G03_a1.1_B12_1,1,0,0,env4,a1.1_B12,B12,9209,3369,7654,4775
G11,D06,D6,plate1,D,06,G03_a1.1_B12_1,1,0,0,env4,a1.1_B12,B12,7327,2396,6259,2603
G12,D06,D6,plate2,D,06,B04_a1.1_A02_1,1,0,0,env4,a1.1_A02,A02,6945,3479,6437,4987
G13,D07,D7,plate1,D,07,G03_a1.1_B12_1,1,0,0,env4,a1.1_B12,B12,9011,1905,7634,2085
G14,D07,D7,plate2,D,07,B04_a1.1_A02_1,1,0,0,env4,a1.1_A02,A02,10470,1816,7953,1807
G15,D08,D8,plate1,D,08,B04_a1.1_A02_1,1,0,0,env4,a1.1_A02,A02,8715,3085,10779,6096
G16,D08,D8,plate2,D,08,A04_a3_G12_1,1,0,0,env4,a3_G12,G12,10711,1921,7498,1688
G17,D09,D9,plate1,D,09,B04_a1.1_A02_1,1,0,0,env4,a1.1_A02,A02,13795,9374,8564,7606
G18,D09,D9,plate2,D,09,A04_a3_G12_1,1,0,0,env4,a3_G12,G12,8030,1663,7753,2202
G19,D10,D10,plate1,D,10,G03_a1.1_B12_1,1,0,0,env4,a1.1_B12,B12,9238,2159,7633,1992
G20,D10,D10,plate2,D,10,B04_a1.1_A02_1,1,0,0,env4,a1.1_A02,A02,9590,1960,8866,2787
G21,D11,D11,plate1,D,11,MATa,0,1,1,env4,MATa,MATa,6938,3447,8096,7020
G22,D11,D11,plate2,D,11,MATa,0,1,1,env4,MATa,MATa,6563,2304,6337,4751
G23,D12,D12,plate1,D,12,MATa,0,1,1,env4,MATa,MATa,7624,4325,8217,7431
G24,D12,D12,plate2,D,12,MATa,0,1,1,env4,MATa,MATa,6943,2992,6915,5645
H01,D01,D1,plate3,D,01,G03_a1.1_B12_1,1,0,0,env4,a1.1_B12,B12,7919,3469,7736,5301
H02,D01,D1,plate4,D,01,B04_a1.1_A02_1,1,0,0,env4,a1.1_A02,A02,7553,2511,6673,2977
H03,D02,D2,plate3,D,02,G03_a1.1_B12_1,1,0,0,env4,a1.1_B12,B12,8733,1652,7141,1309
H04,D02,D2,plate4,D,02,B04_a1.1_A02_1,1,0,0,env4,a1.1_A02,A02,10000,1874,6782,1294
H05,D03,D3,plate3,D,03,G03_a1.1_B12_1,1,0,0,env4,a1.1_B12,B12,9901,5814,7158,5432
H06,D03,D3,plate4,D,03,B04_a1.1_A02_1,1,0,0,env4,a1.1_A02,A02,8450,1118,6971,922
H07,D04,D4,plate3,D,04,B04_a1.1_A02_1,1,0,0,env4,a1.1_A02,A02,7161,4521,6737,5397
H08,D04,D4,plate4,D,04,A04_a3_G12_1,1,0,0,env4,a3_G12,G12,8222,1095,6293,958
H09,D05,D5,plate3,D,05,B04_a1.1_A02_1,1,0,0,env4,a1.1_A02,A02,7196,2839,5424,3884
H10,D05,D5,plate4,D,05,A04_a3_G12_1,1,0,0,env4,a3_G12,G12,8553,1172,6448,787
H11,D06,D6,plate3,D,06,A04_a3_G12_1,1,0,0,env4,a3_G12,G12,7916,1310,6697,1369
H12,D06,D6,plate4,D,06,A06_a3_H07_1,1,0,0,env4,a3_H07,H07,7688,933,6631,562
H13,D07,D7,plate3,D,07,A04_a3_G12_1,1,0,0,env4,a3_G12,G12,9902,1876,7415,1526
H14,D07,D7,plate4,D,07,A06_a3_H07_1,1,0,0,env4,a3_H07,H07,7138,954,6381,796
H15,D08,D8,plate3,D,08,A06_a3_H07_1,1,0,0,env4,a3_H07,H07,7235,1355,4835,1074
H16,D08,D8,plate4,D,08,G03_a1.1_B12_1,1,0,0,env4,a1.1_B12,B12,7901,875,5813,529
H17,D09,D9,plate3,D,09,A06_a3_H07_1,1,0,0,env4,a3_H07,H07,9069,1272,6557,919
H18,D09,D9,plate4,D,09,G03_a1.1_B12_1,1,0,0,env4,a1.1_B12,B12,9215,1611,6440,1040
H19,D10,D10,plate3,D,10,A04_a3_G12_1,1,0,0,env4,a3_G12,G12,6527,1057,6074,976
H20,D10,D10,plate4,D,10,A06_a3_H07_1,1,0,0,env4,a3_H07,H07,9207,1005,5854,583
H21,D11,D11,plate3,D,11,MATa,0,1,1,env4,MATa,MATa,6884,2609,6172,4708
H22,D11,D11,plate4,D,11,MATa,0,1,1,env4,MATa,MATa,4131,1453,3848,2660
H23,D12,D12,plate3,D,12,MATa,0,1,1,env4,MATa,MATa,4624,2092,5066,4296
H24,D12,D12,plate4,D,12,MATa,0,1,1,env4,MATa,MATa,4633,2138,5145,4117
I01,E01,E1,plate1,E,01,A06_a3_H07_1,1,0,0,env4,a3_H07,H07,10671,3547,8556,3570
I02,E01,E1,plate2,E,01,G03_a1.1_B12_1,1,0,0,env4,a1.1_B12,B12,10452,2366,7682,1589
I03,E02,E2,plate1,E,02,A04_a3_G12_1,1,0,0,env4,a3_G12,G12,9137,2448,8898,2756
I04,E02,E2,plate2,E,02,A06_a3_H07_1,1,0,0,env4,a3_H07,H07,7301,1847,6029,1647
I05,E03,E3,plate1,E,03,A04_a3_G12_1,1,0,0,env4,a3_G12,G12,8422,2255,8441,2526
I06,E03,E3,plate2,E,03,A06_a3_H07_1,1,0,0,env4,a3_H07,H07,7493,1794,6298,1708
I07,E04,E4,plate1,E,04,A06_a3_H07_1,1,0,0,env4,a3_H07,H07,11229,2266,7536,2193
I08,E04,E4,plate2,E,04,G03_a1.1_B12_1,1,0,0,env4,a1.1_B12,B12,9478,1693,8245,1919
I09,E05,E5,plate1,E,05,A06_a3_H07_1,1,0,0,env4,a3_H07,H07,8513,2050,8542,2905
I10,E05,E5,plate2,E,05,G03_a1.1_B12_1,1,0,0,env4,a1.1_B12,B12,8206,1884,7541,2085
I11,E06,E6,plate1,E,06,G03_a1.1_B12_1,1,0,0,env4,a1.1_B12,B12,8532,1808,7635,2083
I12,E06,E6,plate2,E,06,B04_a1.1_A02_1,1,0,0,env4,a1.1_A02,A02,10091,2019,7023,2192
I13,E07,E7,plate1,E,07,G03_a1.1_B12_1,1,0,0,env4,a1.1_B12,B12,10563,3797,11079,5962
I14,E07,E7,plate2,E,07,B04_a1.1_A02_1,1,0,0,env4,a1.1_A02,A02,9349,1892,8057,2235
I15,E08,E8,plate1,E,08,B04_a1.1_A02_1,1,0,0,env4,a1.1_A02,A02,12090,4547,11666,7086
I16,E08,E8,plate2,E,08,A04_a3_G12_1,1,0,0,env4,a3_G12,G12,9736,2580,10019,3795
I17,E09,E9,plate1,E,09,B04_a1.1_A02_1,1,0,0,env4,a1.1_A02,A02,7898,1699,8353,2834
I18,E09,E9,plate2,E,09,A04_a3_G12_1,1,0,0,env4,a3_G12,G12,9429,2473,9241,3269
I19,E10,E10,plate1,E,10,B04_a1.1_A02_1,1,0,0,env4,a1.1_A02,A02,9593,2008,7830,1953
I20,E10,E10,plate2,E,10,A04_a3_G12_1,1,0,0,env4,a3_G12,G12,11397,1882,8030,1964
I21,E11,E11,plate1,E,11,MATalpha,0,1,1,env4,MATalpha,MATalpha,7094,2420,5984,3436
I22,E11,E11,plate2,E,11,MATalpha,0,1,1,env4,MATalpha,MATalpha,6606,1978,5064,2315
I23,E12,E12,plate1,E,12,MATalpha,0,1,1,env4,MATalpha,MATalpha,10827,4237,6499,3995
I24,E12,E12,plate2,E,12,MATalpha,0,1,1,env4,MATalpha,MATalpha,5614,1732,6291,2959
J01,E01,E1,plate3,E,01,B04_a1.1_A02_1,1,0,0,env4,a1.1_A02,A02,7474,4240,6521,5035
J02,E01,E1,plate4,E,01,A04_a3_G12_1,1,0,0,env4,a3_G12,G12,11048,2197,4160,1088
J03,E02,E2,plate3,E,02,G03_a1.1_B12_1,1,0,0,env4,a1.1_B12,B12,8059,1758,12637,3176
J04,E02,E2,plate4,E,02,B04_a1.1_A02_1,1,0,0,env4,a1.1_A02,A02,9758,1690,6352,1245
J05,E03,E3,plate3,E,03,G03_a1.1_B12_1,1,0,0,env4,a1.1_B12,B12,8763,1838,7584,1625
J06,E03,E3,plate4,E,03,B04_a1.1_A02_1,1,0,0,env4,a1.1_A02,A02,7561,1519,5425,1066
J07,E04,E4,plate3,E,04,B04_a1.1_A02_1,1,0,0,env4,a1.1_A02,A02,9077,2156,7795,2834
J08,E04,E4,plate4,E,04,A04_a3_G12_1,1,0,0,env4,a3_G12,G12,8168,1686,8150,2376
J09,E05,E5,plate3,E,05,B04_a1.1_A02_1,1,0,0,env4,a1.1_A02,A02,8552,2974,5393,3130
J10,E05,E5,plate4,E,05,A04_a3_G12_1,1,0,0,env4,a3_G12,G12,6477,941,5563,781
J11,E06,E6,plate3,E,06,A04_a3_G12_1,1,0,0,env4,a3_G12,G12,9365,1623,6515,1510
J12,E06,E6,plate4,E,06,A06_a3_H07_1,1,0,0,env4,a3_H07,H07,5016,830,4198,553
J13,E07,E7,plate3,E,07,A04_a3_G12_1,1,0,0,env4,a3_G12,G12,7214,1343,6569,1422
J14,E07,E7,plate4,E,07,A06_a3_H07_1,1,0,0,env4,a3_H07,H07,8863,1134,7233,1087
J15,E08,E8,plate3,E,08,A06_a3_H07_1,1,0,0,env4,a3_H07,H07,8168,1403,6631,1189
J16,E08,E8,plate4,E,08,G03_a1.1_B12_1,1,0,0,env4,a1.1_B12,B12,9510,1369,6195,952
J17,E09,E9,plate3,E,09,A06_a3_H07_1,1,0,0,env4,a3_H07,H07,6896,1166,4482,1029
J18,E09,E9,plate4,E,09,G03_a1.1_B12_1,1,0,0,env4,a1.1_B12,B12,6063,1047,4423,847
