well_id_384,well_id_96,well_id_96_no0,plate_id,96_row,96_col,kk_strain_id,F1,parent,anc,env,kk_pop_id,kk_well_id,cells_t1,test_t1,cells_t2,test_t2
I11,E06,E6,plate1,E,06,G03_a1.1_B12_1,1,0,0,env3,a1.1_B12,B12,12683,4105,9951,5392
I12,E06,E6,plate2,E,06,B04_a1.1_A02_1,1,0,0,env3,a1.1_A02,A02,9598,3368,10507,6593
I13,E07,E7,plate1,E,07,G03_a1.1_B12_1,1,0,0,env3,a1.1_B12,B12,10585,3561,11437,6220
I14,E07,E7,plate2,E,07,B04_a1.1_A02_1,1,0,0,env3,a1.1_A02,A02,10106,3437,9950,5838
I15,E08,E8,plate1,E,08,B04_a1.1_A02_1,1,0,0,env3,a1.1_A02,A02,11204,4780,9865,6272
I16,E08,E8,plate2,E,08,A04_a3_G12_1,1,0,0,env3,a3_G12,G12,13353,4513,10337,5403
I17,E09,E9,plate1,E,09,B04_a1.1_A02_1,1,0,0,env3,a1.1_A02,A02,12471,4694,10168,6011
I18,E09,E9,plate2,E,09,A04_a3_G12_1,1,0,0,env3,a3_G12,G12,11984,4291,10187,5654
I19,E10,E10,plate1,E,10,B04_a1.1_A02_1,1,0,0,env3,a1.1_A02,A02,6889,2760,9552,5685
I20,E10,E10,plate2,E,10,A04_a3_G12_1,1,0,0,env3,a3_G12,G12,11291,3351,10141,5504
I21,E11,E11,plate1,E,11,MATalpha,0,1,1,env3,MATalpha,MATalpha,6746,2595,9190,5813
I22,E11,E11,plate2,E,11,MATalpha,0,1,1,env3,MATalpha,MATalpha,8475,2690,7999,4775
I23,E12,E12,plate1,E,12,MATalpha,0,1,1,env3,MATalpha,MATalpha,7734,3366,10546,7391
I24,E12,E12,plate2,E,12,MATalpha,0,1,1,env3,MATalpha,MATalpha,9244,2954,8688,5151
J01,E01,E1,plate3,E,01,B04_a1.1_A02_1,1,0,0,env3,a1.1_A02,A02,8520,5401,12642,11080
J02,E01,E1,plate4,E,01,A04_a3_G12_1,1,0,0,env3,a3_G12,G12,16455,6287,9456,5837
J03,E02,E2,plate3,E,02,G03_a1.1_B12_1,1,0,0,env3,a1.1_B12,B12,9797,3411,9805,5392
J04,E02,E2,plate4,E,02,B04_a1.1_A02_1,1,0,0,env3,a1.1_A02,A02,8769,3015,8155,4813
J05,E03,E3,plate3,E,03,G03_a1.1_B12_1,1,0,0,env3,a1.1_B12,B12,10227,3573,9196,4489
J06,E03,E3,plate4,E,03,B04_a1.1_A02_1,1,0,0,env3,a1.1_A02,A02,10472,3651,7087,3730
J07,E04,E4,plate3,E,04,B04_a1.1_A02_1,1,0,0,env3,a1.1_A02,A02,9922,3605,10246,5950
J08,E04,E4,plate4,E,04,A04_a3_G12_1,1,0,0,env3,a3_G12,G12,5984,1962,7721,4760
J09,E05,E5,plate3,E,05,B04_a1.1_A02_1,1,0,0,env3,a1.1_A02,A02,10300,4849,10904,8127
