Name	Statistic	Cells
Specimen_001_O8_O08.fcs		17766
Specimen_001_O8_O08.fcs/mCherry	75.1	13338
Specimen_001_O9_O09.fcs		21338
Specimen_001_O9_O09.fcs/mCherry	79.1	16869
Specimen_001_O10_O10.fcs		19411
Specimen_001_O10_O10.fcs/mCherry	78.1	15164
Specimen_001_O11_O11.fcs		20633
Specimen_001_O11_O11.fcs/mCherry	71.9	14844
Specimen_001_O12_O12.fcs		20539
Specimen_001_O12_O12.fcs/mCherry	74	15195
Specimen_001_O13_O13.fcs		21103
Specimen_001_O13_O13.fcs/mCherry	68.7	14493
Specimen_001_O14_O14.fcs		20116
Specimen_001_O14_O14.fcs/mCherry	70.6	14195
Specimen_001_O15_O15.fcs		20633
Specimen_001_O15_O15.fcs/mCherry	80.9	16686
Specimen_001_O16_O16.fcs		19317
Specimen_001_O16_O16.fcs/mCherry	80.3	15504
Specimen_001_O17_O17.fcs		19928
Specimen_001_O17_O17.fcs/mCherry	76.3	15200
Specimen_001_O18_O18.fcs		18565
Specimen_001_O18_O18.fcs/mCherry	77.9	14454
Specimen_001_O19_O19.fcs		20586
Specimen_001_O19_O19.fcs/mCherry	76.6	15767
Specimen_001_O20_O20.fcs		19317
Specimen_001_O20_O20.fcs/mCherry	75	14488
Specimen_001_O21_O21.fcs		23004
Specimen_001_O21_O21.fcs/mCherry	99.5	22893
Specimen_001_O22_O22.fcs		24299
Specimen_001_O22_O22.fcs/mCherry	99.7	24228
Specimen_001_P3_P03.fcs		15604
Specimen_001_P3_P03.fcs/mCherry	99.9	15582
Specimen_001_P4_P04.fcs		16967
Specimen_001_P4_P04.fcs/mCherry	99.9	16947
Specimen_001_P5_P05.fcs		13442
Specimen_001_P5_P05.fcs/mCherry	67.5	9078
Specimen_001_P6_P06.fcs		15604
Specimen_001_P6_P06.fcs/mCherry	74.1	11567
Specimen_001_P7_P07.fcs		13536
Specimen_001_P7_P07.fcs/mCherry	62.8	8501
Specimen_001_P8_P08.fcs		15463
Specimen_001_P8_P08.fcs/mCherry	67.4	10424
Specimen_001_P9_P09.fcs		16262
Specimen_001_P9_P09.fcs/mCherry	65.3	10620
Specimen_001_P10_P10.fcs		17296
Specimen_001_P10_P10.fcs/mCherry	68.5	11854
Specimen_001_P11_P11.fcs		14993
Specimen_001_P11_P11.fcs/mCherry	55.8	8359
Specimen_001_P12_P12.fcs		16497
Specimen_001_P12_P12.fcs/mCherry	61.7	10184
Specimen_001_P13_P13.fcs		17249
Specimen_001_P13_P13.fcs/mCherry	61.7	10647
Specimen_001_P14_P14.fcs		17061
Specimen_001_P14_P14.fcs/mCherry	61.4	10475
Specimen_001_P15_P15.fcs		16920
Specimen_001_P15_P15.fcs/mCherry	70.9	11991
Specimen_001_P16_P16.fcs		16403
Specimen_001_P16_P16.fcs/mCherry	71.2	11679
Specimen_001_P17_P17.fcs		13160
Specimen_001_P17_P17.fcs/mCherry	60.4	7949
Specimen_001_P18_P18.fcs		11844
Specimen_001_P18_P18.fcs/mCherry	53.9	6388
Specimen_001_P19_P19.fcs		13207
Specimen_001_P19_P19.fcs/mCherry	67.2	8869
Specimen_001_P20_P20.fcs		15933
Specimen_001_P20_P20.fcs/mCherry	71.8	11445
Specimen_001_P21_P21.fcs		13374
Specimen_001_P21_P21.fcs/mCherry	99.8	13346
Specimen_001_P22_P22.fcs		16685
Specimen_001_P22_P22.fcs/mCherry	99.8	16657
