Name	Statistic	Cells
Specimen_001_B4_B04.fcs/mCherry	99.9	14927
Specimen_001_B5_B05.fcs		13301
Specimen_001_B5_B05.fcs/mCherry	74.9	9963
Specimen_001_B6_B06.fcs		14006
Specimen_001_B6_B06.fcs/mCherry	74.7	10458
Specimen_001_B7_B07.fcs		12925
Specimen_001_B7_B07.fcs/mCherry	65.3	8445
Specimen_001_B8_B08.fcs		13630
Specimen_001_B8_B08.fcs/mCherry	64.4	8775
Specimen_001_B9_B09.fcs		12737
Specimen_001_B9_B09.fcs/mCherry	61.8	7867
Specimen_001_B10_B10.fcs		14617
Specimen_001_B10_B10.fcs/mCherry	65.9	9638
Specimen_001_B11_B11.fcs		10763
Specimen_001_B11_B11.fcs/mCherry	57.1	6146
Specimen_001_B12_B12.fcs		13724
Specimen_001_B12_B12.fcs/mCherry	62	8511
Specimen_001_B13_B13.fcs		11421
Specimen_001_B13_B13.fcs/mCherry	61.7	7046
Specimen_001_B14_B14.fcs		13818
Specimen_001_B14_B14.fcs/mCherry	66.6	9204
Specimen_001_B15_B15.fcs		4308
Specimen_001_B15_B15.fcs/mCherry	22.8	983
Specimen_001_B16_B16.fcs		14899
Specimen_001_B16_B16.fcs/mCherry	66.4	9891
Specimen_001_B17_B17.fcs		12878
Specimen_001_B17_B17.fcs/mCherry	68.3	8796
Specimen_001_B18_B18.fcs		13207
Specimen_001_B18_B18.fcs/mCherry	64.9	8574
Specimen_001_B19_B19.fcs		13254
Specimen_001_B19_B19.fcs/mCherry	73	9671
Specimen_001_B20_B20.fcs		13630
Specimen_001_B20_B20.fcs/mCherry	73.2	9973
Specimen_001_B21_B21.fcs		14617
Specimen_001_B21_B21.fcs/mCherry	99.9	14602
Specimen_001_B22_B22.fcs		16591
Specimen_001_B22_B22.fcs/mCherry	99.9	16577
Specimen_001_C3_C03.fcs		7144
Specimen_001_C3_C03.fcs/mCherry	94.5	6748
Specimen_001_C4_C04.fcs		15745
Specimen_001_C4_C04.fcs/mCherry	91.5	14405
Specimen_001_C5_C05.fcs		5195
Specimen_001_C5_C05.fcs/mCherry	73	3793
Specimen_001_C6_C06.fcs		14100
Specimen_001_C6_C06.fcs/mCherry	74.1	10445
Specimen_001_C7_C07.fcs		13818
Specimen_001_C7_C07.fcs/mCherry	78.8	10890
Specimen_001_C8_C08.fcs		13442
Specimen_001_C8_C08.fcs/mCherry	79.7	10712
Specimen_001_C9_C09.fcs		14476
Specimen_001_C9_C09.fcs/mCherry	78.7	11387
Specimen_001_C10_C10.fcs		14476
Specimen_001_C10_C10.fcs/mCherry	79.3	11480
Specimen_001_C11_C11.fcs		16168
Specimen_001_C11_C11.fcs/mCherry	99.6	16101
Specimen_001_C12_C12.fcs		16732
Specimen_001_C12_C12.fcs/mCherry	99.6	16672
Specimen_001_C13_C13.fcs		16356
Specimen_001_C13_C13.fcs/mCherry	99.7	16300
Specimen_001_C14_C14.fcs		16873
Specimen_001_C14_C14.fcs/mCherry	99.7	16823
Specimen_001_C15_C15.fcs		14006
Specimen_001_C15_C15.fcs/mCherry	78.2	10950
Specimen_001_C16_C16.fcs		15933
Specimen_001_C16_C16.fcs/mCherry	80	12751
Specimen_001_C17_C17.fcs		14382
Specimen_001_C17_C17.fcs/mCherry	80.1	11514
Specimen_001_C18_C18.fcs		13301
Specimen_001_C18_C18.fcs/mCherry	81.8	10876
Specimen_001_C19_C19.fcs		14805
Specimen_001_C19_C19.fcs/mCherry	73.4	10866
Specimen_001_C20_C20.fcs		17014
Specimen_001_C20_C20.fcs/mCherry	72.8	12390
Specimen_001_C21_C21.fcs		17437
Specimen_001_C21_C21.fcs/mCherry	92.2	16080
Specimen_001_C22_C22.fcs		16450
Specimen_001_C22_C22.fcs/mCherry	92.7	15253
Specimen_001_D3_D03.fcs		13818
Specimen_001_D3_D03.fcs/mCherry	94.1	12997
Specimen_001_D4_D04.fcs		13724
Specimen_001_D4_D04.fcs/mCherry	94.1	12918
Specimen_001_D5_D05.fcs		10434
Specimen_001_D5_D05.fcs/mCherry	62.6	6532
Specimen_001_D6_D06.fcs		12972
Specimen_001_D6_D06.fcs/mCherry	63.8	8279
Specimen_001_D7_D07.fcs		11468
Specimen_001_D7_D07.fcs/mCherry	70.2	8050
Specimen_001_D8_D08.fcs		12408
Specimen_001_D8_D08.fcs/mCherry	71.4	8855
Specimen_001_D9_D09.fcs		11703
Specimen_001_D9_D09.fcs/mCherry	71.3	8342
Specimen_001_D10_D10.fcs		12925
Specimen_001_D10_D10.fcs/mCherry	72.6	9386
Specimen_001_D11_D11.fcs		3430
Specimen_001_D11_D11.fcs/mCherry	99.8	3423
Specimen_001_D12_D12.fcs		14241
Specimen_001_D12_D12.fcs/mCherry	99.8	14211
Specimen_001_D13_D13.fcs		11280
Specimen_001_D13_D13.fcs/mCherry	99.7	11251
Specimen_001_D14_D14.fcs		13677
Specimen_001_D14_D14.fcs/mCherry	99.9	13665
Specimen_001_D15_D15.fcs		11562
Specimen_001_D15_D15.fcs/mCherry	68.4	7905
Specimen_001_D16_D16.fcs		13724
Specimen_001_D16_D16.fcs/mCherry	70.7	9705
Specimen_001_D17_D17.fcs		3610
Specimen_001_D17_D17.fcs/mCherry	67.2	2427
Specimen_001_D18_D18.fcs		12972
Specimen_001_D18_D18.fcs/mCherry	71.6	9288
Specimen_001_D19_D19.fcs		10951
Specimen_001_D19_D19.fcs/mCherry	57	6242
Specimen_001_D20_D20.fcs		13865
Specimen_001_D20_D20.fcs/mCherry	63.7	8829
Specimen_001_D21_D21.fcs		11421
Specimen_001_D21_D21.fcs/mCherry	94.7	10812
Specimen_001_D22_D22.fcs		15792
Specimen_001_D22_D22.fcs/mCherry	95.3	15043
Specimen_001_E3_E03.fcs		5747
Specimen_001_E3_E03.fcs/mCherry	75	4309
Specimen_001_E4_E04.fcs		16873
Specimen_001_E4_E04.fcs/mCherry	76.7	12941
Specimen_001_E5_E05.fcs		7802
Specimen_001_E5_E05.fcs/mCherry	75	5851
Specimen_001_E6_E06.fcs		15510
Specimen_001_E6_E06.fcs/mCherry	75.1	11647
Specimen_001_E7_E07.fcs		6055
Specimen_001_E7_E07.fcs/mCherry	72.4	4384
Specimen_001_E8_E08.fcs		14335
Specimen_001_E8_E08.fcs/mCherry	71.3	10216
Specimen_001_E9_E09.fcs		18894
Specimen_001_E9_E09.fcs/mCherry	83.9	15851
Specimen_001_E10_E10.fcs		17108
Specimen_001_E10_E10.fcs/mCherry	85.2	14579
Specimen_001_E11_E11.fcs		5494
Specimen_001_E11_E11.fcs/mCherry	86.8	4770
Specimen_001_E12_E12.fcs		16826
Specimen_001_E12_E12.fcs/mCherry	84.2	14162
Specimen_001_E13_E13.fcs		7190
Specimen_001_E13_E13.fcs/mCherry	86.3	6205
Specimen_001_E14_E14.fcs		17249
Specimen_001_E14_E14.fcs/mCherry	83.5	14407
Specimen_001_E15_E15.fcs		16685
Specimen_001_E15_E15.fcs/mCherry	84.9	14169
Specimen_001_E16_E16.fcs		17531
Specimen_001_E16_E16.fcs/mCherry	84.7	14857
Specimen_001_E17_E17.fcs		16873
Specimen_001_E17_E17.fcs/mCherry	73.6	12415
Specimen_001_E18_E18.fcs		16638
Specimen_001_E18_E18.fcs/mCherry	73.9	12289
Specimen_001_E19_E19.fcs		8413
Specimen_001_E19_E19.fcs/mCherry	73.8	6211
Specimen_001_E20_E20.fcs		15604
Specimen_001_E20_E20.fcs/mCherry	72.6	11327
Specimen_001_E21_E21.fcs		16168
Specimen_001_E21_E21.fcs/mCherry	77.5	12523
Specimen_001_E22_E22.fcs		15980
Specimen_001_E22_E22.fcs/mCherry	77.4	12374
Specimen_001_F3_F03.fcs		3575
Specimen_001_F3_F03.fcs/mCherry	64.8	2315
Specimen_001_F4_F04.fcs		12643
Specimen_001_F4_F04.fcs/mCherry	67.7	8561
Specimen_001_F5_F05.fcs		3402
Specimen_001_F5_F05.fcs/mCherry	62.2	2116
Specimen_001_F6_F06.fcs		13207
Specimen_001_F6_F06.fcs/mCherry	63.7	8414
Specimen_001_F7_F07.fcs		3547
Specimen_001_F7_F07.fcs/mCherry	55.6	1971
Specimen_001_F8_F08.fcs		13536
Specimen_001_F8_F08.fcs/mCherry	59.2	8007
Specimen_001_F9_F09.fcs		3902
Specimen_001_F9_F09.fcs/mCherry	70.7	2757
Specimen_001_F10_F10.fcs		16168
Specimen_001_F10_F10.fcs/mCherry	71.6	11573
Specimen_001_F11_F11.fcs		13677
Specimen_001_F11_F11.fcs/mCherry	68.9	9428
Specimen_001_F12_F12.fcs		14382
Specimen_001_F12_F12.fcs/mCherry	73.1	10520
Specimen_001_F13_F13.fcs		3625
Specimen_001_F13_F13.fcs/mCherry	66.8	2423
Specimen_001_F14_F14.fcs		15604
Specimen_001_F14_F14.fcs/mCherry	70.4	10980
Specimen_001_F15_F15.fcs		13959
Specimen_001_F15_F15.fcs/mCherry	72.5	10117
Specimen_001_F16_F16.fcs		15369
Specimen_001_F16_F16.fcs/mCherry	74.2	11398
Specimen_001_F17_F17.fcs		3313
Specimen_001_F17_F17.fcs/mCherry	57.2	1894
Specimen_001_F18_F18.fcs		14053
Specimen_001_F18_F18.fcs/mCherry	61.3	8621
Specimen_001_F19_F19.fcs		3506
Specimen_001_F19_F19.fcs/mCherry	58.8	2061
Specimen_001_F20_F20.fcs		14194
Specimen_001_F20_F20.fcs/mCherry	62	8799
Specimen_001_F21_F21.fcs		10716
Specimen_001_F21_F21.fcs/mCherry	62.6	6707
Specimen_001_F22_F22.fcs		13771
Specimen_001_F22_F22.fcs/mCherry	70.2	9670
Specimen_001_G3_G03.fcs		5843
Specimen_001_G3_G03.fcs/mCherry	79.5	4645
Specimen_001_G4_G04.fcs		16638
Specimen_001_G4_G04.fcs/mCherry	80.1	13328
Specimen_001_G5_G05.fcs		4063
Specimen_001_G5_G05.fcs/mCherry	72.4	2943
Specimen_001_G6_G06.fcs		16309
Specimen_001_G6_G06.fcs/mCherry	71.7	11689
Specimen_001_G7_G07.fcs		16544
Specimen_001_G7_G07.fcs/mCherry	75.2	12436
Specimen_001_G8_G08.fcs		17014
Specimen_001_G8_G08.fcs/mCherry	76.5	13021
Specimen_001_G9_G09.fcs		7614
Specimen_001_G9_G09.fcs/mCherry	74.7	5688
Specimen_001_G10_G10.fcs		15792
Specimen_001_G10_G10.fcs/mCherry	78.7	12432
Specimen_001_G11_G11.fcs		5022
Specimen_001_G11_G11.fcs/mCherry	72	3614
Specimen_001_G12_G12.fcs		16074
Specimen_001_G12_G12.fcs/mCherry	72.2	11612
Specimen_001_G13_G13.fcs		6614
Specimen_001_G13_G13.fcs/mCherry	75.6	5003
Specimen_001_G14_G14.fcs		16403
Specimen_001_G14_G14.fcs/mCherry	75.9	12450
Specimen_001_G15_G15.fcs		15933
Specimen_001_G15_G15.fcs/mCherry	79.3	12631
Specimen_001_G16_G16.fcs		4245
Specimen_001_G16_G16.fcs/mCherry	79.5	3375
Specimen_001_G17_G17.fcs		16826
Specimen_001_G17_G17.fcs/mCherry	75.1	12634
Specimen_001_G18_G18.fcs		3920
Specimen_001_G18_G18.fcs/mCherry	77.2	3028
Specimen_001_G19_G19.fcs		16967
Specimen_001_G19_G19.fcs/mCherry	74.6	12662
Specimen_001_G20_G20.fcs		5830
Specimen_001_G20_G20.fcs/mCherry	76.8	4478
Specimen_001_G21_G21.fcs		9118
Specimen_001_G21_G21.fcs/mCherry	79.5	7246
Specimen_001_G22_G22.fcs		20539
Specimen_001_G22_G22.fcs/mCherry	79	16232
Specimen_001_H3_H03.fcs		4193
Specimen_001_H3_H03.fcs/mCherry	65.5	2746
Specimen_001_H4_H04.fcs		16121
Specimen_001_H4_H04.fcs/mCherry	70.7	11392
Specimen_001_H5_H05.fcs		4081
Specimen_001_H5_H05.fcs/mCherry	59.3	2421
Specimen_001_H6_H06.fcs		14570
Specimen_001_H6_H06.fcs/mCherry	60.5	8815
Specimen_001_H7_H07.fcs		12596
Specimen_001_H7_H07.fcs/mCherry	63.5	8004
Specimen_001_H8_H08.fcs		14476
Specimen_001_H8_H08.fcs/mCherry	67.6	9781
Specimen_001_H9_H09.fcs		11327
Specimen_001_H9_H09.fcs/mCherry	61.9	7014
Specimen_001_H10_H10.fcs		13489
Specimen_001_H10_H10.fcs/mCherry	68	9173
Specimen_001_H11_H11.fcs		11280
Specimen_001_H11_H11.fcs/mCherry	57	6435
Specimen_001_H12_H12.fcs		13489
Specimen_001_H12_H12.fcs/mCherry	63.1	8505
Specimen_001_H13_H13.fcs		2972
Specimen_001_H13_H13.fcs/mCherry	59.2	1758
Specimen_001_H14_H14.fcs		13959
Specimen_001_H14_H14.fcs/mCherry	65.7	9176
Specimen_001_H15_H15.fcs		11280
Specimen_001_H15_H15.fcs/mCherry	67.8	7647
Specimen_001_H16_H16.fcs		14100
Specimen_001_H16_H16.fcs/mCherry	69.4	9780
Specimen_001_H17_H17.fcs		11562
Specimen_001_H17_H17.fcs/mCherry	61.9	7158
Specimen_001_H18_H18.fcs		14993
Specimen_001_H18_H18.fcs/mCherry	66.1	9905
Specimen_001_H19_H19.fcs		3603
Specimen_001_H19_H19.fcs/mCherry	59.3	2138
Specimen_001_H20_H20.fcs		14805
Specimen_001_H20_H20.fcs/mCherry	64.8	9601
Specimen_001_H21_H21.fcs		16027
Specimen_001_H21_H21.fcs/mCherry	63.8	10219
Specimen_001_H22_H22.fcs		18424
Specimen_001_H22_H22.fcs/mCherry	67.3	12397
Specimen_001_I3_I03.fcs		17202
Specimen_001_I3_I03.fcs/mCherry	88.6	15242
Specimen_001_I4_I04.fcs		17578
Specimen_001_I4_I04.fcs/mCherry	92.2	16213
Specimen_001_I5_I05.fcs		7332
Specimen_001_I5_I05.fcs/mCherry	75.1	5507
Specimen_001_I6_I06.fcs		17813
Specimen_001_I6_I06.fcs/mCherry	73.9	13166
Specimen_001_I7_I07.fcs		16403
Specimen_001_I7_I07.fcs/mCherry	75.6	12401
Specimen_001_I8_I08.fcs		15604
Specimen_001_I8_I08.fcs/mCherry	76.1	11872
Specimen_001_I9_I09.fcs		17578
Specimen_001_I9_I09.fcs/mCherry	76.5	13451
Specimen_001_I10_I10.fcs		5404
Specimen_001_I10_I10.fcs/mCherry	78.1	4223
Specimen_001_I11_I11.fcs		17860
Specimen_001_I11_I11.fcs/mCherry	76.1	13595
Specimen_001_I12_I12.fcs		5110
Specimen_001_I12_I12.fcs/mCherry	79.2	4047
Specimen_001_I13_I13.fcs		18048
Specimen_001_I13_I13.fcs/mCherry	78.1	14087
Specimen_001_I14_I14.fcs		3592
Specimen_001_I14_I14.fcs/mCherry	81.6	2932
Specimen_001_I15_I15.fcs		18048
Specimen_001_I15_I15.fcs/mCherry	78.7	14203
Specimen_001_I16_I16.fcs		2497
Specimen_001_I16_I16.fcs/mCherry	82.4	2058
Specimen_001_I17_I17.fcs		20351
Specimen_001_I17_I17.fcs/mCherry	76.3	15523
Specimen_001_I18_I18.fcs		3241
Specimen_001_I18_I18.fcs/mCherry	78.3	2538
Specimen_001_I19_I19.fcs		17343
Specimen_001_I19_I19.fcs/mCherry	76.9	13332
Specimen_001_I20_I20.fcs		3276
Specimen_001_I20_I20.fcs/mCherry	75.8	2484
Specimen_001_I21_I21.fcs		18800
Specimen_001_I21_I21.fcs/mCherry	91.7	17242
Specimen_001_I22_I22.fcs		5038
Specimen_001_I22_I22.fcs/mCherry	95.3	4801
Specimen_001_J3_J03.fcs		11515
Specimen_001_J3_J03.fcs/mCherry	93.1	10722
Specimen_001_J4_J04.fcs		14711
Specimen_001_J4_J04.fcs/mCherry	93.8	13806
Specimen_001_J5_J05.fcs		12079
Specimen_001_J5_J05.fcs/mCherry	58	7011
Specimen_001_J6_J06.fcs		13489
Specimen_001_J6_J06.fcs/mCherry	66.3	8940
Specimen_001_J7_J07.fcs		10669
Specimen_001_J7_J07.fcs/mCherry	58	6183
Specimen_001_J8_J08.fcs		14147
Specimen_001_J8_J08.fcs/mCherry	66.2	9366
Specimen_001_J9_J09.fcs		13019
Specimen_001_J9_J09.fcs/mCherry	63.4	8249
Specimen_001_J10_J10.fcs		14194
Specimen_001_J10_J10.fcs/mCherry	67.5	9575
Specimen_001_J11_J11.fcs		14476
Specimen_001_J11_J11.fcs/mCherry	63.9	9247
Specimen_001_J12_J12.fcs		13536
Specimen_001_J12_J12.fcs/mCherry	65.8	8906
Specimen_001_J13_J13.fcs		13818
Specimen_001_J13_J13.fcs/mCherry	65.2	9012
Specimen_001_J14_J14.fcs		14241
Specimen_001_J14_J14.fcs/mCherry	68.7	9782
Specimen_001_J15_J15.fcs		12079
Specimen_001_J15_J15.fcs/mCherry	58.4	7058
Specimen_001_J16_J16.fcs		14523
Specimen_001_J16_J16.fcs/mCherry	68.7	9979
Specimen_001_J17_J17.fcs		3049
Specimen_001_J17_J17.fcs/mCherry	65.4	1995
Specimen_001_J18_J18.fcs		12596
Specimen_001_J18_J18.fcs/mCherry	66.6	8389
Specimen_001_J19_J19.fcs		3601
Specimen_001_J19_J19.fcs/mCherry	60.9	2194
Specimen_001_J20_J20.fcs		15087
Specimen_001_J20_J20.fcs/mCherry	67.2	10144
Specimen_001_J21_J21.fcs		3509
Specimen_001_J21_J21.fcs/mCherry	94.4	3313
Specimen_001_J22_J22.fcs		14335
Specimen_001_J22_J22.fcs/mCherry	93.9	13459
Specimen_001_K3_K03.fcs		9494
Specimen_001_K3_K03.fcs/mCherry	85.1	8084
Specimen_001_K4_K04.fcs		18142
Specimen_001_K4_K04.fcs/mCherry	87.3	15842
Specimen_001_K5_K05.fcs		6815
Specimen_001_K5_K05.fcs/mCherry	75.6	5155
Specimen_001_K6_K06.fcs		16591
Specimen_001_K6_K06.fcs/mCherry	75.3	12500
Specimen_001_K7_K07.fcs		7377
Specimen_001_K7_K07.fcs/mCherry	85.6	6314
Specimen_001_K8_K08.fcs		19270
Specimen_001_K8_K08.fcs/mCherry	85.4	16451
Specimen_001_K9_K09.fcs		18706
Specimen_001_K9_K09.fcs/mCherry	75.7	14167
Specimen_001_K10_K10.fcs		5961
Specimen_001_K10_K10.fcs/mCherry	78	4650
Specimen_001_K11_K11.fcs		18048
Specimen_001_K11_K11.fcs/mCherry	75.4	13601
Specimen_001_K12_K12.fcs		17014
Specimen_001_K12_K12.fcs/mCherry	76	12928
Specimen_001_K13_K13.fcs		8554
Specimen_001_K13_K13.fcs/mCherry	74.7	6389
Specimen_001_K14_K14.fcs		5069
Specimen_001_K14_K14.fcs/mCherry	75.5	3828
Specimen_001_K15_K15.fcs		15886
Specimen_001_K15_K15.fcs/mCherry	76.3	12124
Specimen_001_K16_K16.fcs		17014
Specimen_001_K16_K16.fcs/mCherry	74.6	12688
Specimen_001_K17_K17.fcs		23453
Specimen_001_K17_K17.fcs/mCherry	87.3	20484
Specimen_001_K18_K18.fcs		15933
Specimen_001_K18_K18.fcs/mCherry	87.7	13973
Specimen_001_K19_K19.fcs		16967
Specimen_001_K19_K19.fcs/mCherry	76.6	12989
Specimen_001_K20_K20.fcs		12032
Specimen_001_K20_K20.fcs/mCherry	77.5	9320
Specimen_001_K21_K21.fcs		18001
Specimen_001_K21_K21.fcs/mCherry	86.1	15503
Specimen_001_K22_K22.fcs		19082
Specimen_001_K22_K22.fcs/mCherry	86.2	16456
Specimen_001_L3_L03.fcs		14288
Specimen_001_L3_L03.fcs/mCherry	77.2	11035
Specimen_001_L4_L04.fcs		15651
Specimen_001_L4_L04.fcs/mCherry	80	12525
Specimen_001_L5_L05.fcs		3826
Specimen_001_L5_L05.fcs/mCherry	63.6	2435
Specimen_001_L6_L06.fcs		12972
Specimen_001_L6_L06.fcs/mCherry	66.4	8612
Specimen_001_L7_L07.fcs		14570
Specimen_001_L7_L07.fcs/mCherry	67.2	9792
Specimen_001_L8_L08.fcs		16168
Specimen_001_L8_L08.fcs/mCherry	72.3	11696
Specimen_001_L9_L09.fcs		3348
Specimen_001_L9_L09.fcs/mCherry	60.3	2020
Specimen_001_L10_L10.fcs		13583
Specimen_001_L10_L10.fcs/mCherry	66.1	8985
Specimen_001_L11_L11.fcs		12173
Specimen_001_L11_L11.fcs/mCherry	62.5	7604
Specimen_001_L12_L12.fcs		13912
Specimen_001_L12_L12.fcs/mCherry	68.5	9533
Specimen_001_L13_L13.fcs		11844
Specimen_001_L13_L13.fcs/mCherry	55.4	6566
Specimen_001_L14_L14.fcs		13348
Specimen_001_L14_L14.fcs/mCherry	63.5	8472
Specimen_001_L15_L15.fcs		4701
Specimen_001_L15_L15.fcs/mCherry	57.8	2716
Specimen_001_L16_L16.fcs		13724
Specimen_001_L16_L16.fcs/mCherry	65.4	8969
Specimen_001_L17_L17.fcs		3722
Specimen_001_L17_L17.fcs/mCherry	72.5	2697
Specimen_001_L18_L18.fcs		16027
Specimen_001_L18_L18.fcs/mCherry	73	11700
Specimen_001_L19_L19.fcs		3764
Specimen_001_L19_L19.fcs/mCherry	60.5	2278
Specimen_001_L20_L20.fcs		14570
Specimen_001_L20_L20.fcs/mCherry	66.3	9664
Specimen_001_L21_L21.fcs		3943
Specimen_001_L21_L21.fcs/mCherry	76.9	3033
Specimen_001_L22_L22.fcs		15463
Specimen_001_L22_L22.fcs/mCherry	77.9	12043
Specimen_001_M3_M03.fcs		19364
Specimen_001_M3_M03.fcs/mCherry	81.3	15742
Specimen_001_M4_M04.fcs		19364
Specimen_001_M4_M04.fcs/mCherry	81.4	15765
Specimen_001_M5_M05.fcs		23077
Specimen_001_M5_M05.fcs/mCherry	80.3	18528
Specimen_001_M6_M06.fcs		18612
Specimen_001_M6_M06.fcs/mCherry	79	14707
Specimen_001_M7_M07.fcs		17343
Specimen_001_M7_M07.fcs/mCherry	71.3	12373
Specimen_001_M8_M08.fcs		17202
Specimen_001_M8_M08.fcs/mCherry	74.2	12758
Specimen_001_M9_M09.fcs		16779
Specimen_001_M9_M09.fcs/mCherry	79.9	13404
Specimen_001_M10_M10.fcs		16873
Specimen_001_M10_M10.fcs/mCherry	82.1	13861
Specimen_001_M11_M11.fcs		23782
Specimen_001_M11_M11.fcs/mCherry	72.4	17218
Specimen_001_M12_M12.fcs		18424
Specimen_001_M12_M12.fcs/mCherry	74.6	13751
Specimen_001_M13_M13.fcs		19552
Specimen_001_M13_M13.fcs/mCherry	72.1	14092
Specimen_001_M14_M14.fcs		18330
Specimen_001_M14_M14.fcs/mCherry	73.8	13534
Specimen_001_M15_M15.fcs		22560
Specimen_001_M15_M15.fcs/mCherry	81.5	18386
Specimen_001_M16_M16.fcs		5325
Specimen_001_M16_M16.fcs/mCherry	84.4	4492
Specimen_001_M17_M17.fcs		21761
Specimen_001_M17_M17.fcs/mCherry	72.8	15841
Specimen_001_M18_M18.fcs		17437
Specimen_001_M18_M18.fcs/mCherry	73.5	12822
Specimen_001_M19_M19.fcs		23500
Specimen_001_M19_M19.fcs/mCherry	81.8	19233
Specimen_001_M20_M20.fcs		19035
Specimen_001_M20_M20.fcs/mCherry	81.7	15543
Specimen_001_M21_M21.fcs		20680
Specimen_001_M21_M21.fcs/mCherry	84	17363
Specimen_001_M22_M22.fcs		20398
Specimen_001_M22_M22.fcs/mCherry	83.1	16949
Specimen_001_N3_N03.fcs		4509
Specimen_001_N3_N03.fcs/mCherry	68.3	3079
Specimen_001_N4_N04.fcs		17437
Specimen_001_N4_N04.fcs/mCherry	66.9	11669
Specimen_001_N5_N05.fcs		12502
Specimen_001_N5_N05.fcs/mCherry	67	8380
Specimen_001_N6_N06.fcs		15134
Specimen_001_N6_N06.fcs/mCherry	72.3	10939
Specimen_001_N7_N07.fcs		3987
Specimen_001_N7_N07.fcs/mCherry	57.9	2308
Specimen_001_N8_N08.fcs		14006
Specimen_001_N8_N08.fcs/mCherry	64.1	8977
Specimen_001_N9_N09.fcs		14241
Specimen_001_N9_N09.fcs/mCherry	64.1	9128
Specimen_001_N10_N10.fcs		15792
Specimen_001_N10_N10.fcs/mCherry	68.7	10854
Specimen_001_N11_N11.fcs		3737
Specimen_001_N11_N11.fcs/mCherry	60.1	2246
Specimen_001_N12_N12.fcs		15369
Specimen_001_N12_N12.fcs/mCherry	65.1	10004
Specimen_001_N13_N13.fcs		13912
Specimen_001_N13_N13.fcs/mCherry	55.2	7673
Specimen_001_N14_N14.fcs		15040
Specimen_001_N14_N14.fcs/mCherry	61.5	9249
Specimen_001_N15_N15.fcs		14194
Specimen_001_N15_N15.fcs/mCherry	64.8	9201
Specimen_001_N16_N16.fcs		15839
Specimen_001_N16_N16.fcs/mCherry	68.9	10920
Specimen_001_N17_N17.fcs		3485
Specimen_001_N17_N17.fcs/mCherry	59.1	2061
Specimen_001_N18_N18.fcs		14147
Specimen_001_N18_N18.fcs/mCherry	66.5	9409
Specimen_001_N19_N19.fcs		3796
Specimen_001_N19_N19.fcs/mCherry	70.4	2673
Specimen_001_N20_N20.fcs		15463
Specimen_001_N20_N20.fcs/mCherry	72.8	11258
Specimen_001_N21_N21.fcs		14946
Specimen_001_N21_N21.fcs/mCherry	64.7	9674
Specimen_001_N22_N22.fcs		18001
Specimen_001_N22_N22.fcs/mCherry	68.3	12288
Specimen_001_O3_O03.fcs		23359
Specimen_001_O3_O03.fcs/mCherry	99.6	23256
Specimen_001_O4_O04.fcs		23030
Specimen_001_O4_O04.fcs/mCherry	99.5	22925
Specimen_001_O5_O05.fcs		15803
Specimen_001_O5_O05.fcs/mCherry	76.8	12129
Specimen_001_O6_O06.fcs		18142
Specimen_001_O6_O06.fcs/mCherry	80	14511
Specimen_001_O7_O07.fcs		18189
Specimen_001_O7_O07.fcs/mCherry	74.3	13516
