Name	Statistic	Cells
Specimen_001_B7_B07.fcs/mCherry	69.7	12358
Specimen_001_B8_B08.fcs		21949
Specimen_001_B8_B08.fcs/mCherry	68.6	15050
Specimen_001_B9_B09.fcs		17954
Specimen_001_B9_B09.fcs/mCherry	72.7	13057
Specimen_001_B10_B10.fcs		19646
Specimen_001_B10_B10.fcs/mCherry	72.4	14230
Specimen_001_B11_B11.fcs		16027
Specimen_001_B11_B11.fcs/mCherry	69.3	11110
Specimen_001_B12_B12.fcs		19928
Specimen_001_B12_B12.fcs/mCherry	69.1	13775
Specimen_001_B13_B13.fcs		16685
Specimen_001_B13_B13.fcs/mCherry	72.8	12147
Specimen_001_B14_B14.fcs		20398
Specimen_001_B14_B14.fcs/mCherry	73	14884
Specimen_001_B15_B15.fcs		16638
Specimen_001_B15_B15.fcs/mCherry	73	12150
Specimen_001_B16_B16.fcs		20539
Specimen_001_B16_B16.fcs/mCherry	73.8	15156
Specimen_001_B17_B17.fcs		17578
Specimen_001_B17_B17.fcs/mCherry	69.8	12274
Specimen_001_B18_B18.fcs		21432
Specimen_001_B18_B18.fcs/mCherry	71.9	15408
Specimen_001_B19_B19.fcs		17249
Specimen_001_B19_B19.fcs/mCherry	78.8	13594
Specimen_001_B20_B20.fcs		21291
Specimen_001_B20_B20.fcs/mCherry	76.7	16327
Specimen_001_B21_B21.fcs		21761
Specimen_001_B21_B21.fcs/mCherry	98	21326
Specimen_001_B22_B22.fcs		25000
Specimen_001_B22_B22.fcs/mCherry	98.5	24634
Specimen_001_C3_C03.fcs		16873
Specimen_001_C3_C03.fcs/mCherry	96	16205
Specimen_001_C4_C04.fcs		15933
Specimen_001_C4_C04.fcs/mCherry	95.7	15242
Specimen_001_C5_C05.fcs		21009
Specimen_001_C5_C05.fcs/mCherry	60.7	12762
Specimen_001_C6_C06.fcs		20398
Specimen_001_C6_C06.fcs/mCherry	60.6	12370
Specimen_001_C7_C07.fcs		20304
Specimen_001_C7_C07.fcs/mCherry	68.2	13838
Specimen_001_C8_C08.fcs		18095
Specimen_001_C8_C08.fcs/mCherry	67.3	12181
Specimen_001_C9_C09.fcs		19881
Specimen_001_C9_C09.fcs/mCherry	66.2	13162
Specimen_001_C10_C10.fcs		18283
Specimen_001_C10_C10.fcs/mCherry	67.1	12262
Specimen_001_C11_C11.fcs		14993
Specimen_001_C11_C11.fcs/mCherry	98.5	14768
Specimen_001_C12_C12.fcs		13019
Specimen_001_C12_C12.fcs/mCherry	98.8	12857
Specimen_001_C13_C13.fcs		14852
Specimen_001_C13_C13.fcs/mCherry	98.7	14663
Specimen_001_C14_C14.fcs		14429
Specimen_001_C14_C14.fcs/mCherry	98.6	14234
Specimen_001_C15_C15.fcs		20116
Specimen_001_C15_C15.fcs/mCherry	65.1	13104
Specimen_001_C16_C16.fcs		18330
Specimen_001_C16_C16.fcs/mCherry	66.1	12111
Specimen_001_C17_C17.fcs		19223
Specimen_001_C17_C17.fcs/mCherry	68	13069
Specimen_001_C18_C18.fcs		18377
Specimen_001_C18_C18.fcs/mCherry	68.7	12634
Specimen_001_C19_C19.fcs		19881
Specimen_001_C19_C19.fcs/mCherry	60.8	12087
Specimen_001_C20_C20.fcs		19458
Specimen_001_C20_C20.fcs/mCherry	61.1	11892
Specimen_001_C21_C21.fcs		17108
Specimen_001_C21_C21.fcs/mCherry	95.9	16401
Specimen_001_C22_C22.fcs		15886
Specimen_001_C22_C22.fcs/mCherry	96.3	15292
Specimen_001_D3_D03.fcs		17860
Specimen_001_D3_D03.fcs/mCherry	92.1	16450
Specimen_001_D4_D04.fcs		21855
Specimen_001_D4_D04.fcs/mCherry	91.8	20068
Specimen_001_D5_D05.fcs		16826
Specimen_001_D5_D05.fcs/mCherry	73.1	12299
Specimen_001_D6_D06.fcs		19928
Specimen_001_D6_D06.fcs/mCherry	72.7	14495
Specimen_001_D7_D07.fcs		15886
Specimen_001_D7_D07.fcs/mCherry	78.7	12500
Specimen_001_D8_D08.fcs		18894
Specimen_001_D8_D08.fcs/mCherry	78.9	14900
Specimen_001_D9_D09.fcs		16732
Specimen_001_D9_D09.fcs/mCherry	78.5	13134
Specimen_001_D10_D10.fcs		18612
Specimen_001_D10_D10.fcs/mCherry	77.1	14355
Specimen_001_D11_D11.fcs		18518
Specimen_001_D11_D11.fcs/mCherry	97.6	18069
Specimen_001_D12_D12.fcs		21949
Specimen_001_D12_D12.fcs/mCherry	97.6	21414
Specimen_001_D13_D13.fcs		18377
Specimen_001_D13_D13.fcs/mCherry	97.5	17909
Specimen_001_D14_D14.fcs		21573
Specimen_001_D14_D14.fcs/mCherry	97.8	21096
Specimen_001_D15_D15.fcs		15698
Specimen_001_D15_D15.fcs/mCherry	75.5	11850
Specimen_001_D16_D16.fcs		18001
Specimen_001_D16_D16.fcs/mCherry	76	13682
Specimen_001_D17_D17.fcs		16074
Specimen_001_D17_D17.fcs/mCherry	75.7	12175
Specimen_001_D18_D18.fcs		18330
Specimen_001_D18_D18.fcs/mCherry	77.6	14228
Specimen_001_D19_D19.fcs		15933
Specimen_001_D19_D19.fcs/mCherry	72	11464
Specimen_001_D20_D20.fcs		18706
Specimen_001_D20_D20.fcs/mCherry	71.5	13382
Specimen_001_D21_D21.fcs		18189
Specimen_001_D21_D21.fcs/mCherry	92.4	16802
Specimen_001_D22_D22.fcs		20821
Specimen_001_D22_D22.fcs/mCherry	90.5	18844
Specimen_001_E1_E01.fcs		4
Specimen_001_E1_E01.fcs/mCherry	0	0
Specimen_001_E3_E03.fcs		20351
Specimen_001_E3_E03.fcs/mCherry	60.7	12348
Specimen_001_E4_E04.fcs		20069
Specimen_001_E4_E04.fcs/mCherry	62	12451
Specimen_001_E5_E05.fcs		20351
Specimen_001_E5_E05.fcs/mCherry	59.2	12053
Specimen_001_E6_E06.fcs		18800
Specimen_001_E6_E06.fcs/mCherry	55	10347
Specimen_001_E7_E07.fcs		19740
Specimen_001_E7_E07.fcs/mCherry	57.3	11317
Specimen_001_E8_E08.fcs		17437
Specimen_001_E8_E08.fcs/mCherry	56.5	9852
Specimen_001_E9_E09.fcs		20351
Specimen_001_E9_E09.fcs/mCherry	63.5	12923
Specimen_001_E10_E10.fcs		18847
Specimen_001_E10_E10.fcs/mCherry	62.6	11790
Specimen_001_E11_E11.fcs		19928
Specimen_001_E11_E11.fcs/mCherry	60.5	12051
Specimen_001_E12_E12.fcs		18659
Specimen_001_E12_E12.fcs/mCherry	60.5	11294
Specimen_001_E13_E13.fcs		19646
Specimen_001_E13_E13.fcs/mCherry	59.9	11777
Specimen_001_E14_E14.fcs		18612
Specimen_001_E14_E14.fcs/mCherry	60.9	11326
Specimen_001_E15_E15.fcs		19505
Specimen_001_E15_E15.fcs/mCherry	64.8	12646
Specimen_001_E16_E16.fcs		19270
Specimen_001_E16_E16.fcs/mCherry	65.1	12542
Specimen_001_E17_E17.fcs		19552
Specimen_001_E17_E17.fcs/mCherry	59.4	11617
Specimen_001_E18_E18.fcs		18424
Specimen_001_E18_E18.fcs/mCherry	59.9	11043
Specimen_001_E19_E19.fcs		19646
Specimen_001_E19_E19.fcs/mCherry	60.6	11906
Specimen_001_E20_E20.fcs		18189
Specimen_001_E20_E20.fcs/mCherry	60.2	10941
Specimen_001_E21_E21.fcs		22278
Specimen_001_E21_E21.fcs/mCherry	64	14267
Specimen_001_E22_E22.fcs		19787
Specimen_001_E22_E22.fcs/mCherry	65.4	12942
Specimen_001_F1_F01.fcs		2
Specimen_001_F1_F01.fcs/mCherry	0	0
Specimen_001_F3_F03.fcs		16168
Specimen_001_F3_F03.fcs/mCherry	72.5	11720
Specimen_001_F4_F04.fcs		18706
Specimen_001_F4_F04.fcs/mCherry	71.8	13436
Specimen_001_F5_F05.fcs		15228
Specimen_001_F5_F05.fcs/mCherry	71.9	10953
Specimen_001_F6_F06.fcs		17907
Specimen_001_F6_F06.fcs/mCherry	70.4	12598
Specimen_001_F7_F07.fcs		15698
Specimen_001_F7_F07.fcs/mCherry	68.7	10779
Specimen_001_F8_F08.fcs		18330
Specimen_001_F8_F08.fcs/mCherry	68.3	12526
Specimen_001_F9_F09.fcs		16920
Specimen_001_F9_F09.fcs/mCherry	79.8	13496
Specimen_001_F10_F10.fcs		18142
Specimen_001_F10_F10.fcs/mCherry	75.4	13680
Specimen_001_F11_F11.fcs		15275
Specimen_001_F11_F11.fcs/mCherry	80.7	12320
Specimen_001_F12_F12.fcs		18283
Specimen_001_F12_F12.fcs/mCherry	76.9	14062
Specimen_001_F13_F13.fcs		14382
Specimen_001_F13_F13.fcs/mCherry	77	11069
Specimen_001_F14_F14.fcs		18048
Specimen_001_F14_F14.fcs/mCherry	77.3	13957
Specimen_001_F15_F15.fcs		17202
Specimen_001_F15_F15.fcs/mCherry	80.4	13832
Specimen_001_F16_F16.fcs		19317
Specimen_001_F16_F16.fcs/mCherry	78	15062
Specimen_001_F17_F17.fcs		15040
Specimen_001_F17_F17.fcs/mCherry	71.5	10752
Specimen_001_F18_F18.fcs		17672
Specimen_001_F18_F18.fcs/mCherry	68.9	12171
Specimen_001_F19_F19.fcs		15416
Specimen_001_F19_F19.fcs/mCherry	73.6	11341
Specimen_001_F20_F20.fcs		17954
Specimen_001_F20_F20.fcs/mCherry	72.6	13034
Specimen_001_F21_F21.fcs		16262
Specimen_001_F21_F21.fcs/mCherry	73.2	11900
Specimen_001_F22_F22.fcs		19552
Specimen_001_F22_F22.fcs/mCherry	72.8	14242
Specimen_001_G3_G03.fcs		20351
Specimen_001_G3_G03.fcs/mCherry	69.6	14155
Specimen_001_G4_G04.fcs		19082
Specimen_001_G4_G04.fcs/mCherry	66.1	12608
Specimen_001_G5_G05.fcs		23547
Specimen_001_G5_G05.fcs/mCherry	55.1	12970
Specimen_001_G6_G06.fcs		18753
Specimen_001_G6_G06.fcs/mCherry	55.9	10491
Specimen_001_G7_G07.fcs		19035
Specimen_001_G7_G07.fcs/mCherry	64	12181
Specimen_001_G8_G08.fcs		18612
Specimen_001_G8_G08.fcs/mCherry	66.2	12317
Specimen_001_G9_G09.fcs		19223
Specimen_001_G9_G09.fcs/mCherry	71.6	13764
Specimen_001_G10_G10.fcs		17296
Specimen_001_G10_G10.fcs/mCherry	70.7	12232
Specimen_001_G11_G11.fcs		20304
Specimen_001_G11_G11.fcs/mCherry	62	12596
Specimen_001_G12_G12.fcs		19364
Specimen_001_G12_G12.fcs/mCherry	59.6	11547
Specimen_001_G13_G13.fcs		20445
Specimen_001_G13_G13.fcs/mCherry	63.6	13000
Specimen_001_G14_G14.fcs		18659
Specimen_001_G14_G14.fcs/mCherry	64.4	12020
Specimen_001_G15_G15.fcs		18612
Specimen_001_G15_G15.fcs/mCherry	70.9	13205
Specimen_001_G16_G16.fcs		17860
Specimen_001_G16_G16.fcs/mCherry	71	12687
Specimen_001_G17_G17.fcs		21056
Specimen_001_G17_G17.fcs/mCherry	65.1	13706
Specimen_001_G18_G18.fcs		17437
Specimen_001_G18_G18.fcs/mCherry	64.5	11243
Specimen_001_G19_G19.fcs		19975
Specimen_001_G19_G19.fcs/mCherry	60.8	12137
Specimen_001_G20_G20.fcs		18377
Specimen_001_G20_G20.fcs/mCherry	61.7	11331
Specimen_001_G21_G21.fcs		22372
Specimen_001_G21_G21.fcs/mCherry	69.7	15594
Specimen_001_G22_G22.fcs		21667
Specimen_001_G22_G22.fcs/mCherry	58.6	12703
Specimen_001_H3_H03.fcs		15651
Specimen_001_H3_H03.fcs/mCherry	75	11735
Specimen_001_H4_H04.fcs		19364
Specimen_001_H4_H04.fcs/mCherry	74.4	14407
Specimen_001_H5_H05.fcs		15322
Specimen_001_H5_H05.fcs/mCherry	64.6	9904
Specimen_001_H6_H06.fcs		18800
Specimen_001_H6_H06.fcs/mCherry	64.4	12102
Specimen_001_H7_H07.fcs		14711
Specimen_001_H7_H07.fcs/mCherry	73.3	10780
Specimen_001_H8_H08.fcs		17954
Specimen_001_H8_H08.fcs/mCherry	72.7	13061
Specimen_001_H9_H09.fcs		13865
Specimen_001_H9_H09.fcs/mCherry	75.8	10516
Specimen_001_H10_H10.fcs		17860
Specimen_001_H10_H10.fcs/mCherry	74.6	13331
Specimen_001_H11_H11.fcs		14241
Specimen_001_H11_H11.fcs/mCherry	69.5	9894
Specimen_001_H12_H12.fcs		17202
Specimen_001_H12_H12.fcs/mCherry	69.7	11989
Specimen_001_H13_H13.fcs		13865
Specimen_001_H13_H13.fcs/mCherry	71.9	9971
Specimen_001_H14_H14.fcs		17860
Specimen_001_H14_H14.fcs/mCherry	72	12867
Specimen_001_H15_H15.fcs		15275
Specimen_001_H15_H15.fcs/mCherry	75	11463
Specimen_001_H16_H16.fcs		17625
Specimen_001_H16_H16.fcs/mCherry	76.6	13496
Specimen_001_H17_H17.fcs		15228
Specimen_001_H17_H17.fcs/mCherry	74.6	11354
Specimen_001_H18_H18.fcs		19411
Specimen_001_H18_H18.fcs/mCherry	74.8	14523
Specimen_001_H19_H19.fcs		15792
Specimen_001_H19_H19.fcs/mCherry	72.7	11473
Specimen_001_H20_H20.fcs		19082
Specimen_001_H20_H20.fcs/mCherry	71.9	13717
Specimen_001_H21_H21.fcs		19317
Specimen_001_H21_H21.fcs/mCherry	76.8	14834
Specimen_001_H22_H22.fcs		23171
Specimen_001_H22_H22.fcs/mCherry	74.2	17196
Specimen_001_I3_I03.fcs		15886
Specimen_001_I3_I03.fcs/mCherry	95.9	15240
Specimen_001_I4_I04.fcs		13818
Specimen_001_I4_I04.fcs/mCherry	95.5	13200
Specimen_001_I5_I05.fcs		23218
Specimen_001_I5_I05.fcs/mCherry	62	14394
Specimen_001_I6_I06.fcs		19035
Specimen_001_I6_I06.fcs/mCherry	62.3	11854
Specimen_001_I7_I07.fcs		23359
Specimen_001_I7_I07.fcs/mCherry	61.6	14392
Specimen_001_I8_I08.fcs		18565
Specimen_001_I8_I08.fcs/mCherry	60.8	11289
Specimen_001_I9_I09.fcs		24628
Specimen_001_I9_I09.fcs/mCherry	65.8	16208
Specimen_001_I10_I10.fcs		18518
Specimen_001_I10_I10.fcs/mCherry	64.5	11953
Specimen_001_I11_I11.fcs		23970
Specimen_001_I11_I11.fcs/mCherry	59.2	14180
Specimen_001_I12_I12.fcs		18753
Specimen_001_I12_I12.fcs/mCherry	59.4	11131
Specimen_001_I13_I13.fcs		19317
Specimen_001_I13_I13.fcs/mCherry	62.7	12106
Specimen_001_I14_I14.fcs		17719
Specimen_001_I14_I14.fcs/mCherry	62.8	11129
Specimen_001_I15_I15.fcs		19599
Specimen_001_I15_I15.fcs/mCherry	67.2	13175
Specimen_001_I16_I16.fcs		19129
Specimen_001_I16_I16.fcs/mCherry	65	12441
Specimen_001_I17_I17.fcs		19928
Specimen_001_I17_I17.fcs/mCherry	63.9	12740
Specimen_001_I18_I18.fcs		18377
Specimen_001_I18_I18.fcs/mCherry	64.7	11897
Specimen_001_I19_I19.fcs		19176
Specimen_001_I19_I19.fcs/mCherry	64.8	12434
Specimen_001_I20_I20.fcs		19035
Specimen_001_I20_I20.fcs/mCherry	65.1	12384
Specimen_001_I21_I21.fcs		19787
Specimen_001_I21_I21.fcs/mCherry	95.8	18957
Specimen_001_I22_I22.fcs		14664
Specimen_001_I22_I22.fcs/mCherry	96.2	14109
Specimen_001_J3_J03.fcs		15980
Specimen_001_J3_J03.fcs/mCherry	92	14709
Specimen_001_J4_J04.fcs		20398
Specimen_001_J4_J04.fcs/mCherry	91	18563
Specimen_001_J5_J05.fcs		15604
Specimen_001_J5_J05.fcs/mCherry	70.5	11006
Specimen_001_J6_J06.fcs		18941
Specimen_001_J6_J06.fcs/mCherry	71.2	13481
Specimen_001_J7_J07.fcs		14053
Specimen_001_J7_J07.fcs/mCherry	69.1	9716
Specimen_001_J8_J08.fcs		16497
Specimen_001_J8_J08.fcs/mCherry	72.6	11978
Specimen_001_J9_J09.fcs		14617
Specimen_001_J9_J09.fcs/mCherry	74.9	10955
Specimen_001_J10_J10.fcs		18941
Specimen_001_J10_J10.fcs/mCherry	75.7	14329
Specimen_001_J11_J11.fcs		14053
Specimen_001_J11_J11.fcs/mCherry	73.7	10354
Specimen_001_J12_J12.fcs		18330
Specimen_001_J12_J12.fcs/mCherry	75.4	13818
Specimen_001_J13_J13.fcs		13724
Specimen_001_J13_J13.fcs/mCherry	75.6	10380
Specimen_001_J14_J14.fcs		18236
Specimen_001_J14_J14.fcs/mCherry	74.2	13522
Specimen_001_J15_J15.fcs		15275
Specimen_001_J15_J15.fcs/mCherry	76.3	11653
Specimen_001_J16_J16.fcs		18471
Specimen_001_J16_J16.fcs/mCherry	77.6	14330
Specimen_001_J17_J17.fcs		13724
Specimen_001_J17_J17.fcs/mCherry	72.2	9905
Specimen_001_J18_J18.fcs		16967
Specimen_001_J18_J18.fcs/mCherry	73.3	12429
Specimen_001_J19_J19.fcs		16168
Specimen_001_J19_J19.fcs/mCherry	74.1	11973
Specimen_001_J20_J20.fcs		19270
Specimen_001_J20_J20.fcs/mCherry	74.6	14379
Specimen_001_J21_J21.fcs		16544
Specimen_001_J21_J21.fcs/mCherry	91.4	15119
Specimen_001_J22_J22.fcs		21150
Specimen_001_J22_J22.fcs/mCherry	92.2	19494
Specimen_001_K3_K03.fcs		21949
Specimen_001_K3_K03.fcs/mCherry	72.9	16007
Specimen_001_K4_K04.fcs		17343
Specimen_001_K4_K04.fcs/mCherry	72	12490
Specimen_001_K5_K05.fcs		23923
Specimen_001_K5_K05.fcs/mCherry	61.1	14621
Specimen_001_K6_K06.fcs		18847
Specimen_001_K6_K06.fcs/mCherry	55.6	10483
Specimen_001_K7_K07.fcs		23030
Specimen_001_K7_K07.fcs/mCherry	65.4	15065
Specimen_001_K8_K08.fcs		18283
Specimen_001_K8_K08.fcs/mCherry	64.5	11785
Specimen_001_K9_K09.fcs		22889
Specimen_001_K9_K09.fcs/mCherry	63.6	14552
Specimen_001_K10_K10.fcs		16215
Specimen_001_K10_K10.fcs/mCherry	64.3	10425
Specimen_001_K11_K11.fcs		22325
Specimen_001_K11_K11.fcs/mCherry	63.7	14216
Specimen_001_K12_K12.fcs		19270
Specimen_001_K12_K12.fcs/mCherry	63.5	12231
Specimen_001_K13_K13.fcs		19787
Specimen_001_K13_K13.fcs/mCherry	63.2	12512
Specimen_001_K14_K14.fcs		17672
Specimen_001_K14_K14.fcs/mCherry	61.3	10836
Specimen_001_K15_K15.fcs		19928
Specimen_001_K15_K15.fcs/mCherry	59.9	11935
Specimen_001_K16_K16.fcs		17954
Specimen_001_K16_K16.fcs/mCherry	62.2	11175
Specimen_001_K17_K17.fcs		19317
Specimen_001_K17_K17.fcs/mCherry	66.7	12884
Specimen_001_K18_K18.fcs		18424
Specimen_001_K18_K18.fcs/mCherry	68	12528
Specimen_001_K19_K19.fcs		19364
Specimen_001_K19_K19.fcs/mCherry	63.1	12217
Specimen_001_K20_K20.fcs		19082
Specimen_001_K20_K20.fcs/mCherry	64	12211
Specimen_001_K21_K21.fcs		19834
Specimen_001_K21_K21.fcs/mCherry	72.4	14351
Specimen_001_K22_K22.fcs		17390
Specimen_001_K22_K22.fcs/mCherry	71	12354
Specimen_001_L3_L03.fcs		16685
Specimen_001_L3_L03.fcs/mCherry	86.4	14423
Specimen_001_L4_L04.fcs		18894
Specimen_001_L4_L04.fcs/mCherry	83	15682
Specimen_001_L5_L05.fcs		14147
Specimen_001_L5_L05.fcs/mCherry	72.1	10194
Specimen_001_L6_L06.fcs		15886
Specimen_001_L6_L06.fcs/mCherry	71.3	11329
Specimen_001_L7_L07.fcs		16497
Specimen_001_L7_L07.fcs/mCherry	80.4	13263
Specimen_001_L8_L08.fcs		17907
Specimen_001_L8_L08.fcs/mCherry	73.8	13207
Specimen_001_L9_L09.fcs		14194
Specimen_001_L9_L09.fcs/mCherry	73.9	10496
Specimen_001_L10_L10.fcs		17531
Specimen_001_L10_L10.fcs/mCherry	73.9	12954
Specimen_001_L11_L11.fcs		14617
Specimen_001_L11_L11.fcs/mCherry	73.7	10768
Specimen_001_L12_L12.fcs		16591
Specimen_001_L12_L12.fcs/mCherry	76.1	12633
Specimen_001_L13_L13.fcs		13536
Specimen_001_L13_L13.fcs/mCherry	71.8	9714
Specimen_001_L14_L14.fcs		17343
Specimen_001_L14_L14.fcs/mCherry	74.3	12891
Specimen_001_L15_L15.fcs		13630
Specimen_001_L15_L15.fcs/mCherry	69.8	9517
Specimen_001_L16_L16.fcs		16168
Specimen_001_L16_L16.fcs/mCherry	71.4	11546
Specimen_001_L17_L17.fcs		16168
Specimen_001_L17_L17.fcs/mCherry	81	13090
Specimen_001_L18_L18.fcs		17954
Specimen_001_L18_L18.fcs/mCherry	75.6	13576
Specimen_001_L19_L19.fcs		15040
Specimen_001_L19_L19.fcs/mCherry	73.1	10993
Specimen_001_L20_L20.fcs		16779
Specimen_001_L20_L20.fcs/mCherry	74.6	12518
Specimen_001_L21_L21.fcs		15510
Specimen_001_L21_L21.fcs/mCherry	84.1	13045
Specimen_001_L22_L22.fcs		19035
Specimen_001_L22_L22.fcs/mCherry	82	15604
Specimen_001_M3_M03.fcs		24628
Specimen_001_M3_M03.fcs/mCherry	66.2	16316
Specimen_001_M4_M04.fcs		19740
Specimen_001_M4_M04.fcs/mCherry	64.5	12735
Specimen_001_M5_M05.fcs		24863
Specimen_001_M5_M05.fcs/mCherry	66.3	16487
Specimen_001_M6_M06.fcs		19599
Specimen_001_M6_M06.fcs/mCherry	67.5	13225
Specimen_001_M7_M07.fcs		21526
Specimen_001_M7_M07.fcs/mCherry	59.7	12848
Specimen_001_M8_M08.fcs		19599
Specimen_001_M8_M08.fcs/mCherry	59.9	11746
Specimen_001_M9_M09.fcs		20022
Specimen_001_M9_M09.fcs/mCherry	62.4	12491
Specimen_001_M10_M10.fcs		18612
Specimen_001_M10_M10.fcs/mCherry	63.5	11825
Specimen_001_M11_M11.fcs		21103
Specimen_001_M11_M11.fcs/mCherry	61.7	13031
Specimen_001_M12_M12.fcs		19270
Specimen_001_M12_M12.fcs/mCherry	53.9	10381
Specimen_001_M13_M13.fcs		19599
Specimen_001_M13_M13.fcs/mCherry	59.6	11677
Specimen_001_M14_M14.fcs		19364
Specimen_001_M14_M14.fcs/mCherry	61.1	11826
Specimen_001_M15_M15.fcs		20680
Specimen_001_M15_M15.fcs/mCherry	62.9	13006
Specimen_001_M16_M16.fcs		18612
Specimen_001_M16_M16.fcs/mCherry	64.1	11923
Specimen_001_M17_M17.fcs		20680
Specimen_001_M17_M17.fcs/mCherry	60.8	12582
Specimen_001_M18_M18.fcs		18847
Specimen_001_M18_M18.fcs/mCherry	62.8	11844
Specimen_001_M19_M19.fcs		19176
Specimen_001_M19_M19.fcs/mCherry	68.6	13161
Specimen_001_M20_M20.fcs		19176
Specimen_001_M20_M20.fcs/mCherry	70.5	13520
Specimen_001_M21_M21.fcs		20257
Specimen_001_M21_M21.fcs/mCherry	69.7	14119
Specimen_001_M22_M22.fcs		18894
Specimen_001_M22_M22.fcs/mCherry	69.6	13156
Specimen_001_N3_N03.fcs		14711
Specimen_001_N3_N03.fcs/mCherry	74	10883
Specimen_001_N4_N04.fcs		19458
Specimen_001_N4_N04.fcs/mCherry	70.2	13653
Specimen_001_N5_N05.fcs		14570
Specimen_001_N5_N05.fcs/mCherry	76	11069
Specimen_001_N6_N06.fcs		16497
Specimen_001_N6_N06.fcs/mCherry	75.5	12463
Specimen_001_N7_N07.fcs		13724
Specimen_001_N7_N07.fcs/mCherry	71.9	9866
Specimen_001_N8_N08.fcs		17907
Specimen_001_N8_N08.fcs/mCherry	71.4	12785
Specimen_001_N9_N09.fcs		13301
Specimen_001_N9_N09.fcs/mCherry	74.7	9932
Specimen_001_N10_N10.fcs		16121
Specimen_001_N10_N10.fcs/mCherry	76.3	12304
Specimen_001_N11_N11.fcs		15040
Specimen_001_N11_N11.fcs/mCherry	70	10522
Specimen_001_N12_N12.fcs		17860
Specimen_001_N12_N12.fcs/mCherry	72	12864
Specimen_001_N13_N13.fcs		14100
Specimen_001_N13_N13.fcs/mCherry	70.9	9994
Specimen_001_N14_N14.fcs		17907
Specimen_001_N14_N14.fcs/mCherry	71.6	12822
Specimen_001_N15_N15.fcs		14006
Specimen_001_N15_N15.fcs/mCherry	76.4	10697
Specimen_001_N16_N16.fcs		16638
Specimen_001_N16_N16.fcs/mCherry	76	12648
Specimen_001_N17_N17.fcs		14429
Specimen_001_N17_N17.fcs/mCherry	72.1	10409
Specimen_001_N18_N18.fcs		17672
Specimen_001_N18_N18.fcs/mCherry	71.9	12698
Specimen_001_N19_N19.fcs		14570
Specimen_001_N19_N19.fcs/mCherry	78	11358
Specimen_001_N20_N20.fcs		17155
Specimen_001_N20_N20.fcs/mCherry	76.1	13048
Specimen_001_N21_N21.fcs		17108
Specimen_001_N21_N21.fcs/mCherry	75.6	12932
Specimen_001_N22_N22.fcs		20680
Specimen_001_N22_N22.fcs/mCherry	73.9	15282
Specimen_001_O3_O03.fcs		18471
Specimen_001_O3_O03.fcs/mCherry	99.1	18305
