well_id	sample_id	fact	name_long	cells	dark
M13	MJM36_MATalpha	pH7.3_A	Specimen_001_M13_M13_251.fcs	7260	3670
M14	MJM36_MATalpha	pH7.3_B	Specimen_001_M14_M14_252.fcs	10148	4866
M15	E06_A1.1_H05_1	pH7.3_A	Specimen_001_M15_M15_253.fcs	12935	7652
M16	E06_A1.1_H05_1	pH7.3_B	Specimen_001_M16_M16_254.fcs	12935	8172
M17	MJM64_MATa	pH7.3_A	Specimen_001_M17_M17_255.fcs	21260	20542
M18	MJM64_MATa	pH7.3_B	Specimen_001_M18_M18_256.fcs	22500	21696
M19	G06_A3_E01_1	pH7.3_A	Specimen_001_M19_M19_257.fcs	16120	12320
M20	G06_A3_E01_1	pH7.3_B	Specimen_001_M20_M20_258.fcs	10404	8155
M21	REF	pH7.3_A	Specimen_001_M21_M21_259.fcs	14872	52
M22	REF	pH7.3_B	Specimen_001_M22_M22_260.fcs	12868	29
M23	D05_A1.1_C12_2	pH7.3_A	Specimen_003_M23_M23_377.fcs	22232	11396
M24	D05_A1.1_C12_2	pH7.3_B	Specimen_003_M24_M24_378.fcs	22500	13037
N01	D02_A1.1_A05_2	NaCl_A	Specimen_002_N1_N01_347.fcs	17030	6399
N02	D02_A1.1_A05_2	NaCl_B	Specimen_002_N2_N02_348.fcs	15470	6712
N03	F05_A3_H05_1	NaCl_A	Specimen_001_N3_N03_261.fcs	13314	5584
N04	F05_A3_H05_1	NaCl_B	Specimen_001_N4_N04_262.fcs	13000	6072
N05	MJM36_MATalpha	NaCl_A	Specimen_001_N5_N05_263.fcs	16640	5621
N06	MJM36_MATalpha	NaCl_B	Specimen_001_N6_N06_264.fcs	16604	5313
N07	H05_A1.1_D12_1	NaCl_A	Specimen_001_N7_N07_265.fcs	16055	6339
N08	H05_A1.1_D12_1	NaCl_B	Specimen_001_N8_N08_266.fcs	12407	4881
N09	MJM64_MATa	NaCl_A	Specimen_001_N9_N09_267.fcs	17745	14076
N10	MJM64_MATa	NaCl_B	Specimen_001_N10_N10_268.fcs	15470	12055
N11	C06_A1.1_A10_1	NaCl_A	Specimen_001_N11_N11_269.fcs	17420	5811
N12	C06_A1.1_A10_1	NaCl_B	Specimen_001_N12_N12_270.fcs	16640	5637
N13	MJM36_MATalpha	NaCl_A	Specimen_001_N13_N13_271.fcs	15015	5388
N14	MJM36_MATalpha	NaCl_B	Specimen_001_N14_N14_272.fcs	13195	4592
N15	E06_A1.1_H05_1	NaCl_A	Specimen_001_N15_N15_273.fcs	19955	7622
N16	E06_A1.1_H05_1	NaCl_B	Specimen_001_N16_N16_274.fcs	17839	7118
N17	MJM64_MATa	NaCl_A	Specimen_001_N17_N17_275.fcs	14486	12344
N18	MJM64_MATa	NaCl_B	Specimen_001_N18_N18_276.fcs	16965	14477
N19	G06_A3_E01_1	NaCl_A	Specimen_001_N19_N19_277.fcs	13654	7683
N20	G06_A3_E01_1	NaCl_B	Specimen_001_N20_N20_278.fcs	18525	10696
N21	REF	NaCl_A	Specimen_001_N21_N21_279.fcs	22295	222
N22	REF	NaCl_B	Specimen_001_N22_N22_280.fcs	21515	236
N23	D05_A1.1_C12_2	NaCl_A	Specimen_003_N23_N23_379.fcs	20410	8365
N24	D05_A1.1_C12_2	NaCl_B	Specimen_003_N24_N24_380.fcs	19435	8355
O01	BLANK	pH7.3_A	Specimen_002_O1_O01_349.fcs	52	30
O02	BLANK	pH7.3_B	Specimen_002_O2_O02_350.fcs	116	109
O03	F05_A3_H05_2	pH7.3_A	Specimen_001_O3_O03_281.fcs	13511	6534
O04	F05_A3_H05_2	pH7.3_B	Specimen_001_O4_O04_282.fcs	12587	6347
O05	MJM36_MATalpha	pH7.3_A	Specimen_001_O5_O05_283.fcs	15015	5410
O06	MJM36_MATalpha	pH7.3_B	Specimen_001_O6_O06_284.fcs	12144	4295
O07	H05_A1.1_D12_2	pH7.3_A	Specimen_001_O7_O07_285.fcs	15795	6263
O08	H05_A1.1_D12_2	pH7.3_B	Specimen_001_O8_O08_286.fcs	15210	5920
O09	MJM64_MATa	pH7.3_A	Specimen_001_O9_O09_287.fcs	22500	21111
O10	MJM64_MATa	pH7.3_B	Specimen_001_O10_O10_288.fcs	22500	21135
O11	C06_A1.1_A10_2	pH7.3_A	Specimen_001_O11_O11_289.fcs	18608	7984
O12	C06_A1.1_A10_2	pH7.3_B	Specimen_001_O12_O12_290.fcs	19022	7590
O13	MJM36_MATalpha	pH7.3_A	Specimen_001_O13_O13_291.fcs	14603	5290
O14	MJM36_MATalpha	pH7.3_B	Specimen_001_O14_O14_292.fcs	11830	4680
O15	E06_A1.1_H05_2	pH7.3_A	Specimen_001_O15_O15_293.fcs	15990	8809
O16	E06_A1.1_H05_2	pH7.3_B	Specimen_001_O16_O16_294.fcs	11877	6823
O17	MJM64_MATa	pH7.3_A	Specimen_001_O17_O17_295.fcs	22500	21039
O18	MJM64_MATa	pH7.3_B	Specimen_001_O18_O18_296.fcs	21218	19719
O19	G06_A3_E01_2	pH7.3_A	Specimen_001_O19_O19_297.fcs	19078	11319
O20	G06_A3_E01_2	pH7.3_B	Specimen_001_O20_O20_298.fcs	15674	8833
O21	REF	pH7.3_A	Specimen_001_O21_O21_299.fcs	19045	59
O22	REF	pH7.3_B	Specimen_001_O22_O22_300.fcs	18118	38
O23	REF	pH7.3_A	Specimen_003_O23_O23_381.fcs	22500	37
O24	REF	pH7.3_B	Specimen_003_O24_O24_382.fcs	22500	22
P01	BLANK	NaCl_A	Specimen_002_P1_P01_351.fcs	5	3
P02	BLANK	NaCl_B	Specimen_002_P2_P02_352.fcs	4	4
P03	F05_A3_H05_2	NaCl_A	Specimen_001_P3_P03_301.fcs	17225	7216
P04	F05_A3_H05_2	NaCl_B	Specimen_001_P4_P04_302.fcs	13344	5568
P05	MJM36_MATalpha	NaCl_A	Specimen_001_P5_P05_303.fcs	16575	5344
P06	MJM36_MATalpha	NaCl_B	Specimen_001_P6_P06_304.fcs	13390	3886
P07	H05_A1.1_D12_2	NaCl_A	Specimen_001_P7_P07_305.fcs	20180	6405
P08	H05_A1.1_D12_2	NaCl_B	Specimen_001_P8_P08_306.fcs	18359	6266
P09	MJM64_MATa	NaCl_A	Specimen_001_P9_P09_307.fcs	19825	16222
P10	MJM64_MATa	NaCl_B	Specimen_001_P10_P10_308.fcs	15628	12628
P11	C06_A1.1_A10_2	NaCl_A	Specimen_001_P11_P11_309.fcs	19110	6790
P12	C06_A1.1_A10_2	NaCl_B	Specimen_001_P12_P12_310.fcs	15210	5715
P13	MJM36_MATalpha	NaCl_A	Specimen_001_P13_P13_311.fcs	16900	5715
P14	MJM36_MATalpha	NaCl_B	Specimen_001_P14_P14_312.fcs	14495	4599
P15	E06_A1.1_H05_2	NaCl_A	Specimen_001_P15_P15_313.fcs	19451	7353
P16	E06_A1.1_H05_2	NaCl_B	Specimen_001_P16_P16_314.fcs	18708	7250
P17	MJM64_MATa	NaCl_A	Specimen_001_P17_P17_315.fcs	16678	13473
P18	MJM64_MATa	NaCl_B	Specimen_001_P18_P18_316.fcs	16639	13146
P19	G06_A3_E01_2	NaCl_A	Specimen_001_P19_P19_317.fcs	21125	10055
P20	G06_A3_E01_2	NaCl_B	Specimen_001_P20_P20_318.fcs	14157	6914
P21	REF	NaCl_A	Specimen_001_P21_P21_319.fcs	21234	355
P22	REF	NaCl_B	Specimen_001_P22_P22_320.fcs	20551	258
P23	REF	NaCl_A	Specimen_003_P23_P23_383.fcs	22500	223
P24	REF	NaCl_B	Specimen_003_P24_P24_384.fcs	22500	263
