Name	Statistic	Cells
Specimen_001_B11_B11.fcs/cells	99.9	13440
Specimen_001_B11_B11.fcs/cells/mCherry	88.8	11935
Specimen_001_B12_B12.fcs		12768
Specimen_001_B12_B12.fcs/cells	99.9	12752
Specimen_001_B12_B12.fcs/cells/mCherry	81.8	10433
Specimen_001_B13_B13.fcs		12369
Specimen_001_B13_B13.fcs/cells	99.9	12359
Specimen_001_B13_B13.fcs/cells/mCherry	85	10511
Specimen_001_B14_B14.fcs		14820
Specimen_001_B14_B14.fcs/cells	99.9	14804
Specimen_001_B14_B14.fcs/cells/mCherry	79.9	11834
Specimen_001_B15_B15.fcs		12027
Specimen_001_B15_B15.fcs/cells	100	12025
Specimen_001_B15_B15.fcs/cells/mCherry	76.1	9153
Specimen_001_B16_B16.fcs		13452
Specimen_001_B16_B16.fcs/cells	99.9	13440
Specimen_001_B16_B16.fcs/cells/mCherry	73.8	9914
Specimen_001_B17_B17.fcs		13794
Specimen_001_B17_B17.fcs/cells	99.9	13783
Specimen_001_B17_B17.fcs/cells/mCherry	82.7	11400
Specimen_001_B18_B18.fcs		14079
Specimen_001_B18_B18.fcs/cells	100	14074
Specimen_001_B18_B18.fcs/cells/mCherry	82	11543
Specimen_001_B19_B19.fcs		13908
Specimen_001_B19_B19.fcs/cells	100	13905
Specimen_001_B19_B19.fcs/cells/mCherry	82.5	11471
Specimen_001_B20_B20.fcs		16302
Specimen_001_B20_B20.fcs/cells	99.9	16291
Specimen_001_B20_B20.fcs/cells/mCherry	78.4	12769
Specimen_001_B21_B21.fcs		17043
Specimen_001_B21_B21.fcs/cells	99.9	17034
Specimen_001_B21_B21.fcs/cells/mCherry	84.7	14435
Specimen_001_B22_B22.fcs		18126
Specimen_001_B22_B22.fcs/cells	100	18120
Specimen_001_B22_B22.fcs/cells/mCherry	83.6	15157
Specimen_001_B23_B23.fcs		15903
Specimen_001_B23_B23.fcs/cells	100	15897
Specimen_001_B23_B23.fcs/cells/mCherry	99.6	15834
Specimen_001_B24_B24.fcs		18240
Specimen_001_B24_B24.fcs/cells	100	18238
Specimen_001_B24_B24.fcs/cells/mCherry	99.8	18195
Specimen_001_C1_C01.fcs		15561
Specimen_001_C1_C01.fcs/cells	99.9	15552
Specimen_001_C1_C01.fcs/cells/mCherry	94.1	14631
Specimen_001_C2_C02.fcs		16245
Specimen_001_C2_C02.fcs/cells	100	16239
Specimen_001_C2_C02.fcs/cells/mCherry	90.7	14736
Specimen_001_C3_C03.fcs		17670
Specimen_001_C3_C03.fcs/cells	99.9	17661
Specimen_001_C3_C03.fcs/cells/mCherry	66.2	11689
Specimen_001_C4_C04.fcs		15081
Specimen_001_C4_C04.fcs/cells	99.8	15057
Specimen_001_C4_C04.fcs/cells/mCherry	57.3	8635
Specimen_001_C5_C05.fcs		16587
Specimen_001_C5_C05.fcs/cells	100	16583
Specimen_001_C5_C05.fcs/cells/mCherry	67.2	11148
Specimen_001_C6_C06.fcs		19152
Specimen_001_C6_C06.fcs/cells	100	19145
Specimen_001_C6_C06.fcs/cells/mCherry	58.7	11230
Specimen_001_C7_C07.fcs		14649
Specimen_001_C7_C07.fcs/cells	99.9	14636
Specimen_001_C7_C07.fcs/cells/mCherry	71.6	10475
Specimen_001_C8_C08.fcs		12902
Specimen_001_C8_C08.fcs/cells	99.9	12888
Specimen_001_C8_C08.fcs/cells/mCherry	61.5	7922
Specimen_001_C9_C09.fcs		16815
Specimen_001_C9_C09.fcs/cells	100	16808
Specimen_001_C9_C09.fcs/cells/mCherry	64.1	10781
Specimen_001_C10_C10.fcs		17385
Specimen_001_C10_C10.fcs/cells	100	17381
Specimen_001_C10_C10.fcs/cells/mCherry	55.9	9717
Specimen_001_C11_C11.fcs		12996
Specimen_001_C11_C11.fcs/cells	99.9	12989
Specimen_001_C11_C11.fcs/cells/mCherry	91.7	11906
Specimen_001_C12_C12.fcs		11630
Specimen_001_C12_C12.fcs/cells	99.8	11611
Specimen_001_C12_C12.fcs/cells/mCherry	88.7	10303
Specimen_001_C13_C13.fcs		9774
Specimen_001_C13_C13.fcs/cells	99.7	9747
Specimen_001_C13_C13.fcs/cells/mCherry	84.5	8233
Specimen_001_C14_C14.fcs		11033
Specimen_001_C14_C14.fcs/cells	99.9	11022
Specimen_001_C14_C14.fcs/cells/mCherry	81.6	8991
Specimen_001_C15_C15.fcs		12369
Specimen_001_C15_C15.fcs/cells	99.9	12356
Specimen_001_C15_C15.fcs/cells/mCherry	88.8	10971
Specimen_001_C16_C16.fcs		13224
Specimen_001_C16_C16.fcs/cells	99.9	13217
Specimen_001_C16_C16.fcs/cells/mCherry	84.6	11177
Specimen_001_C17_C17.fcs		13737
Specimen_001_C17_C17.fcs/cells	99.9	13724
Specimen_001_C17_C17.fcs/cells/mCherry	87.2	11973
Specimen_001_C18_C18.fcs		13680
Specimen_001_C18_C18.fcs/cells	99.9	13671
Specimen_001_C18_C18.fcs/cells/mCherry	84.4	11532
Specimen_001_C19_C19.fcs		13167
Specimen_001_C19_C19.fcs/cells	100	13162
Specimen_001_C19_C19.fcs/cells/mCherry	86.7	11412
Specimen_001_C20_C20.fcs		15276
Specimen_001_C20_C20.fcs/cells	99.9	15264
Specimen_001_C20_C20.fcs/cells/mCherry	83.5	12748
Specimen_001_C21_C21.fcs		15390
Specimen_001_C21_C21.fcs/cells	99.9	15380
Specimen_001_C21_C21.fcs/cells/mCherry	79.6	12237
Specimen_001_C22_C22.fcs		12711
Specimen_001_C22_C22.fcs/cells	99.9	12699
Specimen_001_C22_C22.fcs/cells/mCherry	75.3	9566
Specimen_001_C23_C23.fcs		15048
Specimen_001_C23_C23.fcs/cells	100	15042
Specimen_001_C23_C23.fcs/cells/mCherry	94.4	14201
Specimen_001_C24_C24.fcs		17613
Specimen_001_C24_C24.fcs/cells	99.9	17600
Specimen_001_C24_C24.fcs/cells/mCherry	92.7	16319
Specimen_001_D1_D01.fcs		15105
Specimen_001_D1_D01.fcs/cells	99.9	15095
Specimen_001_D1_D01.fcs/cells/mCherry	91.8	13856
Specimen_001_D2_D02.fcs		17613
Specimen_001_D2_D02.fcs/cells	100	17606
Specimen_001_D2_D02.fcs/cells/mCherry	88.9	15643
Specimen_001_D3_D03.fcs		14242
Specimen_001_D3_D03.fcs/cells	100	14236
Specimen_001_D3_D03.fcs/cells/mCherry	57.7	8213
Specimen_001_D4_D04.fcs		20000
Specimen_001_D4_D04.fcs/cells	100	19992
Specimen_001_D4_D04.fcs/cells/mCherry	55.2	11032
Specimen_001_D5_D05.fcs		17157
Specimen_001_D5_D05.fcs/cells	99.9	17146
Specimen_001_D5_D05.fcs/cells/mCherry	58	9945
Specimen_001_D6_D06.fcs		19209
Specimen_001_D6_D06.fcs/cells	100	19205
Specimen_001_D6_D06.fcs/cells/mCherry	57.3	11001
Specimen_001_D7_D07.fcs		11603
Specimen_001_D7_D07.fcs/cells	99.6	11561
Specimen_001_D7_D07.fcs/cells/mCherry	62	7172
Specimen_001_D8_D08.fcs		16074
Specimen_001_D8_D08.fcs/cells	99.9	16061
Specimen_001_D8_D08.fcs/cells/mCherry	57.5	9231
Specimen_001_D9_D09.fcs		14763
Specimen_001_D9_D09.fcs/cells	100	14757
Specimen_001_D9_D09.fcs/cells/mCherry	55.4	8179
Specimen_001_D10_D10.fcs		18183
Specimen_001_D10_D10.fcs/cells	100	18178
Specimen_001_D10_D10.fcs/cells/mCherry	53.6	9751
Specimen_001_D11_D11.fcs		11799
Specimen_001_D11_D11.fcs/cells	99.9	11787
Specimen_001_D11_D11.fcs/cells/mCherry	88.7	10456
Specimen_001_D12_D12.fcs		12426
Specimen_001_D12_D12.fcs/cells	99.9	12413
Specimen_001_D12_D12.fcs/cells/mCherry	86.6	10751
Specimen_001_D13_D13.fcs		12312
Specimen_001_D13_D13.fcs/cells	99.9	12300
Specimen_001_D13_D13.fcs/cells/mCherry	81.3	10004
Specimen_001_D14_D14.fcs		13395
Specimen_001_D14_D14.fcs/cells	100	13391
Specimen_001_D14_D14.fcs/cells/mCherry	78.7	10538
Specimen_001_D15_D15.fcs		12825
Specimen_001_D15_D15.fcs/cells	99.9	12818
Specimen_001_D15_D15.fcs/cells/mCherry	85.5	10963
Specimen_001_D16_D16.fcs		13281
Specimen_001_D16_D16.fcs/cells	99.9	13268
Specimen_001_D16_D16.fcs/cells/mCherry	84	11142
Specimen_001_D17_D17.fcs		12369
Specimen_001_D17_D17.fcs/cells	99.9	12361
Specimen_001_D17_D17.fcs/cells/mCherry	83.5	10316
Specimen_001_D18_D18.fcs		16131
Specimen_001_D18_D18.fcs/cells	99.9	16117
Specimen_001_D18_D18.fcs/cells/mCherry	81.9	13192
Specimen_001_D19_D19.fcs		11685
Specimen_001_D19_D19.fcs/cells	99.9	11678
Specimen_001_D19_D19.fcs/cells/mCherry	84	9810
Specimen_001_D20_D20.fcs		15789
Specimen_001_D20_D20.fcs/cells	99.9	15776
Specimen_001_D20_D20.fcs/cells/mCherry	81.5	12859
Specimen_001_D21_D21.fcs		10203
Specimen_001_D21_D21.fcs/cells	99.9	10194
Specimen_001_D21_D21.fcs/cells/mCherry	75	7642
Specimen_001_D22_D22.fcs		15276
Specimen_001_D22_D22.fcs/cells	100	15272
Specimen_001_D22_D22.fcs/cells/mCherry	71.1	10866
Specimen_001_D23_D23.fcs		14307
Specimen_001_D23_D23.fcs/cells	100	14302
Specimen_001_D23_D23.fcs/cells/mCherry	92.7	13253
Specimen_001_D24_D24.fcs		17505
Specimen_001_D24_D24.fcs/cells	99.9	17487
Specimen_001_D24_D24.fcs/cells/mCherry	90	15743
Specimen_001_E1_E01.fcs		19551
Specimen_001_E1_E01.fcs/cells	99.9	19531
Specimen_001_E1_E01.fcs/cells/mCherry	64.5	12588
Specimen_001_E2_E02.fcs		15903
Specimen_001_E2_E02.fcs/cells	100	15900
Specimen_001_E2_E02.fcs/cells/mCherry	60.2	9564
Specimen_001_E3_E03.fcs		17157
Specimen_001_E3_E03.fcs/cells	99.9	17147
Specimen_001_E3_E03.fcs/cells/mCherry	63.9	10955
Specimen_001_E4_E04.fcs		16302
Specimen_001_E4_E04.fcs/cells	99.9	16290
Specimen_001_E4_E04.fcs/cells/mCherry	54.3	8843
Specimen_001_E5_E05.fcs		14877
Specimen_001_E5_E05.fcs/cells	100	14870
Specimen_001_E5_E05.fcs/cells/mCherry	70	10411
Specimen_001_E6_E06.fcs		16587
Specimen_001_E6_E06.fcs/cells	100	16580
Specimen_001_E6_E06.fcs/cells/mCherry	61	10120
Specimen_001_E7_E07.fcs		11400
Specimen_001_E7_E07.fcs/cells	100	11397
Specimen_001_E7_E07.fcs/cells/mCherry	99.8	11375
Specimen_001_E8_E08.fcs		14535
Specimen_001_E8_E08.fcs/cells	100	14528
Specimen_001_E8_E08.fcs/cells/mCherry	99.9	14509
Specimen_001_E9_E09.fcs		17727
Specimen_001_E9_E09.fcs/cells	99.8	17697
Specimen_001_E9_E09.fcs/cells/mCherry	62.9	11136
Specimen_001_E10_E10.fcs		15276
Specimen_001_E10_E10.fcs/cells	100	15272
Specimen_001_E10_E10.fcs/cells/mCherry	54.7	8348
Specimen_001_E11_E11.fcs		11913
Specimen_001_E11_E11.fcs/cells	99.9	11905
Specimen_001_E11_E11.fcs/cells/mCherry	80.2	9546
Specimen_001_E12_E12.fcs		11571
Specimen_001_E12_E12.fcs/cells	99.9	11565
Specimen_001_E12_E12.fcs/cells/mCherry	73.2	8467
Specimen_001_E13_E13.fcs		14307
Specimen_001_E13_E13.fcs/cells	99.9	14288
Specimen_001_E13_E13.fcs/cells/mCherry	87.5	12501
Specimen_001_E14_E14.fcs		13395
Specimen_001_E14_E14.fcs/cells	99.9	13383
Specimen_001_E14_E14.fcs/cells/mCherry	83.1	11126
Specimen_001_E15_E15.fcs		13908
Specimen_001_E15_E15.fcs/cells	99.9	13892
Specimen_001_E15_E15.fcs/cells/mCherry	85.2	11842
Specimen_001_E16_E16.fcs		10545
Specimen_001_E16_E16.fcs/cells	99.9	10537
Specimen_001_E16_E16.fcs/cells/mCherry	82.5	8690
Specimen_001_E17_E17.fcs		14364
Specimen_001_E17_E17.fcs/cells	99.9	14350
Specimen_001_E17_E17.fcs/cells/mCherry	81.4	11677
Specimen_001_E18_E18.fcs		14079
Specimen_001_E18_E18.fcs/cells	100	14075
Specimen_001_E18_E18.fcs/cells/mCherry	78.2	11002
Specimen_001_E19_E19.fcs		12358
Specimen_001_E19_E19.fcs/cells	99.9	12344
Specimen_001_E19_E19.fcs/cells/mCherry	90.3	11149
Specimen_001_E20_E20.fcs		12483
Specimen_001_E20_E20.fcs/cells	99.9	12475
Specimen_001_E20_E20.fcs/cells/mCherry	85.6	10680
Specimen_001_E21_E21.fcs		11913
Specimen_001_E21_E21.fcs/cells	100	11910
Specimen_001_E21_E21.fcs/cells/mCherry	88.7	10560
Specimen_001_E22_E22.fcs		11442
Specimen_001_E22_E22.fcs/cells	99.9	11431
Specimen_001_E22_E22.fcs/cells/mCherry	85.4	9758
Specimen_001_E23_E23.fcs		15789
Specimen_001_E23_E23.fcs/cells	99.9	15778
Specimen_001_E23_E23.fcs/cells/mCherry	77.2	12179
Specimen_001_E24_E24.fcs		17271
Specimen_001_E24_E24.fcs/cells	100	17263
Specimen_001_E24_E24.fcs/cells/mCherry	72.4	12501
Specimen_001_F1_F01.fcs		15447
Specimen_001_F1_F01.fcs/cells	100	15442
Specimen_001_F1_F01.fcs/cells/mCherry	59.5	9185
Specimen_001_F2_F02.fcs		19779
Specimen_001_F2_F02.fcs/cells	100	19771
Specimen_001_F2_F02.fcs/cells/mCherry	56.4	11147
Specimen_001_F3_F03.fcs		15732
Specimen_001_F3_F03.fcs/cells	99.9	15718
Specimen_001_F3_F03.fcs/cells/mCherry	55.5	8718
Specimen_001_F4_F04.fcs		17271
Specimen_001_F4_F04.fcs/cells	100	17263
Specimen_001_F4_F04.fcs/cells/mCherry	50.7	8759
Specimen_001_F5_F05.fcs		15675
Specimen_001_F5_F05.fcs/cells	99.9	15664
Specimen_001_F5_F05.fcs/cells/mCherry	62.6	9813
Specimen_001_F6_F06.fcs		19779
Specimen_001_F6_F06.fcs/cells	100	19772
Specimen_001_F6_F06.fcs/cells/mCherry	60.8	12016
Specimen_001_F7_F07.fcs		12369
Specimen_001_F7_F07.fcs/cells	100	12365
Specimen_001_F7_F07.fcs/cells/mCherry	99.6	12311
Specimen_001_F8_F08.fcs		14535
Specimen_001_F8_F08.fcs/cells	100	14528
Specimen_001_F8_F08.fcs/cells/mCherry	99.7	14488
Specimen_001_F9_F09.fcs		15048
Specimen_001_F9_F09.fcs/cells	100	15043
Specimen_001_F9_F09.fcs/cells/mCherry	56.9	8555
Specimen_001_F10_F10.fcs		16758
Specimen_001_F10_F10.fcs/cells	100	16755
Specimen_001_F10_F10.fcs/cells/mCherry	53.9	9026
Specimen_001_F11_F11.fcs		10830
Specimen_001_F11_F11.fcs/cells	99.9	10823
Specimen_001_F11_F11.fcs/cells/mCherry	74.5	8063
Specimen_001_F12_F12.fcs		13623
Specimen_001_F12_F12.fcs/cells	100	13618
Specimen_001_F12_F12.fcs/cells/mCherry	70.1	9543
Specimen_001_F13_F13.fcs		13110
Specimen_001_F13_F13.fcs/cells	99.9	13097
Specimen_001_F13_F13.fcs/cells/mCherry	84.4	11059
Specimen_001_F14_F14.fcs		14706
Specimen_001_F14_F14.fcs/cells	99.9	14687
Specimen_001_F14_F14.fcs/cells/mCherry	81.5	11973
Specimen_001_F15_F15.fcs		10089
Specimen_001_F15_F15.fcs/cells	99.9	10080
Specimen_001_F15_F15.fcs/cells/mCherry	82.9	8357
Specimen_001_F16_F16.fcs		14022
Specimen_001_F16_F16.fcs/cells	99.9	14005
Specimen_001_F16_F16.fcs/cells/mCherry	80.2	11234
Specimen_001_F17_F17.fcs		11913
Specimen_001_F17_F17.fcs/cells	99.9	11904
Specimen_001_F17_F17.fcs/cells/mCherry	79	9403
Specimen_001_F18_F18.fcs		14649
Specimen_001_F18_F18.fcs/cells	99.9	14641
Specimen_001_F18_F18.fcs/cells/mCherry	77.5	11345
Specimen_001_F19_F19.fcs		11115
Specimen_001_F19_F19.fcs/cells	99.9	11101
Specimen_001_F19_F19.fcs/cells/mCherry	86.9	9646
Specimen_001_F20_F20.fcs		13965
Specimen_001_F20_F20.fcs/cells	99.9	13958
Specimen_001_F20_F20.fcs/cells/mCherry	84.7	11818
Specimen_001_F21_F21.fcs		12426
Specimen_001_F21_F21.fcs/cells	99.9	12417
Specimen_001_F21_F21.fcs/cells/mCherry	85.1	10564
Specimen_001_F22_F22.fcs		13110
Specimen_001_F22_F22.fcs/cells	99.9	13103
Specimen_001_F22_F22.fcs/cells/mCherry	83.9	10995
Specimen_001_F23_F23.fcs		15276
Specimen_001_F23_F23.fcs/cells	100	15269
Specimen_001_F23_F23.fcs/cells/mCherry	71.8	10963
Specimen_001_F24_F24.fcs		17556
Specimen_001_F24_F24.fcs/cells	99.9	17545
Specimen_001_F24_F24.fcs/cells/mCherry	71.7	12583
Specimen_001_G1_G01.fcs		17556
Specimen_001_G1_G01.fcs/cells	100	17552
Specimen_001_G1_G01.fcs/cells/mCherry	63.1	11084
Specimen_001_G2_G02.fcs		19551
Specimen_001_G2_G02.fcs/cells	100	19546
Specimen_001_G2_G02.fcs/cells/mCherry	55.9	10919
Specimen_001_G3_G03.fcs		16188
Specimen_001_G3_G03.fcs/cells	100	16182
Specimen_001_G3_G03.fcs/cells/mCherry	70.5	11406
Specimen_001_G4_G04.fcs		15732
Specimen_001_G4_G04.fcs/cells	99.9	15724
Specimen_001_G4_G04.fcs/cells/mCherry	57.9	9102
Specimen_001_G5_G05.fcs		16530
Specimen_001_G5_G05.fcs/cells	99.9	16517
Specimen_001_G5_G05.fcs/cells/mCherry	69.8	11536
Specimen_001_G6_G06.fcs		17556
Specimen_001_G6_G06.fcs/cells	100	17548
Specimen_001_G6_G06.fcs/cells/mCherry	59.5	10446
Specimen_001_G7_G07.fcs		15618
Specimen_001_G7_G07.fcs/cells	99.9	15610
Specimen_001_G7_G07.fcs/cells/mCherry	66.4	10366
Specimen_001_G8_G08.fcs		16929
Specimen_001_G8_G08.fcs/cells	99.9	16918
Specimen_001_G8_G08.fcs/cells/mCherry	56.9	9628
Specimen_001_G9_G09.fcs		15333
Specimen_001_G9_G09.fcs/cells	99.9	15320
Specimen_001_G9_G09.fcs/cells/mCherry	62.9	9639
Specimen_001_G10_G10.fcs		17613
Specimen_001_G10_G10.fcs/cells	100	17606
Specimen_001_G10_G10.fcs/cells/mCherry	53.9	9489
Specimen_001_G11_G11.fcs		13708
Specimen_001_G11_G11.fcs/cells	99.9	13700
Specimen_001_G11_G11.fcs/cells/mCherry	61.7	8451
Specimen_001_G12_G12.fcs		16587
Specimen_001_G12_G12.fcs/cells	100	16579
Specimen_001_G12_G12.fcs/cells/mCherry	51.5	8542
Specimen_001_G13_G13.fcs		14934
Specimen_001_G13_G13.fcs/cells	99.9	14922
Specimen_001_G13_G13.fcs/cells/mCherry	82.4	12295
Specimen_001_G14_G14.fcs		12255
Specimen_001_G14_G14.fcs/cells	99.9	12246
Specimen_001_G14_G14.fcs/cells/mCherry	78.3	9590
Specimen_001_G15_G15.fcs		12369
Specimen_001_G15_G15.fcs/cells	99.9	12355
Specimen_001_G15_G15.fcs/cells/mCherry	87.7	10834
Specimen_001_G16_G16.fcs		12711
Specimen_001_G16_G16.fcs/cells	99.9	12698
Specimen_001_G16_G16.fcs/cells/mCherry	82.5	10481
Specimen_001_G17_G17.fcs		13623
Specimen_001_G17_G17.fcs/cells	99.9	13604
Specimen_001_G17_G17.fcs/cells/mCherry	89.9	12226
Specimen_001_G18_G18.fcs		12825
Specimen_001_G18_G18.fcs/cells	99.9	12814
Specimen_001_G18_G18.fcs/cells/mCherry	85.2	10914
Specimen_001_G19_G19.fcs		12369
Specimen_001_G19_G19.fcs/cells	99.9	12353
Specimen_001_G19_G19.fcs/cells/mCherry	92.1	11377
Specimen_001_G20_G20.fcs		12996
Specimen_001_G20_G20.fcs/cells	99.9	12980
Specimen_001_G20_G20.fcs/cells/mCherry	89	11553
Specimen_001_G21_G21.fcs		14535
Specimen_001_G21_G21.fcs/cells	99.9	14524
Specimen_001_G21_G21.fcs/cells/mCherry	82	11915
Specimen_001_G22_G22.fcs		13794
Specimen_001_G22_G22.fcs/cells	100	13790
Specimen_001_G22_G22.fcs/cells/mCherry	79.1	10901
Specimen_001_G23_G23.fcs		14934
Specimen_001_G23_G23.fcs/cells	100	14931
Specimen_001_G23_G23.fcs/cells/mCherry	99.9	14911
Specimen_001_G24_G24.fcs		13224
Specimen_001_G24_G24.fcs/cells	99.9	13214
Specimen_001_G24_G24.fcs/cells/mCherry	99.9	13198
Specimen_001_H1_H01.fcs		17727
Specimen_001_H1_H01.fcs/cells	99.9	17717
Specimen_001_H1_H01.fcs/cells/mCherry	56.9	10078
Specimen_001_H2_H02.fcs		18146
Specimen_001_H2_H02.fcs/cells	99.9	18133
Specimen_001_H2_H02.fcs/cells/mCherry	55.1	9994
Specimen_001_H3_H03.fcs		12047
Specimen_001_H3_H03.fcs/cells	99.9	12032
Specimen_001_H3_H03.fcs/cells/mCherry	63.1	7598
Specimen_001_H4_H04.fcs		12426
Specimen_001_H4_H04.fcs/cells	99.9	12412
Specimen_001_H4_H04.fcs/cells/mCherry	60.7	7529
Specimen_001_H5_H05.fcs		17442
Specimen_001_H5_H05.fcs/cells	100	17434
Specimen_001_H5_H05.fcs/cells/mCherry	60.4	10534
Specimen_001_H6_H06.fcs		19380
Specimen_001_H6_H06.fcs/cells	100	19373
Specimen_001_H6_H06.fcs/cells/mCherry	57	11049
Specimen_001_H7_H07.fcs		13908
Specimen_001_H7_H07.fcs/cells	99.9	13893
Specimen_001_H7_H07.fcs/cells/mCherry	55.8	7746
Specimen_001_H8_H08.fcs		16929
Specimen_001_H8_H08.fcs/cells	100	16926
Specimen_001_H8_H08.fcs/cells/mCherry	54.7	9264
Specimen_001_H9_H09.fcs		15390
Specimen_001_H9_H09.fcs/cells	99.9	15382
Specimen_001_H9_H09.fcs/cells/mCherry	55.6	8548
Specimen_001_H10_H10.fcs		17499
Specimen_001_H10_H10.fcs/cells	100	17491
Specimen_001_H10_H10.fcs/cells/mCherry	50.1	8768
Specimen_001_H11_H11.fcs		14991
Specimen_001_H11_H11.fcs/cells	100	14984
Specimen_001_H11_H11.fcs/cells/mCherry	52.3	7838
