Name	Statistic	Cells
Specimen_001_O7_O07.fcs/mCherry	47.2	3446
Specimen_001_O8_O08.fcs		5233
Specimen_001_O8_O08.fcs/mCherry	43.8	2294
Specimen_001_O9_O09.fcs		7614
Specimen_001_O9_O09.fcs/mCherry	60	4565
Specimen_001_O10_O10.fcs		5878
Specimen_001_O10_O10.fcs/mCherry	59.7	3509
Specimen_001_O11_O11.fcs		8413
Specimen_001_O11_O11.fcs/mCherry	42.7	3596
Specimen_001_O12_O12.fcs		6862
Specimen_001_O12_O12.fcs/mCherry	39.7	2722
Specimen_001_O13_O13.fcs		11280
Specimen_001_O13_O13.fcs/mCherry	44.2	4991
Specimen_001_O14_O14.fcs		7160
Specimen_001_O14_O14.fcs/mCherry	37.9	2712
Specimen_001_O15_O15.fcs		8975
Specimen_001_O15_O15.fcs/mCherry	64	5741
Specimen_001_O16_O16.fcs		6269
Specimen_001_O16_O16.fcs/mCherry	62.1	3893
Specimen_001_O17_O17.fcs		9447
Specimen_001_O17_O17.fcs/mCherry	47.9	4528
Specimen_001_O18_O18.fcs		6904
Specimen_001_O18_O18.fcs/mCherry	45.2	3118
Specimen_001_O19_O19.fcs		7230
Specimen_001_O19_O19.fcs/mCherry	61	4411
Specimen_001_O20_O20.fcs		6122
Specimen_001_O20_O20.fcs/mCherry	61.5	3767
Specimen_001_O21_O21.fcs		9212
Specimen_001_O21_O21.fcs/mCherry	95	8749
Specimen_001_O22_O22.fcs		5712
Specimen_001_O22_O22.fcs/mCherry	94.4	5393
Specimen_001_P3_P03.fcs		19411
Specimen_001_P3_P03.fcs/mCherry	98.1	19038
Specimen_001_P4_P04.fcs		20445
Specimen_001_P4_P04.fcs/mCherry	98.3	20090
Specimen_001_P5_P05.fcs		13731
Specimen_001_P5_P05.fcs/mCherry	68.5	9399
Specimen_001_P6_P06.fcs		12885
Specimen_001_P6_P06.fcs/mCherry	67.8	8736
Specimen_001_P7_P07.fcs		13677
Specimen_001_P7_P07.fcs/mCherry	58.4	7991
Specimen_001_P8_P08.fcs		14288
Specimen_001_P8_P08.fcs/mCherry	57.4	8203
Specimen_001_P9_P09.fcs		13442
Specimen_001_P9_P09.fcs/mCherry	64.5	8664
Specimen_001_P10_P10.fcs		16544
Specimen_001_P10_P10.fcs/mCherry	62	10256
Specimen_001_P11_P11.fcs		10619
Specimen_001_P11_P11.fcs/mCherry	57.2	6077
Specimen_001_P12_P12.fcs		15416
Specimen_001_P12_P12.fcs/mCherry	54.3	8365
Specimen_001_P13_P13.fcs		13959
Specimen_001_P13_P13.fcs/mCherry	57.6	8042
Specimen_001_P14_P14.fcs		14095
Specimen_001_P14_P14.fcs/mCherry	53	7473
Specimen_001_P15_P15.fcs		15134
Specimen_001_P15_P15.fcs/mCherry	67	10134
Specimen_001_P16_P16.fcs		18095
Specimen_001_P16_P16.fcs/mCherry	64.9	11746
Specimen_001_P17_P17.fcs		14382
Specimen_001_P17_P17.fcs/mCherry	61.3	8812
Specimen_001_P18_P18.fcs		16497
Specimen_001_P18_P18.fcs/mCherry	56.5	9324
Specimen_001_P19_P19.fcs		14617
Specimen_001_P19_P19.fcs/mCherry	66.4	9701
Specimen_001_P20_P20.fcs		16403
Specimen_001_P20_P20.fcs/mCherry	63.7	10453
Specimen_001_P21_P21.fcs		18621
Specimen_001_P21_P21.fcs/mCherry	98	18257
Specimen_001_P22_P22.fcs		19740
Specimen_001_P22_P22.fcs/mCherry	98	19340
