"","sample_id","env","regime","anc","ref","kk_pop_id","fitness_gain_avg","fitness_gain_sd"
"224","E04_a3_G01_2","SC_0.2M_NaCl","sexual",0,0,"a3_G01",0.0086237687424241,0.000377042966276473
"225","E04_a3_G01_2","SC_pH7.3","sexual",0,0,"a3_G01",0.0892888054511253,0.00225797049086376
"226","E04_a3_G01_2","SC30C","sexual",0,0,"a3_G01",-0.00113454342334265,0.0023461354702618
"227","E04_a3_G01_2","SC37C","sexual",0,0,"a3_G01",0.0195028879274965,0.0301511825952598
"228","E04_a3_G01_2","YPD","sexual",0,0,"a3_G01",0.00810489723281714,0.000924040266323308
"229","E05_a1.1_H01_1","lowP","asexual",0,0,"a1.1_H01",-0.0452410380618572,0.00347416550890845
"230","E05_a1.1_H01_1","SC_0.2M_NaCl","asexual",0,0,"a1.1_H01",-0.0203418098629989,0.00712022866344642
"231","E05_a1.1_H01_1","SC_pH7.3","asexual",0,0,"a1.1_H01",0.0453101984549969,0.00577127133769347
"232","E05_a1.1_H01_1","SC30C","asexual",0,0,"a1.1_H01",-0.0430459582836203,1.6019876115242e-05
"233","E05_a1.1_H01_1","SC37C","asexual",0,0,"a1.1_H01",-0.0195922573236863,0.00183831929903545
"234","E05_a1.1_H01_1","YPD","asexual",0,0,"a1.1_H01",0.00391636601464469,0.00524630268441876
"235","E05_a1.1_H01_2","lowP","asexual",0,0,"a1.1_H01",-0.0475006217881818,0.00721875366123697
"236","E05_a1.1_H01_2","SC_0.2M_NaCl","asexual",0,0,"a1.1_H01",-0.0157791700669704,0.00655069538160699
"237","E05_a1.1_H01_2","SC_pH7.3","asexual",0,0,"a1.1_H01",0.0513257859456921,0.0132204834759617
"238","E05_a1.1_H01_2","SC30C","asexual",0,0,"a1.1_H01",-0.0402558069580343,0.00473399921192245
"239","E05_a1.1_H01_2","SC37C","asexual",0,0,"a1.1_H01",-0.0257541437651569,0.00825885613685347
"240","E05_a1.1_H01_2","YPD","asexual",0,0,"a1.1_H01",-0.00669063065468436,0.00245208050918965
