clone_id,env,regime,anc,ref,kk_pop_id,fitness_gain_avg,fitness_gain_sd,env_group_mean,mc_gain,multi_count,single_count,tot_hits,pop_id
D03_A3_B12_1,SC_0.2M_NaCl,sexual,0,0,a3_B12,-0.0017134985352809,0.0060779569542317,0.012973845153084822,-0.014687343688365722,9,7,16,D03_A3_B12
D03_A3_B12_1,SC_pH7.3,sexual,0,0,a3_B12,0.0874921072708054,0.0138201385610203,0.08577456353872868,0.0017175437320767206,9,7,16,D03_A3_B12
D03_A3_B12_1,SC30C,sexual,0,0,a3_B12,-0.0285776713338703,0.001860959975162,-0.016458419381894417,-0.012119251951975881,9,7,16,D03_A3_B12
D03_A3_B12_1,SC37C,sexual,0,0,a3_B12,0.0127334863927378,0.0437927771248263,0.013476052238255685,-0.0007425658455178855,9,7,16,D03_A3_B12
D03_A3_B12_1,YPD,sexual,0,0,a3_B12,0.0002135878447619,0.0026261972599904,0.006513714805136206,-0.006300126960374307,9,7,16,D03_A3_B12
D03_A3_B12_2,lowP,sexual,0,0,a3_B12,0.000710654297624,0.0037884786172856,0.004241308982132484,-0.003530654684508484,13,13,26,D03_A3_B12
D03_A3_B12_2,SC_0.2M_NaCl,sexual,0,0,a3_B12,0.0156871553283985,0.0040482068288628,0.012973845153084822,0.0027133101753136785,13,13,26,D03_A3_B12
D03_A3_B12_2,SC_pH7.3,sexual,0,0,a3_B12,0.0822474927616908,0.0037403284020893,0.08577456353872868,-0.0035270707770378856,13,13,26,D03_A3_B12
D03_A3_B12_2,SC30C,sexual,0,0,a3_B12,-0.0380027004608558,0.0156038179368213,-0.016458419381894417,-0.02154428107896138,13,13,26,D03_A3_B12
D03_A3_B12_2,SC37C,sexual,0,0,a3_B12,0.0381414759794219,0.0181218321445248,0.013476052238255685,0.024665423741166214,13,13,26,D03_A3_B12
D03_A3_B12_2,YPD,sexual,0,0,a3_B12,0.0085494651029404,0.0028580849609956,0.006513714805136206,0.002035750297804194,13,13,26,D03_A3_B12
D05_A1.1_C12_1,lowP,asexual,0,0,a1.1_C12,-0.0432849846268404,0.0031139531641871,-0.06593941004154427,0.022654425414703874,10,27,37,D05_A1.1_C12
D05_A1.1_C12_1,SC_0.2M_NaCl,asexual,0,0,a1.1_C12,0.0137805553651352,0.0201492825868098,-0.021914136913430138,0.03569469227856534,10,27,37,D05_A1.1_C12
D05_A1.1_C12_1,SC_pH7.3,asexual,0,0,a1.1_C12,0.0513270363078241,0.0043789857282825,0.029968819668503028,0.02135821663932107,10,27,37,D05_A1.1_C12
D05_A1.1_C12_1,SC30C,asexual,0,0,a1.1_C12,-0.0429834288675433,0.0048309950622233,-0.05714336091062842,0.014159932043085119,10,27,37,D05_A1.1_C12
D05_A1.1_C12_1,SC37C,asexual,0,0,a1.1_C12,-0.0965721622870533,0.0005807644779431,-0.06669518684995192,-0.029876975437101383,10,27,37,D05_A1.1_C12
D05_A1.1_C12_1,YPD,asexual,0,0,a1.1_C12,-0.0033399698201113,0.0022830314896809,-0.007296789617243259,0.003956819797131959,10,27,37,D05_A1.1_C12
D05_A1.1_C12_2,lowP,asexual,0,0,a1.1_C12,-0.0494036253112591,0.0085296869293273,-0.06593941004154427,0.01653578473028517,12,26,38,D05_A1.1_C12
D05_A1.1_C12_2,SC_0.2M_NaCl,asexual,0,0,a1.1_C12,0.0070029621852321,0.0100656385237862,-0.021914136913430138,0.02891709909866224,12,26,38,D05_A1.1_C12
D05_A1.1_C12_2,SC_pH7.3,asexual,0,0,a1.1_C12,-0.002351587138467,0.000288722421826,0.029968819668503028,-0.03232040680697003,12,26,38,D05_A1.1_C12
D05_A1.1_C12_2,SC30C,asexual,0,0,a1.1_C12,-0.0489536745516918,0.0006635535255867,-0.05714336091062842,0.008189686358936618,12,26,38,D05_A1.1_C12
