"env","plate","X","kk_strain_id","kk_pop_id","kk_well_id","well_id_96","plate_id","F1","parent","anc","regime","s_hat","exclude","plate_means","fitness_gain","env_means","fitness_gain_adj","f1_unique_id"
"SC_0.2M_NaCl","1_env3",769,"A04_a3_G12_1","a3_G12","G12","A01","1",1,0,0,"sexual",0.0390800131681145,0,0.00350741537278833,0.0355725977953262,-0.0927020854498966,0.128274683245223,"A04_a3_G12_1_1_A01"
"SC_0.2M_NaCl","1_env3",931,"G03_a1.1_B12_1","a1.1_B12","B12","D10","1",1,0,0,"asexual",-0.0612398264787056,0,0.00350741537278833,-0.0647472418514939,-0.0927020854498966,0.0279548435984027,"G03_a1.1_B12_1_1_D10"
"SC_0.2M_NaCl","1_env3",771,"A04_a3_G12_1","a3_G12","G12","A02","1",1,0,0,"sexual",-0.0905519669406833,0,0.00350741537278833,-0.0940593823134716,-0.0927020854498966,-0.00135729686357502,"A04_a3_G12_1_1_A02"
"SC_0.2M_NaCl","1_env3",773,"A04_a3_G12_1","a3_G12","G12","A03","1",1,0,0,"sexual",-0.0828729952053389,0,0.00350741537278833,-0.0863804105781272,-0.0927020854498966,0.00632167487176938,"A04_a3_G12_1_1_A03"
"SC_0.2M_NaCl","1_env3",775,"A06_a3_H07_1","a3_H07","H07","A04","1",1,0,0,"sexual",-0.0641059776842721,0,0.00350741537278833,-0.0676133930570604,-0.0927020854498966,0.0250886923928362,"A06_a3_H07_1_1_A04"
"SC_0.2M_NaCl","1_env3",977,"B04_a1.1_A02_1","a1.1_A02","A02","E09","1",1,0,0,"asexual",-0.0873683026070499,0,0.00350741537278833,-0.0908757179798382,-0.0927020854498966,0.00182636747005838,"B04_a1.1_A02_1_1_E09"
"SC_0.2M_NaCl","1_env3",777,"A06_a3_H07_1","a3_H07","H07","A05","1",1,0,0,"sexual",-0.0666477396553695,0,0.00350741537278833,-0.0701551550281578,-0.0927020854498966,0.0225469304217388,"A06_a3_H07_1_1_A05"
"SC_0.2M_NaCl","1_env3",979,"B04_a1.1_A02_1","a1.1_A02","A02","E10","1",1,0,0,"asexual",-0.0788156681752234,0,0.00350741537278833,-0.0823230835480117,-0.0927020854498966,0.0103790019018849,"B04_a1.1_A02_1_1_E10"
"SC_0.2M_NaCl","1_env3",779,"G03_a1.1_B12_1","a1.1_B12","B12","A06","1",1,0,0,"asexual",-0.0949326221159182,0,0.00350741537278833,-0.0984400374887065,-0.0927020854498966,-0.00573795203880992,"G03_a1.1_B12_1_1_A06"
"SC_0.2M_NaCl","1_env3",781,"G03_a1.1_B12_1","a1.1_B12","B12","A07","1",1,0,0,"asexual",-0.0922641648549956,0,0.00350741537278833,-0.0957715802277839,-0.0927020854498966,-0.00306949477788732,"G03_a1.1_B12_1_1_A07"
"SC_0.2M_NaCl","1_env3",783,"B04_a1.1_A02_1","a1.1_A02","A02","A08","1",1,0,0,"asexual",-0.14090633022913,0,0.00350741537278833,-0.144413745601918,-0.0927020854498966,-0.0517116601520217,"B04_a1.1_A02_1_1_A08"
"SC_0.2M_NaCl","1_env3",1025,"B04_a1.1_A02_1","a1.1_A02","A02","F09","1",1,0,0,"asexual",-0.0833295492670564,0,0.00350741537278833,-0.0868369646398447,-0.0927020854498966,0.00586512081005189,"B04_a1.1_A02_1_1_F09"
"SC_0.2M_NaCl","1_env3",785,"B04_a1.1_A02_1","a1.1_A02","A02","A09","1",1,0,0,"asexual",-0.122284080180308,0,0.00350741537278833,-0.125791495553096,-0.0927020854498966,-0.0330894101031997,"B04_a1.1_A02_1_1_A09"
"SC_0.2M_NaCl","1_env3",1027,"B04_a1.1_A02_1","a1.1_A02","A02","F10","1",1,0,0,"asexual",-0.107151750427449,0,0.00350741537278833,-0.110659165800237,-0.0927020854498966,-0.0179570803503407,"B04_a1.1_A02_1_1_F10"
"SC_0.2M_NaCl","1_env3",787,"G03_a1.1_B12_1","a1.1_B12","B12","A10","1",1,0,0,"asexual",-0.0874635467051779,0,0.00350741537278833,-0.0909709620779662,-0.0927020854498966,0.00173112337193038,"G03_a1.1_B12_1_1_A10"
"SC_0.2M_NaCl","1_env3",913,"A04_a3_G12_1","a3_G12","G12","D01","1",1,0,0,"sexual",-0.0836465369006933,0,0.00350741537278833,-0.0871539522734816,-0.0927020854498966,0.00554813317641498,"A04_a3_G12_1_1_D01"
"SC_0.2M_NaCl","1_env3",833,"B04_a1.1_A02_1","a1.1_A02","A02","B09","1",1,0,0,"asexual",-0.102982402061882,0,0.00350741537278833,-0.10648981743467,-0.0927020854498966,-0.0137877319847737,"B04_a1.1_A02_1_1_B09"
"SC_0.2M_NaCl","1_env3",915,"A04_a3_G12_1","a3_G12","G12","D02","1",1,0,0,"sexual",-0.0931736107571308,0,0.00350741537278833,-0.0966810261299191,-0.0927020854498966,-0.00397894068002252,"A04_a3_G12_1_1_D02"
"SC_0.2M_NaCl","1_env3",835,"G03_a1.1_B12_1","a1.1_B12","B12","B10","1",1,0,0,"asexual",-0.13677946292532,0,0.00350741537278833,-0.140286878298108,-0.0927020854498966,-0.0475847928482117,"G03_a1.1_B12_1_1_B10"
"SC_0.2M_NaCl","1_env3",917,"A04_a3_G12_1","a3_G12","G12","D03","1",1,0,0,"sexual",-0.0922749143478747,0,0.00350741537278833,-0.095782329720663,-0.0927020854498966,-0.00308024427076642,"A04_a3_G12_1_1_D03"
"SC_0.2M_NaCl","1_env3",919,"A06_a3_H07_1","a3_H07","H07","D04","1",1,0,0,"sexual",-0.0572292093796997,0,0.00350741537278833,-0.060736624752488,-0.0927020854498966,0.0319654606974086,"A06_a3_H07_1_1_D04"
"SC_0.2M_NaCl","1_env3",921,"A06_a3_H07_1","a3_H07","H07","D05","1",1,0,0,"sexual",-0.0641380612025003,0,0.00350741537278833,-0.0676454765752886,-0.0927020854498966,0.025056608874608,"A06_a3_H07_1_1_D05"
"SC_0.2M_NaCl","1_env3",881,"B04_a1.1_A02_1","a1.1_A02","A02","C09","1",1,0,0,"asexual",-0.10456641282401,0,0.00350741537278833,-0.108073828196798,-0.0927020854498966,-0.0153717427469017,"B04_a1.1_A02_1_1_C09"
"SC_0.2M_NaCl","1_env3",923,"G03_a1.1_B12_1","a1.1_B12","B12","D06","1",1,0,0,"asexual",-0.0742134416899228,0,0.00350741537278833,-0.0777208570627111,-0.0927020854498966,0.0149812283871855,"G03_a1.1_B12_1_1_D06"
"SC_0.2M_NaCl","1_env3",883,"G03_a1.1_B12_1","a1.1_B12","B12","C10","1",1,0,0,"asexual",-0.0945527669298755,0,0.00350741537278833,-0.0980601823026638,-0.0927020854498966,-0.00535809685276722,"G03_a1.1_B12_1_1_C10"
"SC_0.2M_NaCl","1_env3",925,"G03_a1.1_B12_1","a1.1_B12","B12","D07","1",1,0,0,"asexual",-0.0749737560814991,0,0.00350741537278833,-0.0784811714542874,-0.0927020854498966,0.0142209139956092,"G03_a1.1_B12_1_1_D07"
"SC_0.2M_NaCl","1_env3",927,"B04_a1.1_A02_1","a1.1_A02","A02","D08","1",1,0,0,"asexual",-0.118144173300178,0,0.00350741537278833,-0.121651588672966,-0.0927020854498966,-0.0289495032230697,"B04_a1.1_A02_1_1_D08"
"SC_0.2M_NaCl","1_env3",929,"B04_a1.1_A02_1","a1.1_A02","A02","D09","1",1,0,0,"asexual",-0.126480767114027,0,0.00350741537278833,-0.129988182486815,-0.0927020854498966,-0.0372860970369187,"B04_a1.1_A02_1_1_D09"
"SC_0.2M_NaCl","1_env3",1023,"B04_a1.1_A02_1","a1.1_A02","A02","F08","1",1,0,0,"asexual",-0.0906506415246983,0,0.00350741537278833,-0.0941580568974866,-0.0927020854498966,-0.00145597144759002,"B04_a1.1_A02_1_1_F08"
"SC_0.2M_NaCl","1_env3",971,"G03_a1.1_B12_1","a1.1_B12","B12","E06","1",1,0,0,"asexual",-0.0904808115568999,0,0.00350741537278833,-0.0939882269296882,-0.0927020854498966,-0.00128614147979161,"G03_a1.1_B12_1_1_E06"
"SC_0.2M_NaCl","1_env3",1065,"A06_a3_H07_1","a3_H07","H07","G05","1",1,0,0,"sexual",-0.100702765870527,0,0.00350741537278833,-0.104210181243315,-0.0927020854498966,-0.0115080957934187,"A06_a3_H07_1_1_G05"
"SC_0.2M_NaCl","1_env3",973,"G03_a1.1_B12_1","a1.1_B12","B12","E07","1",1,0,0,"asexual",-0.0855138834748007,0,0.00350741537278833,-0.089021298847589,-0.0927020854498966,0.00368078660230758,"G03_a1.1_B12_1_1_E07"
"SC_0.2M_NaCl","1_env3",1067,"G03_a1.1_B12_1","a1.1_B12","B12","G06","1",1,0,0,"asexual",-0.0558356752903391,0,0.00350741537278833,-0.0593430906631274,-0.0927020854498966,0.0333589947867692,"G03_a1.1_B12_1_1_G06"
"SC_0.2M_NaCl","1_env3",975,"B04_a1.1_A02_1","a1.1_A02","A02","E08","1",1,0,0,"asexual",-0.0852708205057821,0,0.00350741537278833,-0.0887782358785704,-0.0927020854498966,0.00392384957132619,"B04_a1.1_A02_1_1_E08"
"SC_0.2M_NaCl","1_env3",1057,"A06_a3_H07_1","a3_H07","H07","G01","1",1,0,0,"sexual",-0.195900598234887,0,0.00350741537278833,-0.199408013607675,-0.0927020854498966,-0.106705928157779,"A06_a3_H07_1_1_G01"
"SC_0.2M_NaCl","1_env3",1017,"A06_a3_H07_1","a3_H07","H07","F05","1",1,0,0,"sexual",-0.102425319216964,0,0.00350741537278833,-0.105932734589752,-0.0927020854498966,-0.0132306491398557,"A06_a3_H07_1_1_F05"
"SC_0.2M_NaCl","1_env3",817,"A04_a3_G12_1","a3_G12","G12","B01","1",1,0,0,"sexual",-0.120121914528407,0,0.00350741537278833,-0.123629329901195,-0.0927020854498966,-0.0309272444512987,"A04_a3_G12_1_1_B01"
"SC_0.2M_NaCl","1_env3",1019,"G03_a1.1_B12_1","a1.1_B12","B12","F06","1",1,0,0,"asexual",-0.0710410959714003,0,0.00350741537278833,-0.0745485113441886,-0.0927020854498966,0.018153574105708,"G03_a1.1_B12_1_1_F06"
"SC_0.2M_NaCl","1_env3",819,"A04_a3_G12_1","a3_G12","G12","B02","1",1,0,0,"sexual",-0.100266308203627,0,0.00350741537278833,-0.103773723576415,-0.0927020854498966,-0.0110716381265187,"A04_a3_G12_1_1_B02"
"SC_0.2M_NaCl","1_env3",1021,"G03_a1.1_B12_1","a1.1_B12","B12","F07","1",1,0,0,"asexual",-0.109842870528153,0,0.00350741537278833,-0.113350285900941,-0.0927020854498966,-0.0206482004510447,"G03_a1.1_B12_1_1_F07"
"SC_0.2M_NaCl","1_env3",821,"A04_a3_G12_1","a3_G12","G12","B03","1",1,0,0,"sexual",-0.0840536421133321,0,0.00350741537278833,-0.0875610574861204,-0.0927020854498966,0.00514102796377618,"A04_a3_G12_1_1_B03"
"SC_0.2M_NaCl","1_env3",875,"G03_a1.1_B12_1","a1.1_B12","B12","C06","1",1,0,0,"asexual",-0.108091683341437,0,0.00350741537278833,-0.111599098714225,-0.0927020854498966,-0.0188970132643287,"G03_a1.1_B12_1_1_C06"
"SC_0.2M_NaCl","1_env3",823,"A06_a3_H07_1","a3_H07","H07","B04","1",1,0,0,"sexual",-0.0600778190317648,0,0.00350741537278833,-0.0635852344045531,-0.0927020854498966,0.0291168510453435,"A06_a3_H07_1_1_B04"
"SC_0.2M_NaCl","1_env3",877,"G03_a1.1_B12_1","a1.1_B12","B12","C07","1",1,0,0,"asexual",-0.105051714931582,0,0.00350741537278833,-0.10855913030437,-0.0927020854498966,-0.0158570448544737,"G03_a1.1_B12_1_1_C07"
"SC_0.2M_NaCl","1_env3",825,"A06_a3_H07_1","a3_H07","H07","B05","1",1,0,0,"sexual",-0.105290556622584,0,0.00350741537278833,-0.108797971995372,-0.0927020854498966,-0.0160958865454757,"A06_a3_H07_1_1_B05"
"SC_0.2M_NaCl","1_env3",879,"B04_a1.1_A02_1","a1.1_A02","A02","C08","1",1,0,0,"asexual",-0.154165747690628,0,0.00350741537278833,-0.157673163063416,-0.0927020854498966,-0.0649710776135197,"B04_a1.1_A02_1_1_C08"
"SC_0.2M_NaCl","1_env3",827,"G03_a1.1_B12_1","a1.1_B12","B12","B06","1",1,0,0,"asexual",-0.103261659304946,0,0.00350741537278833,-0.106769074677734,-0.0927020854498966,-0.0140669892278377,"G03_a1.1_B12_1_1_B06"
"SC_0.2M_NaCl","1_env3",1069,"G03_a1.1_B12_1","a1.1_B12","B12","G07","1",1,0,0,"asexual",-0.0871303094372785,0,0.00350741537278833,-0.0906377248100668,-0.0927020854498966,0.00206436063982979,"G03_a1.1_B12_1_1_G07"
"SC_0.2M_NaCl","1_env3",829,"G03_a1.1_B12_1","a1.1_B12","B12","B07","1",1,0,0,"asexual",-0.0960009229715433,0,0.00350741537278833,-0.0995083383443316,-0.0927020854498966,-0.00680625289443502,"G03_a1.1_B12_1_1_B07"
"SC_0.2M_NaCl","1_env3",1071,"B04_a1.1_A02_1","a1.1_A02","A02","G08","1",1,0,0,"asexual",-0.0743644218521682,0,0.00350741537278833,-0.0778718372249565,-0.0927020854498966,0.0148302482249401,"B04_a1.1_A02_1_1_G08"
"SC_0.2M_NaCl","1_env3",831,"B04_a1.1_A02_1","a1.1_A02","A02","B08","1",1,0,0,"asexual",-0.0711592924302266,0,0.00350741537278833,-0.0746667078030149,-0.0927020854498966,0.0180353776468817,"B04_a1.1_A02_1_1_B08"
"SC_0.2M_NaCl","1_env3",1073,"B04_a1.1_A02_1","a1.1_A02","A02","G09","1",1,0,0,"asexual",-0.11286185293697,0,0.00350741537278833,-0.116369268309758,-0.0927020854498966,-0.0236671828598617,"B04_a1.1_A02_1_1_G09"
"SC_0.2M_NaCl","1_env3",873,"A06_a3_H07_1","a3_H07","H07","C05","1",1,0,0,"sexual",-0.0873845515130103,0,0.00350741537278833,-0.0908919668857986,-0.0927020854498966,0.00181011856409798,"A06_a3_H07_1_1_C05"
"SC_0.2M_NaCl","1_env3",1075,"B04_a1.1_A02_1","a1.1_A02","A02","G10","1",1,0,0,"asexual",-0.116098326935944,0,0.00350741537278833,-0.119605742308732,-0.0927020854498966,-0.0269036568588357,"B04_a1.1_A02_1_1_G10"
"SC_0.2M_NaCl","1_env3",969,"A06_a3_H07_1","a3_H07","H07","E05","1",1,0,0,"sexual",-0.0882337040276893,0,0.00350741537278833,-0.0917411194004776,-0.0927020854498966,0.000960966049418976,"A06_a3_H07_1_1_E05"
"SC_0.2M_NaCl","1_env3",1011,"A04_a3_G12_1","a3_G12","G12","F02","1",1,0,0,"sexual",-0.0850437312799975,0,0.00350741537278833,-0.0885511466527858,-0.0927020854498966,0.00415093879711079,"A04_a3_G12_1_1_F02"
"SC_0.2M_NaCl","1_env3",1013,"A04_a3_G12_1","a3_G12","G12","F03","1",1,0,0,"sexual",-0.0687996744028439,0,0.00350741537278833,-0.0723070897756322,-0.0927020854498966,0.0203949956742644,"A04_a3_G12_1_1_F03"
"SC_0.2M_NaCl","1_env3",961,"A06_a3_H07_1","a3_H07","H07","E01","1",1,0,0,"sexual",-0.0630573354602139,0,0.00350741537278833,-0.0665647508330022,-0.0927020854498966,0.0261373346168944,"A06_a3_H07_1_1_E01"
"SC_0.2M_NaCl","1_env3",1015,"A06_a3_H07_1","a3_H07","H07","F04","1",1,0,0,"sexual",-0.0688877012649815,0,0.00350741537278833,-0.0723951166377698,-0.0927020854498966,0.0203069688121268,"A06_a3_H07_1_1_F04"
"SC_0.2M_NaCl","1_env3",963,"A04_a3_G12_1","a3_G12","G12","E02","1",1,0,0,"sexual",-0.0594651626847539,0,0.00350741537278833,-0.0629725780575422,-0.0927020854498966,0.0297295073923544,"A04_a3_G12_1_1_E02"
"SC_0.2M_NaCl","1_env3",869,"A04_a3_G12_1","a3_G12","G12","C03","1",1,0,0,"sexual",-0.0956101726981018,0,0.00350741537278833,-0.0991175880708901,-0.0927020854498966,-0.00641550262099352,"A04_a3_G12_1_1_C03"
"SC_0.2M_NaCl","1_env3",965,"A04_a3_G12_1","a3_G12","G12","E03","1",1,0,0,"sexual",-0.060141033807864,0,0.00350741537278833,-0.0636484491806523,-0.0927020854498966,0.0290536362692443,"A04_a3_G12_1_1_E03"
"SC_0.2M_NaCl","1_env3",1059,"A04_a3_G12_1","a3_G12","G12","G02","1",1,0,0,"sexual",-0.0939551942108651,0,0.00350741537278833,-0.0974626095836534,-0.0927020854498966,-0.00476052413375681,"A04_a3_G12_1_1_G02"
"SC_0.2M_NaCl","1_env3",967,"A06_a3_H07_1","a3_H07","H07","E04","1",1,0,0,"sexual",-0.0890760427832702,0,0.00350741537278833,-0.0925834581560585,-0.0927020854498966,0.000118627293838075,"A06_a3_H07_1_1_E04"
"SC_0.2M_NaCl","1_env3",1061,"A04_a3_G12_1","a3_G12","G12","G03","1",1,0,0,"sexual",-0.0703100612665599,0,0.00350741537278833,-0.0738174766393482,-0.0927020854498966,0.0188846088105484,"A04_a3_G12_1_1_G03"
"SC_0.2M_NaCl","1_env3",1115,"G03_a1.1_B12_1","a1.1_B12","B12","H06","1",1,0,0,"asexual",-0.0909265563235892,0,0.00350741537278833,-0.0944339716963775,-0.0927020854498966,-0.00173188624648092,"G03_a1.1_B12_1_1_H06"
"SC_0.2M_NaCl","1_env3",1063,"A06_a3_H07_1","a3_H07","H07","G04","1",1,0,0,"sexual",-0.0706748963201822,0,0.00350741537278833,-0.0741823116929705,-0.0927020854498966,0.0185197737569261,"A06_a3_H07_1_1_G04"
"SC_0.2M_NaCl","1_env3",1105,"A06_a3_H07_1","a3_H07","H07","H01","1",1,0,0,"sexual",-0.0937962238369774,0,0.00350741537278833,-0.0973036392097657,-0.0927020854498966,-0.00460155375986912,"A06_a3_H07_1_1_H01"
"SC_0.2M_NaCl","1_env3",1109,"A04_a3_G12_1","a3_G12","G12","H03","1",1,0,0,"sexual",-0.0975979146883502,0,0.00350741537278833,-0.101105330061139,-0.0927020854498966,-0.00840324461124192,"A04_a3_G12_1_1_H03"
"SC_0.2M_NaCl","1_env3",865,"A04_a3_G12_1","a3_G12","G12","C01","1",1,0,0,"sexual",-0.0724439256673247,0,0.00350741537278833,-0.075951341040113,-0.0927020854498966,0.0167507444097836,"A04_a3_G12_1_1_C01"
"SC_0.2M_NaCl","1_env3",1107,"A04_a3_G12_1","a3_G12","G12","H02","1",1,0,0,"sexual",-0.0739123453723517,0,0.00350741537278833,-0.07741976074514,-0.0927020854498966,0.0152823247047566,"A04_a3_G12_1_1_H02"
"SC_0.2M_NaCl","1_env3",867,"A04_a3_G12_1","a3_G12","G12","C02","1",1,0,0,"sexual",-0.0963347403974118,0,0.00350741537278833,-0.0998421557702001,-0.0927020854498966,-0.00714007032030352,"A04_a3_G12_1_1_C02"
"SC_0.2M_NaCl","1_env3",1113,"A06_a3_H07_1","a3_H07","H07","H05","1",1,0,0,"sexual",-0.0998225031159076,0,0.00350741537278833,-0.103329918488696,-0.0927020854498966,-0.0106278330387993,"A06_a3_H07_1_1_H05"
"SC_0.2M_NaCl","1_env3",1123,"B04_a1.1_A02_1","a1.1_A02","A02","H10","1",1,0,0,"asexual",-0.0920222279033754,0,0.00350741537278833,-0.0955296432761637,-0.0927020854498966,-0.00282755782626712,"B04_a1.1_A02_1_1_H10"
"SC_0.2M_NaCl","1_env3",1111,"A06_a3_H07_1","a3_H07","H07","H04","1",1,0,0,"sexual",-0.0897174765345117,0,0.00350741537278833,-0.0932248919073,-0.0927020854498966,-0.000522806457403421,"A06_a3_H07_1_1_H04"
"SC_0.2M_NaCl","1_env3",871,"A06_a3_H07_1","a3_H07","H07","C04","1",1,0,0,"sexual",-0.0879038392223526,0,0.00350741537278833,-0.0914112545951409,-0.0927020854498966,0.00129083085475568,"A06_a3_H07_1_1_C04"
"SC_0.2M_NaCl","1_env3",1117,"G03_a1.1_B12_1","a1.1_B12","B12","H07","1",1,0,0,"asexual",-0.059015517874005,0,0.00350741537278833,-0.0625229332467933,-0.0927020854498966,0.0301791522031033,"G03_a1.1_B12_1_1_H07"
"SC_0.2M_NaCl","1_env3",1119,"B04_a1.1_A02_1","a1.1_A02","A02","H08","1",1,0,0,"asexual",-0.103220313954226,0,0.00350741537278833,-0.106727729327014,-0.0927020854498966,-0.0140256438771177,"B04_a1.1_A02_1_1_H08"
"SC_0.2M_NaCl","1_env3",1009,"A06_a3_H07_1","a3_H07","H07","F01","1",1,0,0,"sexual",-0.0529908430937575,0,0.00350741537278833,-0.0564982584665458,-0.0927020854498966,0.0362038269833508,"A06_a3_H07_1_1_F01"
"SC_0.2M_NaCl","1_env3",1121,"B04_a1.1_A02_1","a1.1_A02","A02","H09","1",1,0,0,"asexual",-0.0836421009520858,0,0.00350741537278833,-0.0871495163248741,-0.0927020854498966,0.00555256912502249,"B04_a1.1_A02_1_1_H09"
"SC_0.2M_NaCl","2_env3",784,"A04_a3_G12_1","a3_G12","G12","A08","2",1,0,0,"sexual",-0.0870151783000746,0,0.00259743694077814,-0.0896126152408527,-0.0927020854498966,0.00308947020904388,"A04_a3_G12_1_2_A08"
"SC_0.2M_NaCl","2_env3",930,"A04_a3_G12_1","a3_G12","G12","D09","2",1,0,0,"sexual",-0.0919365004108609,0,0.00259743694077814,-0.094533937351639,-0.0927020854498966,-0.00183185190174243,"A04_a3_G12_1_2_D09"
"SC_0.2M_NaCl","2_env3",974,"B04_a1.1_A02_1","a1.1_A02","A02","E07","2",1,0,0,"asexual",-0.101334967006153,0,0.00259743694077814,-0.103932403946931,-0.0927020854498966,-0.0112303184970345,"B04_a1.1_A02_1_2_E07"
"SC_0.2M_NaCl","2_env3",976,"A04_a3_G12_1","a3_G12","G12","E08","2",1,0,0,"sexual",-0.0763129092559452,0,0.00259743694077814,-0.0789103461967233,-0.0927020854498966,0.0137917392531733,"A04_a3_G12_1_2_E08"
"SC_0.2M_NaCl","2_env3",924,"B04_a1.1_A02_1","a1.1_A02","A02","D06","2",1,0,0,"asexual",-0.139107932282397,0,0.00259743694077814,-0.141705369223175,-0.0927020854498966,-0.0490032837732785,"B04_a1.1_A02_1_2_D06"
"SC_0.2M_NaCl","2_env3",978,"A04_a3_G12_1","a3_G12","G12","E09","2",1,0,0,"sexual",-0.0804770305780096,0,0.00259743694077814,-0.0830744675187877,-0.0927020854498966,0.00962761793110888,"A04_a3_G12_1_2_E09"
"SC_0.2M_NaCl","2_env3",972,"B04_a1.1_A02_1","a1.1_A02","A02","E06","2",1,0,0,"asexual",-0.113650584757656,0,0.00259743694077814,-0.116248021698434,-0.0927020854498966,-0.0235459362485375,"B04_a1.1_A02_1_2_E06"
"SC_0.2M_NaCl","2_env3",980,"A04_a3_G12_1","a3_G12","G12","E10","2",1,0,0,"sexual",-0.103406196172559,0,0.00259743694077814,-0.106003633113337,-0.0927020854498966,-0.0133015476634405,"A04_a3_G12_1_2_E10"
"SC_0.2M_NaCl","2_env3",928,"A04_a3_G12_1","a3_G12","G12","D08","2",1,0,0,"sexual",-0.100640592957286,0,0.00259743694077814,-0.103238029898064,-0.0927020854498966,-0.0105359444481675,"A04_a3_G12_1_2_D08"
"SC_0.2M_NaCl","2_env3",970,"G03_a1.1_B12_1","a1.1_B12","B12","E05","2",1,0,0,"asexual",-0.0936033434204339,0,0.00259743694077814,-0.096200780361212,-0.0927020854498966,-0.00349869491131542,"G03_a1.1_B12_1_2_E05"
"SC_0.2M_NaCl","2_env3",932,"B04_a1.1_A02_1","a1.1_A02","A02","D10","2",1,0,0,"asexual",-0.101539889509788,0,0.00259743694077814,-0.104137326450566,-0.0927020854498966,-0.0114352410006695,"B04_a1.1_A02_1_2_D10"
"SC_0.2M_NaCl","2_env3",918,"A06_a3_H07_1","a3_H07","H07","D03","2",1,0,0,"sexual",-0.0990400900977066,0,0.00259743694077814,-0.101637527038485,-0.0927020854498966,-0.00893544158858812,"A06_a3_H07_1_2_D03"
"SC_0.2M_NaCl","2_env3",920,"G03_a1.1_B12_1","a1.1_B12","B12","D04","2",1,0,0,"asexual",-0.127238158326743,0,0.00259743694077814,-0.129835595267521,-0.0927020854498966,-0.0371335098176245,"G03_a1.1_B12_1_2_D04"
"SC_0.2M_NaCl","2_env3",922,"G03_a1.1_B12_1","a1.1_B12","B12","D05","2",1,0,0,"asexual",-0.10052708874844,0,0.00259743694077814,-0.103124525689218,-0.0927020854498966,-0.0104224402393215,"G03_a1.1_B12_1_2_D05"
"SC_0.2M_NaCl","2_env3",962,"G03_a1.1_B12_1","a1.1_B12","B12","E01","2",1,0,0,"asexual",-0.0555892277512402,0,0.00259743694077814,-0.0581866646920183,-0.0927020854498966,0.0345154207578783,"G03_a1.1_B12_1_2_E01"
"SC_0.2M_NaCl","2_env3",776,"G03_a1.1_B12_1","a1.1_B12","B12","A04","2",1,0,0,"asexual",-0.0992246285382984,0,0.00259743694077814,-0.101822065479077,-0.0927020854498966,-0.00911998002917992,"G03_a1.1_B12_1_2_A04"
"SC_0.2M_NaCl","2_env3",964,"A06_a3_H07_1","a3_H07","H07","E02","2",1,0,0,"sexual",-0.0734718536036778,0,0.00259743694077814,-0.0760692905444559,-0.0927020854498966,0.0166327949054407,"A06_a3_H07_1_2_E02"
"SC_0.2M_NaCl","2_env3",926,"B04_a1.1_A02_1","a1.1_A02","A02","D07","2",1,0,0,"asexual",-0.0897604202303866,0,0.00259743694077814,-0.0923578571711647,-0.0927020854498966,0.000344228278731873,"B04_a1.1_A02_1_2_D07"
"SC_0.2M_NaCl","2_env3",966,"A06_a3_H07_1","a3_H07","H07","E03","2",1,0,0,"sexual",-0.0686004074459261,0,0.00259743694077814,-0.0711978443867042,-0.0927020854498966,0.0215042410631924,"A06_a3_H07_1_2_E03"
"SC_0.2M_NaCl","2_env3",914,"A06_a3_H07_1","a3_H07","H07","D01","2",1,0,0,"sexual",-0.0916937251455931,0,0.00259743694077814,-0.0942911620863712,-0.0927020854498966,-0.00158907663647462,"A06_a3_H07_1_2_D01"
"SC_0.2M_NaCl","2_env3",968,"G03_a1.1_B12_1","a1.1_B12","B12","E04","2",1,0,0,"asexual",-0.0853930326421435,0,0.00259743694077814,-0.0879904695829216,-0.0927020854498966,0.00471161586697498,"G03_a1.1_B12_1_2_E04"
"SC_0.2M_NaCl","2_env3",916,"A06_a3_H07_1","a3_H07","H07","D02","2",1,0,0,"sexual",-0.0947213677853495,0,0.00259743694077814,-0.0973188047261276,-0.0927020854498966,-0.00461671927623102,"A06_a3_H07_1_2_D02"
"SC_0.2M_NaCl","2_env3",1010,"G03_a1.1_B12_1","a1.1_B12","B12","F01","2",1,0,0,"asexual",-0.141875045746005,0,0.00259743694077814,-0.144472482686783,-0.0927020854498966,-0.0517703972368865,"G03_a1.1_B12_1_2_F01"
"SC_0.2M_NaCl","2_env3",770,"A06_a3_H07_1","a3_H07","H07","A01","2",1,0,0,"sexual",-0.0884908434258324,0,0.00259743694077814,-0.0910882803666105,-0.0927020854498966,0.00161380508328608,"A06_a3_H07_1_2_A01"
"SC_0.2M_NaCl","2_env3",1012,"A06_a3_H07_1","a3_H07","H07","F02","2",1,0,0,"sexual",-0.0705465293512402,0,0.00259743694077814,-0.0731439662920183,-0.0927020854498966,0.0195581191578783,"A06_a3_H07_1_2_F02"
"SC_0.2M_NaCl","2_env3",772,"A06_a3_H07_1","a3_H07","H07","A02","2",1,0,0,"sexual",-0.0595867069168994,0,0.00259743694077814,-0.0621841438576775,-0.0927020854498966,0.0305179415922191,"A06_a3_H07_1_2_A02"
"SC_0.2M_NaCl","2_env3",1014,"A06_a3_H07_1","a3_H07","H07","F03","2",1,0,0,"sexual",-0.0966137507844081,0,0.00259743694077814,-0.0992111877251862,-0.0927020854498966,-0.00650910227528963,"A06_a3_H07_1_2_F03"
