"env","plate_block","X","well_id","well_id_96","well_id_96_no0","plate_id","F1_AP","F1_F1","F1_ID","F1","BLOCK_ID","PAR_ID","IS_ANC","kk_strain_id","regime","strain_id","parent","tot_1","ref_1","tot_2","ref_2","s_hat","plate_means","fitness_gain","unique_id","f1_unique_id","env_means","fitness_gain_adj"
"SC_pH7.3","1_4",1182,"M11","G06","G6","1","E08","B06","D04_B06",1,4,"",NA,"D04_a1.1_H06_1","asexual","D04_B06","D04",19852,6114,17170,6931,-0.0419384636666215,NA,-0.0419384636666215,"D04_a1.1_H06_1_G06","D04_a1.1_H06_1_G06",-0.049107222674026,0.00716875900740448
"SC_pH7.3","1_4",1183,"M13","G07","G7","1","E08","B07","D04_B07",1,4,"",NA,"D04_a1.1_H06_1","asexual","D04_B07","D04",19834,5884,17690,6996,-0.0438898426158,NA,-0.0438898426158,"D04_a1.1_H06_1_G07","D04_a1.1_H06_1_G07",-0.049107222674026,0.00521738005822599
"SC_pH7.3","1_4",1184,"M15","G08","G8","1","E08","B08","D04_B08",1,4,"",NA,"D04_a1.1_H06_1","asexual","D04_B08","D04",18505,11117,13774,10551,-0.077728963341217,NA,-0.077728963341217,"D04_a1.1_H06_1_G08","D04_a1.1_H06_1_G08",-0.049107222674026,-0.028621740667191
"SC_pH7.3","1_4",1189,"O01","H01","H1","1","A10","B01","G04_B01",1,4,"",NA,"G04_a3_H09_1","sexual","G04_B01","G04",19939,7033,19380,9525,-0.0573019942595848,NA,-0.0573019942595848,"G04_a3_H09_1_H01","G04_a3_H09_1_H01",-0.049107222674026,-0.00819477158555881
"SC_pH7.3","1_4",1190,"O03","H02","H2","1","A10","B02","G04_B02",1,4,"",NA,"G04_a3_H09_1","sexual","G04_B02","G04",19918,8225,19109,10210,-0.0489240796808595,NA,-0.0489240796808595,"G04_a3_H09_1_H02","G04_a3_H09_1_H02",-0.049107222674026,0.000183142993166484
"SC_pH7.3","1_4",1191,"O05","H03","H3","1","A10","B03","G04_B03",1,4,"",NA,"G04_a3_H09_1","sexual","G04_B03","G04",19876,8296,18999,12333,-0.0948764617915926,NA,-0.0948764617915926,"G04_a3_H09_1_H03","G04_a3_H09_1_H03",-0.049107222674026,-0.0457692391175666
"SC_pH7.3","1_4",1192,"O07","H04","H4","1","A10","B04","G04_B04",1,4,"",NA,"G04_a3_H09_1","sexual","G04_B04","G04",19962,8747,17780,12788,-0.118921198366492,NA,-0.118921198366492,"G04_a3_H09_1_H04","G04_a3_H09_1_H04",-0.049107222674026,-0.069813975692466
"SC_pH7.3","1_4",1193,"O09","H05","H5","1","A10","B05","G04_B05",1,4,"",NA,"G04_a3_H09_1","sexual","G04_B05","G04",19932,7912,17784,9144,-0.0474886678463196,NA,-0.0474886678463196,"G04_a3_H09_1_H05","G04_a3_H09_1_H05",-0.049107222674026,0.00161855482770638
"SC_pH7.3","1_4",1194,"O11","H06","H6","1","A10","B06","G04_B06",1,4,"",NA,"G04_a3_H09_1","sexual","G04_B06","G04",19864,8854,15982,9359,-0.0563724624096916,NA,-0.0563724624096916,"G04_a3_H09_1_H06","G04_a3_H09_1_H06",-0.049107222674026,-0.00726523973566561
"SC_pH7.3","1_4",1195,"O13","H07","H7","1","A10","B07","G04_B07",1,4,"",NA,"G04_a3_H09_1","sexual","G04_B07","G04",19984,8239,19038,10400,-0.0540183372386241,NA,-0.0540183372386241,"G04_a3_H09_1_H07","G04_a3_H09_1_H07",-0.049107222674026,-0.00491111456459811
"SC_pH7.3","1_4",1196,"O15","H08","H8","1","A10","B08","G04_B08",1,4,"",NA,"G04_a3_H09_1","sexual","G04_B08","G04",19951,6772,19295,10017,-0.0742465832690939,NA,-0.0742465832690939,"G04_a3_H09_1_H08","G04_a3_H09_1_H08",-0.049107222674026,-0.0251393605950679
"SC_pH7.3","2_4",1201,"A02","A01","A1","2","A08","C01","C04_C01",1,4,"",NA,"C04_a3_H02_1","sexual","C04_C01","C04",19966,11846,19613,14922,-0.0779530751021815,NA,-0.0779530751021815,"C04_a3_H02_1_A01","C04_a3_H02_1_A01",-0.049107222674026,-0.0288458524281555
"SC_pH7.3","2_4",1202,"A04","A02","A2","2","A08","C02","C04_C02",1,4,"",NA,"C04_a3_H02_1","sexual","C04_C02","C04",19950,13534,19233,17962,-0.190204425579562,NA,-0.190204425579562,"C04_a3_H02_1_A02","C04_a3_H02_1_A02",-0.049107222674026,-0.141097202905536
"SC_pH7.3","2_4",1203,"A06","A03","A3","2","A08","C03","C04_C03",1,4,"",NA,"C04_a3_H02_1","sexual","C04_C03","C04",19961,8500,19259,9421,-0.0255572605711674,NA,-0.0255572605711674,"C04_a3_H02_1_A03","C04_a3_H02_1_A03",-0.049107222674026,0.0235499621028586
"SC_pH7.3","2_4",1204,"A08","A04","A4","2","A08","C04","C04_C04",1,4,"",NA,"C04_a3_H02_1","sexual","C04_C04","C04",19932,12440,13707,10346,-0.0617280120109163,NA,-0.0617280120109163,"C04_a3_H02_1_A04","C04_a3_H02_1_A04",-0.049107222674026,-0.0126207893368903
"SC_pH7.3","2_4",1205,"A10","A05","A5","2","A08","C05","C04_C05",1,4,"",NA,"C04_a3_H02_1","sexual","C04_C05","C04",19941,12107,16110,11999,-0.0635846442584547,NA,-0.0635846442584547,"C04_a3_H02_1_A05","C04_a3_H02_1_A05",-0.049107222674026,-0.0144774215844287
"SC_pH7.3","2_4",1206,"A12","A06","A6","2","A08","C06","C04_C06",1,4,"",NA,"C04_a3_H02_1","sexual","C04_C06","C04",19949,6969,18620,8084,-0.0357026803919957,NA,-0.0357026803919957,"C04_a3_H02_1_A06","C04_a3_H02_1_A06",-0.049107222674026,0.0134045422820303
"SC_pH7.3","2_4",1207,"A14","A07","A7","2","A08","C07","C04_C07",1,4,"",NA,"C04_a3_H02_1","sexual","C04_C07","C04",19922,7891,17484,7797,-0.0204718046395705,NA,-0.0204718046395705,"C04_a3_H02_1_A07","C04_a3_H02_1_A07",-0.049107222674026,0.0286354180344555
"SC_pH7.3","2_4",1208,"A16","A08","A8","2","A08","C08","C04_C08",1,4,"",NA,"C04_a3_H02_1","sexual","C04_C08","C04",19973,13171,19084,17663,-0.185931045062644,NA,-0.185931045062644,"C04_a3_H02_1_A08","C04_a3_H02_1_A08",-0.049107222674026,-0.136823822388618
"SC_pH7.3","2_4",1213,"C02","B01","B1","2","E08","C01","D04_C01",1,4,"",NA,"D04_a1.1_H06_1","asexual","D04_C01","D04",19958,10200,19804,13745,-0.0774830092757777,NA,-0.0774830092757777,"D04_a1.1_H06_1_B01","D04_a1.1_H06_1_B01",-0.049107222674026,-0.0283757866017517
"SC_pH7.3","2_4",1214,"C04","B02","B2","2","E08","C02","D04_C02",1,4,"",NA,"D04_a1.1_H06_1","asexual","D04_C02","D04",19981,6034,19445,6888,-0.0237356778758291,NA,-0.0237356778758291,"D04_a1.1_H06_1_B02","D04_a1.1_H06_1_B02",-0.049107222674026,0.0253715447981969
"SC_pH7.3","2_4",1215,"C06","B03","B3","2","E08","C03","D04_C03",1,4,"",NA,"D04_a1.1_H06_1","asexual","D04_C03","D04",19975,6271,15932,5937,-0.026087091679711,NA,-0.026087091679711,"D04_a1.1_H06_1_B03","D04_a1.1_H06_1_B03",-0.049107222674026,0.023020130994315
"SC_pH7.3","2_4",1216,"C08","B04","B4","2","E08","C04","D04_C04",1,4,"",NA,"D04_a1.1_H06_1","asexual","D04_C04","D04",19871,10393,12586,9377,-0.098014134124888,NA,-0.098014134124888,"D04_a1.1_H06_1_B04","D04_a1.1_H06_1_B04",-0.049107222674026,-0.048906911450862
"SC_pH7.3","2_4",1217,"C10","B05","B5","2","E08","C05","D04_C05",1,4,"",NA,"D04_a1.1_H06_1","asexual","D04_C05","D04",19866,7698,12832,5646,-0.0216661641235408,NA,-0.0216661641235408,"D04_a1.1_H06_1_B05","D04_a1.1_H06_1_B05",-0.049107222674026,0.0274410585504852
"SC_pH7.3","2_4",1218,"C12","B06","B6","2","E08","C06","D04_C06",1,4,"",NA,"D04_a1.1_H06_1","asexual","D04_C06","D04",19925,13940,13292,11473,-0.0996203482958579,NA,-0.0996203482958579,"D04_a1.1_H06_1_B06","D04_a1.1_H06_1_B06",-0.049107222674026,-0.0505131256218319
"SC_pH7.3","2_4",1219,"C14","B07","B7","2","E08","C07","D04_C07",1,4,"",NA,"D04_a1.1_H06_1","asexual","D04_C07","D04",19606,9879,12394,7184,-0.0305770707059589,NA,-0.0305770707059589,"D04_a1.1_H06_1_B07","D04_a1.1_H06_1_B07",-0.049107222674026,0.0185301519680671
"SC_pH7.3","2_4",1220,"C16","B08","B8","2","E08","C08","D04_C08",1,4,"",NA,"D04_a1.1_H06_1","asexual","D04_C08","D04",16828,9250,10519,7133,-0.0545708380657033,NA,-0.0545708380657033,"D04_a1.1_H06_1_B08","D04_a1.1_H06_1_B08",-0.049107222674026,-0.00546361539167731
"SC_pH7.3","2_4",1225,"E02","C01","C1","2","A10","C01","G04_C01",1,4,"",NA,"G04_a3_H09_1","sexual","G04_C01","G04",19933,7454,19625,8920,-0.0332881455018922,NA,-0.0332881455018922,"G04_a3_H09_1_C01","G04_a3_H09_1_C01",-0.049107222674026,0.0158190771721338
"SC_pH7.3","2_4",1226,"E04","C02","C2","2","A10","C02","G04_C02",1,4,"",NA,"G04_a3_H09_1","sexual","G04_C02","G04",19868,7528,14471,5916,-0.012536125369856,NA,-0.012536125369856,"G04_a3_H09_1_C02","G04_a3_H09_1_C02",-0.049107222674026,0.03657109730417
"SC_pH7.3","2_4",1227,"E06","C03","C3","2","A10","C03","G04_C03",1,4,"",NA,"G04_a3_H09_1","sexual","G04_C03","G04",19907,6601,15435,6408,-0.0358321032063102,NA,-0.0358321032063102,"G04_a3_H09_1_C03","G04_a3_H09_1_C03",-0.049107222674026,0.0132751194677158
"SC_pH7.3","2_4",1228,"E08","C04","C4","2","A10","C04","G04_C04",1,4,"",NA,"G04_a3_H09_1","sexual","G04_C04","G04",19964,7332,13591,5109,-0.00370423662721444,NA,-0.00370423662721444,"G04_a3_H09_1_C04","G04_a3_H09_1_C04",-0.049107222674026,0.0454029860468115
"SC_pH7.3","2_4",1229,"E10","C05","C5","2","A10","C05","G04_C05",1,4,"",NA,"G04_a3_H09_1","sexual","G04_C05","G04",19908,7076,12937,4950,-0.0116805631471967,NA,-0.0116805631471967,"G04_a3_H09_1_C05","G04_a3_H09_1_C05",-0.049107222674026,0.0374266595268293
"SC_pH7.3","2_4",1230,"E12","C06","C6","2","A10","C06","G04_C06",1,4,"",NA,"G04_a3_H09_1","sexual","G04_C06","G04",19960,6692,11940,3858,0.00550481142125163,NA,0.00550481142125163,"G04_a3_H09_1_C06","G04_a3_H09_1_C06",-0.049107222674026,0.0546120340952776
"SC_pH7.3","2_4",1231,"E14","C07","C7","2","A10","C07","G04_C07",1,4,"",NA,"G04_a3_H09_1","sexual","G04_C07","G04",19928,7881,10807,4174,0.00388215149752067,NA,0.00388215149752067,"G04_a3_H09_1_C07","G04_a3_H09_1_C07",-0.049107222674026,0.0529893741715467
"SC_pH7.3","2_4",1253,"I10","E05","E5","2","A08","D05","C04_D05",1,4,"",NA,"C04_a3_H02_1","sexual","C04_D05","C04",19822,6004,14876,5493,-0.0298121189347958,NA,-0.0298121189347958,"C04_a3_H02_1_E05","C04_a3_H02_1_E05",-0.049107222674026,0.0192951037392302
"SC_pH7.3","2_4",1254,"I12","E06","E6","2","A08","D06","C04_D06",1,4,"",NA,"C04_a3_H02_1","sexual","C04_D06","C04",17962,6441,11558,4018,0.00479502661359591,NA,0.00479502661359591,"C04_a3_H02_1_E06","C04_a3_H02_1_E06",-0.049107222674026,0.0539022492876219
"SC_pH7.3","2_4",1255,"I14","E07","E7","2","A08","D07","C04_D07",1,4,"",NA,"C04_a3_H02_1","sexual","C04_D07","C04",19969,13903,14536,12036,-0.0742206191972627,NA,-0.0742206191972627,"C04_a3_H02_1_E07","C04_a3_H02_1_E07",-0.049107222674026,-0.0251133965232367
"SC_pH7.3","2_4",1256,"I16","E08","E8","2","A08","D08","C04_D08",1,4,"",NA,"C04_a3_H02_1","sexual","C04_D08","C04",19908,6662,13283,4882,-0.0144480105879358,NA,-0.0144480105879358,"C04_a3_H02_1_E08","C04_a3_H02_1_E08",-0.049107222674026,0.0346592120860902
"SC_pH7.3","2_4",1240,"G08","D04","D4","2","F12","C04","D05_C04",1,4,"",NA,"D05_a1.1_C12_1","asexual","D05_C04","D05",19835,5077,18115,6357,-0.0452087480645126,NA,-0.0452087480645126,"D05_a1.1_C12_1_D04","D05_a1.1_C12_1_D04",-0.049107222674026,0.00389847460951339
"SC_pH7.3","2_4",1241,"G10","D05","D5","2","F12","C05","D05_C05",1,4,"",NA,"D05_a1.1_C12_1","asexual","D05_C05","D05",16770,8913,11041,7734,-0.0723478728230554,NA,-0.0723478728230554,"D05_a1.1_C12_1_D05","D05_a1.1_C12_1_D05",-0.049107222674026,-0.0232406501490294
"SC_pH7.3","2_4",1242,"G12","D06","D6","2","F12","C06","D05_C06",1,4,"",NA,"D05_a1.1_C12_1","asexual","D05_C06","D05",19716,8225,13971,6520,-0.0200911947991032,NA,-0.0200911947991032,"D05_a1.1_C12_1_D06","D05_a1.1_C12_1_D06",-0.049107222674026,0.0290160278749228
"SC_pH7.3","2_4",1243,"G14","D07","D7","2","F12","C07","D05_C07",1,4,"",NA,"D05_a1.1_C12_1","asexual","D05_C07","D05",19805,5919,16796,6703,-0.0443426695741592,NA,-0.0443426695741592,"D05_a1.1_C12_1_D07","D05_a1.1_C12_1_D07",-0.049107222674026,0.00476455309986679
"SC_pH7.3","2_4",1244,"G16","D08","D8","2","F12","C08","D05_C08",1,4,"",NA,"D05_a1.1_C12_1","asexual","D05_C08","D05",19769,5876,14274,4640,-0.0129924715885228,NA,-0.0129924715885228,"D05_a1.1_C12_1_D08","D05_a1.1_C12_1_D08",-0.049107222674026,0.0361147510855032
"SC_pH7.3","2_4",1249,"I02","E01","E1","2","A08","D01","C04_D01",1,4,"",NA,"C04_a3_H02_1","sexual","C04_D01","C04",19844,6802,19656,7808,-0.02339480045313,NA,-0.02339480045313,"C04_a3_H02_1_E01","C04_a3_H02_1_E01",-0.049107222674026,0.025712422220896
"SC_pH7.3","2_4",1250,"I04","E02","E2","2","A08","D02","C04_D02",1,4,"",NA,"C04_a3_H02_1","sexual","C04_D02","C04",19834,11767,13484,11773,-0.155121344165905,NA,-0.155121344165905,"C04_a3_H02_1_E02","C04_a3_H02_1_E02",-0.049107222674026,-0.106014121491879
"SC_pH7.3","2_4",1251,"I06","E03","E3","2","A08","D03","C04_D03",1,4,"",NA,"C04_a3_H02_1","sexual","C04_D03","C04",19308,6488,12020,4104,-0.00241282148075616,NA,-0.00241282148075616,"C04_a3_H02_1_E03","C04_a3_H02_1_E03",-0.049107222674026,0.0466944011932698
"SC_pH7.3","2_4",1252,"I08","E04","E4","2","A08","D04","C04_D04",1,4,"",NA,"C04_a3_H02_1","sexual","C04_D04","C04",19739,11857,11572,10079,-0.150132980111257,NA,-0.150132980111257,"C04_a3_H02_1_E04","C04_a3_H02_1_E04",-0.049107222674026,-0.101025757437231
"SC_pH7.3","2_4",1274,"M04","G02","G2","2","A10","D02","G04_D02",1,4,"",NA,"G04_a3_H09_1","sexual","G04_D02","G04",19906,6458,11648,4388,-0.023000443734651,NA,-0.023000443734651,"G04_a3_H09_1_G02","G04_a3_H09_1_G02",-0.049107222674026,0.026106778939375
"SC_pH7.3","2_4",1275,"M06","G03","G3","2","A10","D03","G04_D03",1,4,"",NA,"G04_a3_H09_1","sexual","G04_D03","G04",19903,8339,14848,11087,-0.140804189035127,NA,-0.140804189035127,"G04_a3_H09_1_G03","G04_a3_H09_1_G03",-0.049107222674026,-0.091696966361101
"SC_pH7.3","2_4",1263,"K06","F03","F3","2","E08","D03","D04_D03",1,4,"",NA,"D04_a1.1_H06_1","asexual","D04_D03","D04",17681,8792,10728,7794,-0.0987959867353945,NA,-0.0987959867353945,"D04_a1.1_H06_1_F03","D04_a1.1_H06_1_F03",-0.049107222674026,-0.0496887640613685
"SC_pH7.3","2_4",1264,"K08","F04","F4","2","E08","D04","D04_D04",1,4,"",NA,"D04_a1.1_H06_1","asexual","D04_D04","D04",16464,7338,10520,7680,-0.121287665155859,NA,-0.121287665155859,"D04_a1.1_H06_1_F04","D04_a1.1_H06_1_F04",-0.049107222674026,-0.072180442481833
"SC_pH7.3","2_4",1261,"K02","F01","F1","2","E08","D01","D04_D01",1,4,"",NA,"D04_a1.1_H06_1","asexual","D04_D01","D04",19873,5379,19542,7357,-0.0486678841268942,NA,-0.0486678841268942,"D04_a1.1_H06_1_F01","D04_a1.1_H06_1_F01",-0.049107222674026,0.000439338547131789
"SC_pH7.3","2_4",1262,"K04","F02","F2","2","E08","D02","D04_D02",1,4,"",NA,"D04_a1.1_H06_1","asexual","D04_D02","D04",19805,6749,12490,6368,-0.0699250060479343,NA,-0.0699250060479343,"D04_a1.1_H06_1_F02","D04_a1.1_H06_1_F02",-0.049107222674026,-0.0208177833739083
"SC_pH7.3","2_4",1267,"K14","F07","F7","2","E08","D07","D04_D07",1,4,"",NA,"D04_a1.1_H06_1","asexual","D04_D07","D04",13475,7247,9849,6708,-0.0607227287249061,NA,-0.0607227287249061,"D04_a1.1_H06_1_F07","D04_a1.1_H06_1_F07",-0.049107222674026,-0.0116155060508801
"SC_pH7.3","2_4",1268,"K16","F08","F8","2","E08","D08","D04_D08",1,4,"",NA,"D04_a1.1_H06_1","asexual","D04_D08","D04",13363,7204,8750,5931,-0.0587088620115811,NA,-0.0587088620115811,"D04_a1.1_H06_1_F08","D04_a1.1_H06_1_F08",-0.049107222674026,-0.00960163933755511
"SC_pH7.3","2_4",1265,"K10","F05","F5","2","E08","D05","D04_D05",1,4,"",NA,"D04_a1.1_H06_1","asexual","D04_D05","D04",14025,7373,8504,5195,-0.0348143477934883,NA,-0.0348143477934883,"D04_a1.1_H06_1_F05","D04_a1.1_H06_1_F05",-0.049107222674026,0.0142928748805377
"SC_pH7.3","2_4",1266,"K12","F06","F6","2","E08","D06","D04_D06",1,4,"",NA,"D04_a1.1_H06_1","asexual","D04_D06","D04",19393,5370,12733,4492,-0.0353047271318691,NA,-0.0353047271318691,"D04_a1.1_H06_1_F06","D04_a1.1_H06_1_F06",-0.049107222674026,0.0138024955421569
"SC_pH7.3","2_4",1273,"M02","G01","G1","2","A10","D01","G04_D01",1,4,"",NA,"G04_a3_H09_1","sexual","G04_D01","G04",18408,10440,16504,12363,-0.0823559774289164,NA,-0.0823559774289164,"G04_a3_H09_1_G01","G04_a3_H09_1_G01",-0.049107222674026,-0.0332487547548904
"SC37C","4_3",1093,"N02","G01","G1","4","A10","D01","G04_D01",1,3,"",NA,"G04_a3_H09_1","sexual","G04_D01","G04",7095,1330,3720,3026,-0.293915114532886,NA,-0.293915114532886,"G04_a3_H09_1_G01","G04_a3_H09_1_G01",-0.0258046010275671,-0.268110513505319
"SC37C","4_3",1094,"N04","G02","G2","4","A10","D02","G04_D02",1,3,"",NA,"G04_a3_H09_1","sexual","G04_D02","G04",10613,910,6765,602,-0.00406842898609825,NA,-0.00406842898609825,"G04_a3_H09_1_G02","G04_a3_H09_1_G02",-0.0258046010275671,0.0217361720414688
"SC37C","4_3",1095,"N06","G03","G3","4","A10","D03","G04_D03",1,3,"",NA,"G04_a3_H09_1","sexual","G04_D03","G04",12330,2413,5507,2816,-0.145878423611212,NA,-0.145878423611212,"G04_a3_H09_1_G03","G04_a3_H09_1_G03",-0.0258046010275671,-0.120073822583645
"SC37C","4_3",1096,"N08","G04","G4","4","A10","D04","G04_D04",1,3,"",NA,"G04_a3_H09_1","sexual","G04_D04","G04",11105,1091,7644,1017,-0.0342594311017152,NA,-0.0342594311017152,"G04_a3_H09_1_G04","G04_a3_H09_1_G04",-0.0258046010275671,-0.00845483007414811
"SC37C","4_3",1097,"N10","G05","G5","4","A10","D05","G04_D05",1,3,"",NA,"G04_a3_H09_1","sexual","G04_D05","G04",8510,1175,6495,1371,-0.0512994280544513,NA,-0.0512994280544513,"G04_a3_H09_1_G05","G04_a3_H09_1_G05",-0.0258046010275671,-0.0254948270268842
"SC37C","4_3",1098,"N12","G06","G6","4","A10","D06","G04_D06",1,3,"",NA,"G04_a3_H09_1","sexual","G04_D06","G04",9946,1212,7800,1102,-0.0170269303774957,NA,-0.0170269303774957,"G04_a3_H09_1_G06","G04_a3_H09_1_G06",-0.0258046010275671,0.00877767065007139
"SC37C","4_3",1099,"N14","G07","G7","4","A10","D07","G04_D07",1,3,"",NA,"G04_a3_H09_1","sexual","G04_D07","G04",9363,1944,6684,1657,-0.0229481924903129,NA,-0.0229481924903129,"G04_a3_H09_1_G07","G04_a3_H09_1_G07",-0.0258046010275671,0.00285640853725419
"SC37C","4_3",1100,"N16","G08","G8","4","A10","D08","G04_D08",1,3,"",NA,"G04_a3_H09_1","sexual","G04_D08","G04",8588,1115,6706,828,0.00575165725575328,NA,0.00575165725575328,"G04_a3_H09_1_G08","G04_a3_H09_1_G08",-0.0258046010275671,0.0315562582833204
"SC37C","3_3",978,"H11","D06","D6","3","A10","A06","G04_A06",1,3,"",NA,"G04_a3_H09_1","sexual","G04_A06","G04",11308,1447,9932,1202,0.00636833980376492,NA,0.00636833980376492,"G04_a3_H09_1_D06","G04_a3_H09_1_D06",-0.0258046010275671,0.032172940831332
"SC37C","3_3",979,"H13","D07","D7","3","A10","A07","G04_A07",1,3,"",NA,"G04_a3_H09_1","sexual","G04_A07","G04",7380,1322,7592,1688,-0.0270148280051145,NA,-0.0270148280051145,"G04_a3_H09_1_D07","G04_a3_H09_1_D07",-0.0258046010275671,-0.00121022697754741
"SC37C","3_3",980,"H15","D08","D8","3","A10","A08","G04_A08",1,3,"",NA,"G04_a3_H09_1","sexual","G04_A08","G04",5095,1112,6968,1549,-0.00235733732218704,NA,-0.00235733732218704,"G04_a3_H09_1_D08","G04_a3_H09_1_D08",-0.0258046010275671,0.02344726370538
"SC37C","3_3",985,"J01","E01","E1","3","F12","B01","D05_B01",1,3,"",NA,"D05_a1.1_C12_1","asexual","D05_B01","D05",9365,3366,7696,3614,-0.0456095820684726,NA,-0.0456095820684726,"D05_a1.1_C12_1_E01","D05_a1.1_C12_1_E01",-0.0258046010275671,-0.0198049810409055
"SC37C","3_3",986,"J03","E02","E2","3","F12","B02","D05_B02",1,3,"",NA,"D05_a1.1_C12_1","asexual","D05_B02","D05",4574,1793,5249,2414,-0.0278163566124456,NA,-0.0278163566124456,"D05_a1.1_C12_1_E02","D05_a1.1_C12_1_E02",-0.0258046010275671,-0.00201175558487851
"SC37C","3_3",987,"J05","E03","E3","3","F12","B03","D05_B03",1,3,"",NA,"D05_a1.1_C12_1","asexual","D05_B03","D05",5313,1578,7488,2089,0.00879386725006236,NA,0.00879386725006236,"D05_a1.1_C12_1_E03","D05_a1.1_C12_1_E03",-0.0258046010275671,0.0345984682776295
"SC37C","3_3",988,"J07","E04","E4","3","F12","B04","D05_B04",1,3,"",NA,"D05_a1.1_C12_1","asexual","D05_B04","D05",6802,2408,5761,3646,-0.114601931027407,NA,-0.114601931027407,"D05_a1.1_C12_1_E04","D05_a1.1_C12_1_E04",-0.0258046010275671,-0.0887973299998399
"SC37C","3_3",989,"J09","E05","E5","3","F12","B05","D05_B05",1,3,"",NA,"D05_a1.1_C12_1","asexual","D05_B05","D05",6426,1922,6593,3201,-0.0793643123347358,NA,-0.0793643123347358,"D05_a1.1_C12_1_E05","D05_a1.1_C12_1_E05",-0.0258046010275671,-0.0535597113071687
"SC37C","3_3",990,"J11","E06","E6","3","F12","B06","D05_B06",1,3,"",NA,"D05_a1.1_C12_1","asexual","D05_B06","D05",4985,1956,5331,2394,-0.0232907915351773,NA,-0.0232907915351773,"D05_a1.1_C12_1_E06","D05_a1.1_C12_1_E06",-0.0258046010275671,0.00251380949238979
"SC37C","3_3",991,"J13","E07","E7","3","F12","B07","D05_B07",1,3,"",NA,"D05_a1.1_C12_1","asexual","D05_B07","D05",5957,1977,5169,2639,-0.0741882029889625,NA,-0.0741882029889625,"D05_a1.1_C12_1_E07","D05_a1.1_C12_1_E07",-0.0258046010275671,-0.0483836019613954
"SC37C","3_3",992,"J15","E08","E8","3","F12","B08","D05_B08",1,3,"",NA,"D05_a1.1_C12_1","asexual","D05_B08","D05",6663,1478,6529,1932,-0.0388231838121716,NA,-0.0388231838121716,"D05_a1.1_C12_1_E08","D05_a1.1_C12_1_E08",-0.0258046010275671,-0.0130185827846045
"SC37C","3_3",937,"B01","A01","A1","3","F12","A01","D05_A01",1,3,"",NA,"D05_a1.1_C12_1","asexual","D05_A01","D05",16444,9502,11596,9383,-0.113063809491387,NA,-0.113063809491387,"D05_a1.1_C12_1_A01","D05_a1.1_C12_1_A01",-0.0258046010275671,-0.0872592084638199
"SC37C","3_3",938,"B03","A02","A2","3","F12","A02","D05_A02",1,3,"",NA,"D05_a1.1_C12_1","asexual","D05_A02","D05",13640,6125,8424,5651,-0.0916425020788212,NA,-0.0916425020788212,"D05_a1.1_C12_1_A02","D05_a1.1_C12_1_A02",-0.0258046010275671,-0.0658379010512541
"SC37C","3_3",939,"B05","A03","A3","3","F12","A03","D05_A03",1,3,"",NA,"D05_a1.1_C12_1","asexual","D05_A03","D05",16831,5916,9568,3482,-0.00540932350245719,NA,-0.00540932350245719,"D05_a1.1_C12_1_A03","D05_a1.1_C12_1_A03",-0.0258046010275671,0.0203952775251099
"SC37C","3_3",940,"B07","A04","A4","3","F12","A04","D05_A04",1,3,"",NA,"D05_a1.1_C12_1","asexual","D05_A04","D05",13455,5479,7280,4030,-0.0590625809720204,NA,-0.0590625809720204,"D05_a1.1_C12_1_A04","D05_a1.1_C12_1_A04",-0.0258046010275671,-0.0332579799444533
"SC37C","3_3",941,"B09","A05","A5","3","F12","A05","D05_A05",1,3,"",NA,"D05_a1.1_C12_1","asexual","D05_A05","D05",13002,4955,8424,3741,-0.0260316208546649,NA,-0.0260316208546649,"D05_a1.1_C12_1_A05","D05_a1.1_C12_1_A05",-0.0258046010275671,-0.000227019827097809
"SC37C","3_3",942,"B11","A06","A6","3","F12","A06","D05_A06",1,3,"",NA,"D05_a1.1_C12_1","asexual","D05_A06","D05",11302,5234,8112,4141,-0.0189772609792647,NA,-0.0189772609792647,"D05_a1.1_C12_1_A06","D05_a1.1_C12_1_A06",-0.0258046010275671,0.00682734004830239
"SC37C","3_3",943,"B13","A07","A7","3","F12","A07","D05_A07",1,3,"",NA,"D05_a1.1_C12_1","asexual","D05_A07","D05",15758,3890,9360,2330,-0.0011118106553256,NA,-0.0011118106553256,"D05_a1.1_C12_1_A07","D05_a1.1_C12_1_A07",-0.0258046010275671,0.0246927903722415
"SC37C","3_3",944,"B15","A08","A8","3","F12","A08","D05_A08",1,3,"",NA,"D05_a1.1_C12_1","asexual","D05_A08","D05",12902,5676,7223,3524,-0.0192973068651268,NA,-0.0192973068651268,"D05_a1.1_C12_1_A08","D05_a1.1_C12_1_A08",-0.0258046010275671,0.00650729416244029
"SC37C","3_3",949,"D01","B01","B1","3","A08","A01","C04_A01",1,3,"",NA,"C04_a3_H02_1","sexual","C04_A01","C04",13607,4199,11440,3077,0.0193148128605269,NA,0.0193148128605269,"C04_a3_H02_1_B01","C04_a3_H02_1_B01",-0.0258046010275671,0.045119413888094
"SC37C","3_3",950,"D03","B02","B2","3","A08","A02","C04_A02",1,3,"",NA,"C04_a3_H02_1","sexual","C04_A02","C04",9325,3955,9100,3135,0.033743257416384,NA,0.033743257416384,"C04_a3_H02_1_B02","C04_a3_H02_1_B02",-0.0258046010275671,0.0595478584439511
